id,left,top,right,bottom,row_index,col_index,Plot Numbe,HAsum,HAmean
77,582992.187500000000000,5031712.339999999850988,582997.187500000000000,5031709.300000000745058,4,1,205,100329.000000000000000,0.660063553
78,582992.187500000000000,5031709.300000000745058,582997.187500000000000,5031706.259999999776483,5,1,206,125734.000000000000000,0.827197368
79,582992.187500000000000,5031706.259999999776483,582997.187500000000000,5031703.219999999739230,6,1,207,101188.000000000000000,0.665706147
80,582992.187500000000000,5031703.219999999739230,582997.187500000000000,5031700.179999999701977,7,1,208,98089.000000000000000,0.645318123
81,582992.187500000000000,5031700.179999999701977,582997.187500000000000,5031697.139999999664724,8,1,209,121060.000000000000000,0.796463088
82,582992.187500000000000,5031697.139999999664724,582997.187500000000000,5031694.099999999627471,9,1,210,151953.000000000000000,0.999677636
83,582992.187500000000000,5031694.099999999627471,582997.187500000000000,5031691.059999999590218,10,1,211,143412.000000000000000,0.9435
84,582992.187500000000000,5031691.059999999590218,582997.187500000000000,5031688.019999999552965,11,1,212,151987.000000000000000,0.999914474
85,582992.187500000000000,5031688.019999999552965,582997.187500000000000,5031684.979999999515712,12,1,213,122395.000000000000000,0.805240858
86,582992.187500000000000,5031684.980000000447035,582997.187500000000000,5031681.940000000409782,13,1,214,122427.000000000000000,0.805435491
87,582992.187500000000000,5031681.940000000409782,582997.187500000000000,5031678.900000000372529,14,1,215,107334.000000000000000,0.706135446
88,582992.187500000000000,5031678.900000000372529,582997.187500000000000,5031675.860000000335276,15,1,216,147100.000000000000000,0.967782259
89,582992.187500000000000,5031675.860000000335276,582997.187500000000000,5031672.819999999366701,16,1,217,151930.000000000000000,0.999532898
90,582992.187500000000000,5031672.819999999366701,582997.187500000000000,5031669.780000000260770,17,1,218,142915.000000000000000,0.940224077
91,582992.187500000000000,5031669.780000000260770,582997.187500000000000,5031666.740000000223517,18,1,219,124607.000000000000000,0.819777501
92,582992.187500000000000,5031666.740000000223517,582997.187500000000000,5031663.700000000186265,19,1,220,119679.000000000000000,0.787372202
93,582992.187500000000000,5031663.700000000186265,582997.187500000000000,5031660.660000000149012,20,1,221,127166.000000000000000,0.836623925
94,582992.187500000000000,5031660.660000000149012,582997.187500000000000,5031657.620000000111759,21,1,222,149940.000000000000000,0.986440879
95,582992.187500000000000,5031657.620000000111759,582997.187500000000000,5031654.580000000074506,22,1,223,149719.000000000000000,0.984993421
96,582992.187500000000000,5031654.580000000074506,582997.187500000000000,5031651.540000000037253,23,1,224,151780.000000000000000,0.998559201
145,582997.187500000000000,5031724.500000000000000,583002.187500000000000,5031721.459999999962747,0,2,301,151855.000000000000000,0.99903948
146,582997.187500000000000,5031721.459999999962747,583002.187500000000000,5031718.419999999925494,1,2,302,148840.000000000000000,0.979210526
147,582997.187500000000000,5031718.419999999925494,583002.187500000000000,5031715.379999999888241,2,2,303,134790.000000000000000,0.88678215
148,582997.187500000000000,5031715.379999999888241,583002.187500000000000,5031712.339999999850988,3,2,304,124963.000000000000000,0.822119591
149,582997.187500000000000,5031712.339999999850988,583002.187500000000000,5031709.300000000745058,4,2,305,123989.000000000000000,0.815717105
150,582997.187500000000000,5031709.300000000745058,583002.187500000000000,5031706.259999999776483,5,2,306,115942.000000000000000,0.762786352
151,582997.187500000000000,5031706.259999999776483,583002.187500000000000,5031703.219999999739230,6,2,307,109193.000000000000000,0.718375
152,582997.187500000000000,5031703.219999999739230,583002.187500000000000,5031700.179999999701977,7,2,308,113688.000000000000000,0.747937527
153,582997.187500000000000,5031700.179999999701977,583002.187500000000000,5031697.139999999664724,8,2,309,128183.000000000000000,0.843303662
154,582997.187500000000000,5031697.139999999664724,583002.187500000000000,5031694.099999999627471,9,2,310,148816.000000000000000,0.979071955
155,582997.187500000000000,5031694.099999999627471,583002.187500000000000,5031691.059999999590218,10,2,311,146210.000000000000000,0.961901566
156,582997.187500000000000,5031691.059999999590218,583002.187500000000000,5031688.019999999552965,11,2,312,150232.000000000000000,0.988368421
157,582997.187500000000000,5031688.019999999552965,583002.187500000000000,5031684.979999999515712,12,2,313,125482.000000000000000,0.825528611
158,582997.187500000000000,5031684.980000000447035,583002.187500000000000,5031681.940000000409782,13,2,314,115221.000000000000000,0.758042869
159,582997.187500000000000,5031681.940000000409782,583002.187500000000000,5031678.900000000372529,14,2,315,130185.000000000000000,0.856480263
160,582997.187500000000000,5031678.900000000372529,583002.187500000000000,5031675.860000000335276,15,2,316,142226.000000000000000,0.935691213
161,582997.187500000000000,5031675.860000000335276,583002.187500000000000,5031672.819999999366701,16,2,317,149280.000000000000000,0.982105263
162,582997.187500000000000,5031672.819999999366701,583002.187500000000000,5031669.780000000260770,17,2,318,140291.000000000000000,0.922973177
163,582997.187500000000000,5031669.780000000260770,583002.187500000000000,5031666.740000000223517,18,2,319,114733.000000000000000,0.754822368
164,582997.187500000000000,5031666.740000000223517,583002.187500000000000,5031663.700000000186265,19,2,320,118764.000000000000000,0.781336965
165,582997.187500000000000,5031663.700000000186265,583002.187500000000000,5031660.660000000149012,20,2,321,128625.000000000000000,0.84622824
166,582997.187500000000000,5031660.660000000149012,583002.187500000000000,5031657.620000000111759,21,2,322,151518.000000000000000,0.996822389
167,582997.187500000000000,5031657.620000000111759,583002.187500000000000,5031654.580000000074506,22,2,323,135319.000000000000000,0.890250722
168,582997.187500000000000,5031654.580000000074506,583002.187500000000000,5031651.540000000037253,23,2,324,149865.000000000000000,0.985947461
217,583002.187500000000000,5031724.500000000000000,583007.187500000000000,5031721.459999999962747,0,3,401,144210.000000000000000,0.948756242
218,583002.187500000000000,5031721.459999999962747,583007.187500000000000,5031718.419999999925494,1,3,402,144312.000000000000000,0.949414806
219,583002.187500000000000,5031718.419999999925494,583007.187500000000000,5031715.379999999888241,2,3,403,126330.000000000000000,0.831112953
220,583002.187500000000000,5031715.379999999888241,583007.187500000000000,5031712.339999999850988,3,3,404,115707.000000000000000,0.761235271
221,583002.187500000000000,5031712.339999999850988,583007.187500000000000,5031709.300000000745058,4,3,405,119853.000000000000000,0.788496204
222,583002.187500000000000,5031709.300000000745058,583007.187500000000000,5031706.259999999776483,5,3,406,124151.000000000000000,0.816782895
223,583002.187500000000000,5031706.259999999776483,583007.187500000000000,5031703.219999999739230,6,3,407,108157.000000000000000,0.711554529
224,583002.187500000000000,5031703.219999999739230,583007.187500000000000,5031700.179999999701977,7,3,408,115137.000000000000000,0.75749023
225,583002.187500000000000,5031700.179999999701977,583007.187500000000000,5031697.139999999664724,8,3,409,124914.000000000000000,0.821802632
226,583002.187500000000000,5031697.139999999664724,583007.187500000000000,5031694.099999999627471,9,3,410,151355.000000000000000,0.995743477
227,583002.187500000000000,5031694.099999999627471,583007.187500000000000,5031691.059999999590218,10,3,411,150293.000000000000000,0.988776242
228,583002.187500000000000,5031691.059999999590218,583007.187500000000000,5031688.019999999552965,11,3,412,151957.000000000000000,0.999723682
229,583002.187500000000000,5031688.019999999552965,583007.187500000000000,5031684.979999999515712,12,3,413,102344.000000000000000,0.67331136
230,583002.187500000000000,5031684.980000000447035,583007.187500000000000,5031681.940000000409782,13,3,414,112984.000000000000000,0.743310899
231,583002.187500000000000,5031681.940000000409782,583007.187500000000000,5031678.900000000372529,14,3,415,127409.000000000000000,0.838228135
232,583002.187500000000000,5031678.900000000372529,583007.187500000000000,5031675.860000000335276,15,3,416,147168.000000000000000,0.968210526
233,583002.187500000000000,5031675.860000000335276,583007.187500000000000,5031672.819999999366701,16,3,417,144048.000000000000000,0.947677976
234,583002.187500000000000,5031672.819999999366701,583007.187500000000000,5031669.780000000260770,17,3,418,148587.000000000000000,0.97753319
235,583002.187500000000000,5031669.780000000260770,583007.187500000000000,5031666.740000000223517,18,3,419,117431.000000000000000,0.772587617
236,583002.187500000000000,5031666.740000000223517,583007.187500000000000,5031663.700000000186265,19,3,420,125273.000000000000000,0.824159052
237,583002.187500000000000,5031663.700000000186265,583007.187500000000000,5031660.660000000149012,20,3,421,127438.000000000000000,0.838407895
238,583002.187500000000000,5031660.660000000149012,583007.187500000000000,5031657.620000000111759,21,3,422,128282.000000000000000,0.843954974
