Trial,DAS,Variable,Yield_r,Yield_p,PeakStand_r,PeakStand_p
2508,25,Thresh,0.3109431539,0.0024161445,0.650569419,1.686712E-12
2508,32,ExG,-0.005845411,0.9556531652,0.5919890099,4.116095E-10
2508,32,ExR,-0.207951704,0.0454771341,-0.600243606,2.028249E-10
2508,32,GNDVI,0.2633953877,0.0107428276,0.6330632661,9.853438E-12
2508,32,HA,-0.091158644,0.3848341148,-0.089928492,0.3913075466
2508,32,NDRE,0.2473659234,0.0168243069,0.3679540071,0.0002849616
2508,32,NDVI,0.1870076412,0.0726671334,0.6414279083,4.299862E-12
2508,32,PlantCount,-0.0566589,0.5895816349,-0.011109409,0.915828683
2508,32,Thresh,0.1732044462,0.0968527595,0.6598519031,6.30912E-13
2508,40,ExG,0.0444985584,0.6719052498,0.5866761377,6.423481E-10
2508,40,ExR,-0.14594403,0.1627493012,-0.270952133,0.0086150805
2508,40,GNDVI,0.1580332784,0.1302973808,0.512468044,1.5106383E-7
2508,40,HA,0.0251190172,0.8111051844,0.0963868666,0.3580474147
2508,40,NDRE,0.1600305325,0.1254484856,0.3689916559,0.0002730409
2508,40,NDVI,0.133232573,0.2029628176,0.542800612,1.9008032E-8
2508,40,PlantCount,-0.117732771,0.2610418381,0.1371523796,0.1898692863
2508,40,Thresh,0.1281406161,0.2209206001,0.5360368755,3.0718049E-8
2508,47,ExG,0.1319237386,0.2074755417,0.8064609229,1.761332E-22
2508,47,ExR,-0.163308141,0.1177924494,-0.830137047,8.175005E-25
2508,47,GNDVI,0.2895624809,0.0048739078,0.9050842006,1.474041E-35
2508,47,HA,-0.293604388,0.0042852607,-0.00567094,0.9569755212
2508,47,NDRE,0.2859073043,0.0054670635,0.6100126878,8.5479E-11
2508,47,NDVI,0.2503370628,0.0155127367,0.9453032805,4.690964E-46
2508,47,PlantCount,-0.238321914,0.0214220082,0.1657598709,0.1123051729
2508,47,Thresh,0.2197571195,0.0342984667,0.964197988,3.015957E-54
2508,55,ExG,0.2410366308,0.0199406128,0.858534515,3.869717E-28
2508,55,ExR,-0.320939919,0.0017092607,-0.796325335,1.408096E-21
2508,55,GNDVI,0.4039744819,0.0000592814,0.9235254228,1.20631E-39
2508,55,HA,0.0177268496,0.8660698198,-0.11832223,0.2586451784
2508,55,NDRE,0.4586000503,3.7835433E-6,0.6861404746,3.197665E-14
2508,55,NDVI,0.3942782319,0.0000921014,0.9705584766,4.736139E-58
2508,55,PlantCount,0.1126705401,0.2822456871,0.2119963631,0.0413484884
2508,55,Thresh,0.3928133539,0.000098325,0.9913873638,3.847518E-82
2511,13,ExG,0.0735066062,0.5394537967,0.6114630223,1.1607219E-8
2511,13,ExR,-0.212173771,0.0735701453,-0.554253114,4.3932526E-7
2511,13,GNDVI,0.0733955304,0.5400685184,0.1369863102,0.2511985161
2511,13,HA,0.239781305,0.0424885761,0.6319512445,2.629919E-9
2511,13,NDRE,0.2414807346,0.0410009308,-0.00721475,0.9520373433
2511,13,NDVI,0.1615570788,0.1751658091,0.3728312031,0.0012581916
2511,13,PlantCount,0.2946484193,0.0119891114,0.4952339184,9.7512677E-6
2511,13,Thresh,0.1810851083,0.1279384913,0.7144629435,1.823567E-12
2511,21,ExG,-0.289489407,0.0136452461,0.3440199705,0.0030873817
2511,21,ExR,-0.222314933,0.0605246,-0.556119144,3.9437873E-7
2511,21,GNDVI,0.1513278592,0.2044736769,0.5362189137,1.2062773E-6
2511,21,HA,0.1149088607,0.3364726789,-0.253516619,0.0316543298
2511,21,NDRE,0.0362983482,0.7621101222,0.3153650789,0.0069682369
2511,21,NDVI,0.1198176866,0.316097074,0.7029072879,5.859631E-12
2511,21,PlantCount,0.1511685526,0.2049561362,-0.34100935,0.0033751652
2511,21,Thresh,0.077281353,0.5187694538,0.814167493,3.444107E-18
2511,25,ExG,-0.211190223,0.0749467199,0.6411366809,1.3038056E-9
2511,25,ExR,0.0820851933,0.4930385209,-0.701651087,6.630177E-12
2511,25,GNDVI,0.0301036719,0.8017951987,0.5564076508,3.8782961E-7
2511,25,HA,0.2599579534,0.0274347758,-0.168613215,0.1568192977
2511,25,NDRE,0.060927441,0.6111649997,0.5270016153,1.9769464E-6
2511,25,NDVI,-0.011924601,0.9208077901,0.6863371798,2.844652E-11
2511,25,PlantCount,0.4052310838,0.0004138475,-0.135406275,0.256759254
2511,25,Thresh,0.0056876089,0.9621811245,0.7951985061,7.32014E-17
2511,32,ExG,-0.180545748,0.1290972317,0.7728113821,1.83023E-15
2511,32,ExR,-0.109634408,0.3592657386,-0.768223987,3.384222E-15
2511,32,GNDVI,0.1263930826,0.2900733245,0.8248271324,5.281854E-19
2511,32,HA,0.4825562729,0.0000176546,0.0156179479,0.8963992943
2511,32,NDRE,0.2018319288,0.0890983757,0.7659237873,4.581671E-15
2511,32,NDVI,0.0312920295,0.7941398992,0.8411432696,2.310854E-20
2511,32,PlantCount,0.5683299274,1.9143145E-7,-0.035760255,0.7655347647
2511,32,Thresh,-0.03479053,0.7717177732,0.8268065866,3.677261E-19
2511,40,ExG,-0.232180069,0.0496993965,0.5051727309,6.0209011E-6
2511,40,ExR,0.0102399926,0.9319666516,-0.440544441,0.0001076055
2511,40,GNDVI,-0.051384242,0.6681689871,0.5425275651,8.5289972E-7
2511,40,HA,-0.003666683,0.9756137346,0.190661732,0.1086570829
2511,40,NDRE,0.068170709,0.5693652801,0.466573981,0.0000361104
2511,40,NDVI,-0.065980938,0.5818606159,0.5416501231,8.9540795E-7
2511,40,PlantCount,0.1252186436,0.294614791,0.3150759454,0.0070230285
2511,40,Thresh,-0.076831098,0.5212154727,0.5418043497,8.8779466E-7
2511,47,ExG,-0.236848744,0.0451606012,0.7267548445,4.938865E-13
2511,47,ExR,0.1017491702,0.3950636332,-0.832286596,1.316956E-19
2511,47,GNDVI,0.1878318085,0.1141044962,0.9383454611,5.170476E-34
2511,47,HA,0.4301619402,0.000162384,0.2127512219,0.0727714177
2511,47,NDRE,0.3138448905,0.0072605758,0.8252240082,4.91376E-19
2511,47,NDVI,0.0955937956,0.4244204399,0.9425813365,4.601478E-35
2511,47,PlantCount,0.3343725031,0.0040954741,0.0405501845,0.7352147535
2511,47,Thresh,0.1087136615,0.3633397763,0.9684854222,5.41849E-44
2511,55,ExG,-0.19468021,0.1012703416,0.7638654388,5.990892E-15
2511,55,ExR,-0.032451614,0.7866886048,-0.843065669,1.561758E-20
2511,55,GNDVI,0.2865605156,0.0146707237,0.939909279,2.160583E-34
2511,55,HA,0.2942002322,0.0121257231,0.3812200677,0.0009536418
2511,55,NDRE,0.4147247154,0.0002922982,0.8150621758,2.956347E-18
2511,55,NDVI,0.1896445568,0.110591416,0.9387290257,4.183182E-34
2511,55,PlantCount,0.3270283122,0.0050487971,0.2623121802,0.0260159772
2511,55,Thresh,0.2189771656,0.0645933509,0.9840277192,3.28586E-54
2512,13,ExG,0.231767005,0.0517979421,0.5586322197,4.1352308E-7
2512,13,ExR,-0.30313094,0.0101799177,-0.293019105,0.0131422124
2512,13,GNDVI,-0.002601032,0.9828247147,0.1591857169,0.1848439481
2512,13,HA,0.4709433548,0.0000340024,0.3002849092,0.0109482294
2512,13,NDRE,-0.04477719,0.7107952061,-0.06766808,0.5749993583
2512,13,NDVI,0.1646879153,0.1699248908,0.3763281098,0.0012185517
2512,13,PlantCount,0.3573842134,0.0022159444,0.0891309425,0.4598020155
2512,13,Thresh,0.449356874,0.0000846006,0.6767818969,9.237822E-11
2512,21,ExG,-0.073323349,0.5433958587,0.3402821864,0.0036894543
2512,21,ExR,-0.36675235,0.0016560324,-0.262139791,0.027216601
2512,21,GNDVI,0.1247209416,0.3000544503,0.4240820353,0.0002282445
2512,21,HA,-0.075205286,0.5330698708,-0.495847454,0.0000109769
2512,21,NDRE,0.2495521264,0.0358372429,0.0585425799,0.6277125607
2512,21,NDVI,0.2784783387,0.0186942093,0.5950028824,4.4488401E-8
2512,21,PlantCount,-0.159242581,0.1846850672,-0.527006011,2.3413042E-6
2512,21,Thresh,0.4677666223,0.0000390342,0.7163987097,2.152398E-12
2512,25,ExG,0.1539587459,0.1998738004,0.6236772833,6.2505217E-9
2512,25,ExR,-0.102180322,0.3964788264,-0.386651221,0.0008662687
2512,25,GNDVI,0.4412412016,0.0001173477,0.7010636201,9.917266E-12
2512,25,HA,-0.075536404,0.5312631584,-0.145247871,0.2268250746
2512,25,NDRE,0.2631853982,0.0265869349,0.2871573246,0.0151799295
2512,25,NDVI,0.421752493,0.0002491452,0.7331102949,3.619149E-13
2512,25,PlantCount,0.0236907842,0.84452697,0.0790973532,0.5120271548
2512,25,Thresh,0.421695844,0.0002496747,0.7533515254,3.464057E-14
2512,32,ExG,0.3083571563,0.0088906634,0.8088728232,1.432476E-17
2512,32,ExR,-0.487843707,0.0000159396,-0.664425738,2.657027E-10
2512,32,GNDVI,0.4738100922,0.0000299855,0.7892024702,2.952812E-16
2512,32,HA,-0.264980773,0.0255344642,-0.17632427,0.141314196
2512,32,NDRE,0.4229321864,0.0002383511,0.583458105,9.2988667E-8
2512,32,NDVI,0.465266912,0.0000434704,0.8381699546,7.74288E-20
2512,32,PlantCount,-0.183444883,0.1256892362,-0.185219136,0.1220090271
2512,32,Thresh,0.4367774895,0.0001399976,0.8555621328,2.079121E-21
2512,40,ExG,0.0389410906,0.7471333237,0.4866023055,0.0000168749
2512,40,ExR,-0.100167856,0.4058939399,-0.360178917,0.0020333723
2512,40,GNDVI,0.0855837838,0.4779242346,0.5760695814,1.4686412E-7
2512,40,HA,0.0074521124,0.9508185565,0.238481231,0.0451978224
2512,40,NDRE,0.0513792452,0.6704532942,0.261777784,0.0274375144
2512,40,NDVI,0.0635700283,0.598418619,0.4798684836,0.0000229039
2512,40,PlantCount,0.0958987624,0.4262934625,0.3532704135,0.0025114579
2512,40,Thresh,0.075083633,0.5337344227,0.5209418854,3.2010799E-6
2512,47,ExG,0.2601982704,0.0284191907,0.7798935339,1.107836E-15
2512,47,ExR,-0.21139981,0.0767723468,-0.779030907,1.248181E-15
2512,47,GNDVI,0.6223477969,6.8761985E-9,0.9096204834,4.987743E-28
2512,47,HA,-0.251931499,0.0340526043,-0.07939979,0.5104099469
2512,47,NDRE,0.6124729967,1.3775154E-8,0.7473183433,7.134327E-14
2512,47,NDVI,0.5534019015,5.5770734E-7,0.963334782,3.73052E-41
2512,47,PlantCount,-0.263150761,0.0266075945,0.0464128359,0.7007212387
2512,47,Thresh,0.4851341271,0.000018047,0.9726174194,1.838638E-45
2512,55,ExG,0.2852512205,0.0158986684,0.8022171042,4.141716E-17
2512,55,ExR,-0.368977802,0.0015433516,-0.833069434,2.064254E-19
2512,55,GNDVI,0.6706020082,1.576786E-10,0.9146084621,7.657555E-29
2512,55,HA,-0.386522653,0.0008700173,-0.268889276,0.0233646413
2512,55,NDRE,0.6128427016,1.342722E-8,0.7331652383,3.597209E-13
2512,55,NDVI,0.6184617377,9.0645314E-9,0.9730437174,1.077589E-45
2512,55,PlantCount,-0.323962261,0.0058503846,0.0376430103,0.755294307
2512,55,Thresh,0.5597285433,3.8813913E-7,0.9964514334,6.579553E-76
2513,13,ExG,0.1911400813,0.1077565218,0.5998788616,2.5666987E-8
2513,13,ExR,-0.220619404,0.0625646889,-0.560507901,3.0516784E-7
2513,13,GNDVI,0.1432483696,0.2299715304,0.4486100305,0.0000774417
2513,13,HA,0.5049225104,6.0955679E-6,0.6467335534,8.404006E-10
2513,13,NDRE,0.1129369508,0.3448852826,0.3134375109,0.0073407232
2513,13,NDVI,0.2240560313,0.0584861541,0.6737407595,8.83383E-11
2513,13,PlantCount,0.5692225374,1.8137118E-7,0.5159142816,3.514339E-6
2513,13,Thresh,0.4390405302,0.0001143085,0.8066119021,1.211446E-17
2513,21,ExG,-0.001811151,0.9879530657,0.1906946097,0.1085950001
2513,21,ExR,-0.379674658,0.0010041487,-0.563523064,2.5532189E-7
2513,21,GNDVI,0.44331691,0.0000961902,0.6738098637,8.780409E-11
2513,21,HA,-0.154287083,0.1956582183,-0.392131024,0.0006576776
2513,21,NDRE,0.3374868952,0.0037420213,0.6056880478,1.7308732E-8
2513,21,NDVI,0.4238569107,0.0002071525,0.7652536993,5.001146E-15
2513,21,PlantCount,-0.262544428,0.025879436,-0.443895637,0.0000939531
2513,21,Thresh,0.4755509363,0.0000242652,0.8139562875,3.570104E-18
2513,25,ExG,0.1059712279,0.3756408872,0.7052001548,4.668922E-12
2513,25,ExR,-0.06134066,0.6087449275,-0.676666112,6.823572E-11
2513,25,GNDVI,0.3144522186,0.007142517,0.7379428805,1.412565E-13
2513,25,HA,0.0094545861,0.9371737995,-0.437625986,0.0001209628
2513,25,NDRE,0.2171603067,0.066899258,0.5933981363,3.947208E-8
2513,25,NDVI,0.2549955504,0.0306402362,0.7521972087,2.606841E-14
2513,25,PlantCount,-0.032059834,0.7892040143,-0.405390703,0.0004114699
2513,25,Thresh,0.3327315073,0.0042933825,0.81704608,2.100906E-18
2513,32,ExG,0.3055989199,0.0090414913,0.8390013429,3.554068E-20
2513,32,ExR,-0.383590471,0.0008806341,-0.749817591,3.483686E-14
2513,32,GNDVI,0.3869561603,0.0007856655,0.8020950663,2.503409E-17
2513,32,HA,-0.477153369,0.0000225764,-0.512821243,4.1113864E-6
2513,32,NDRE,0.2455182156,0.0376390639,0.6953047321,1.225769E-11
2513,32,NDVI,0.3560681137,0.0021424255,0.8192089683,1.440847E-18
2513,32,PlantCount,-0.428703548,0.0001718651,-0.486733536,0.000014556
2513,32,Thresh,0.3722093231,0.0012839357,0.8499831105,3.64686E-21
2513,40,ExG,0.2487026759,0.0351522226,0.5615518993,2.8695134E-7
2513,40,ExR,-0.290491744,0.0133088269,-0.398159504,0.0005326697
2513,40,GNDVI,0.0590180626,0.6224012533,0.5495297476,5.7565999E-7
2513,40,HA,0.1745923022,0.1424225165,0.4875700406,0.0000139999
2513,40,NDRE,-0.099033836,0.4078628925,0.3892891047,0.0007254009
2513,40,NDVI,0.0801057191,0.5035595006,0.5418111277,8.8746147E-7
2513,40,PlantCount,0.1648125775,0.1665155778,0.5055968863,5.8962836E-6
2513,40,Thresh,0.1896250539,0.1106287624,0.6078103202,1.4958719E-8
2513,47,ExG,0.2317309678,0.050155067,0.8493957328,4.137903E-21
2513,47,ExR,-0.258781389,0.0281679738,-0.873004448,1.608483E-23
2513,47,GNDVI,0.4488983301,0.0000765247,0.9466893567,3.671191E-36
2513,47,HA,-0.310273509,0.0079900898,0.0436937449,0.7155301291
2513,47,NDRE,0.4384081945,0.0001172402,0.8266058656,3.815589E-19
2513,47,NDVI,0.4056917435,0.0004070196,0.9592450824,3.756609E-40
2513,47,PlantCount,-0.420804446,0.0002326731,-0.074450605,0.5342433498
2513,47,Thresh,0.3857640456,0.0008181836,0.9616158775,4.798926E-41
2513,55,ExG,0.2563337371,0.0297463092,0.8475370473,6.149762E-21
2513,55,ExR,-0.363211912,0.0017135431,-0.913435054,4.857641E-29
2513,55,GNDVI,0.5827481397,7.8463302E-8,0.958620127,6.332E-40
2513,55,HA,0.0489349476,0.6831235956,-0.00456044,0.9696720907
2513,55,NDRE,0.542313179,8.631067E-7,0.8581652495,5.922162E-22
2513,55,NDVI,0.5323086471,1.4901826E-6,0.9862935439,1.612748E-56
2513,55,PlantCount,-0.345283315,0.002973287,-0.0723631,0.545798601
2513,55,Thresh,0.5140038844,3.8726802E-6,0.9978949547,6.500143E-85
2514,13,ExG,-0.08651157,0.3495183822,0.2485907078,0.0064085087
2514,13,ExR,-0.098402219,0.2870128857,-0.225212939,0.0137943584
2514,13,GNDVI,-0.006096528,0.9475339614,0.3009746958,0.0008808241
2514,13,HA,-0.111936655,0.2255089529,0.1774443176,0.05353168
2514,13,NDRE,-0.138037639,0.1343685052,0.1673664615,0.068860115
2514,13,NDVI,0.0407001363,0.6603124393,0.4988385371,7.7429916E-9
2514,13,PlantCount,-0.076096505,0.4107660411,-0.105700042,0.2525868295
2514,13,Thresh,0.1122476447,0.2242144581,0.6260720924,2.658111E-14
2514,21,ExG,-0.218840824,0.0167964774,0.198884507,0.0301294824
2514,21,ExR,-0.207000358,0.0238960779,-0.165303482,0.0723998913
2514,21,GNDVI,-0.101682043,0.2711723483,0.2781889309,0.0021886824
2514,21,HA,-0.088486626,0.3385848531,-0.44073546,5.266356E-7
2514,21,NDRE,0.1293134812,0.1610209089,0.1697523467,0.0649427067
2514,21,NDVI,-0.079386725,0.3907701559,0.5102798716,3.0627139E-9
2514,21,PlantCount,-0.091580471,0.3218987995,-0.552025912,7.636186E-11
2514,21,Thresh,0.0507138016,0.5838735505,0.6701089017,7.792093E-17
2514,25,ExG,-0.039425725,0.6703193206,0.640536311,4.342782E-15
2514,25,ExR,0.0154081499,0.8679060983,-0.518578399,1.5293594E-9
2514,25,GNDVI,0.0924393145,0.3173624015,0.4866095337,2.0108813E-8
2514,25,HA,-0.023799068,0.7972457559,-0.484926948,2.2864099E-8
2514,25,NDRE,0.0439926602,0.634738617,0.2367236097,0.0095407675
2514,25,NDVI,0.0784693711,0.396285703,0.6524736781,9.040967E-16
2514,25,PlantCount,-0.119452742,0.1956793694,-0.331075933,0.0002352806
2514,25,Thresh,0.0469433303,0.612178939,0.738186505,9.861148E-22
2514,32,ExG,0.0150260403,0.8711533015,0.7522196717,6.175279E-23
2514,32,ExR,-0.061228193,0.5082970666,-0.554296361,6.155034E-11
2514,32,GNDVI,-0.050429501,0.5859867256,0.737849941,1.051571E-21
2514,32,HA,-0.048984102,0.59678398,-0.457055556,1.7402634E-7
2514,32,NDRE,-0.095452545,0.3017754593,0.4648219032,1.006526E-7
2514,32,NDVI,-0.040754836,0.6598842489,0.7865498511,2.990198E-26
2514,32,PlantCount,-0.039187232,0.6721985026,-0.397880626,7.4296452E-6
2514,32,Thresh,0.0232111246,0.8021507621,0.7832528125,6.606641E-26
2514,40,ExG,0.027676527,0.7651035634,0.6097596373,1.837592E-13
2514,40,ExR,-0.165517902,0.0720252625,-0.492604062,1.2654468E-8
2514,40,GNDVI,0.076379327,0.409024021,0.6200309646,5.510964E-14
2514,40,HA,0.1316589266,0.1534961642,0.3244943489,0.0003177461
2514,40,NDRE,0.0610699859,0.5093955206,0.386298336,0.0000142996
2514,40,NDVI,0.0262504368,0.7768819609,0.5935002254,1.134101E-12
2514,40,PlantCount,0.1997229888,0.0294273306,0.2932793334,0.0012078555
2514,40,Thresh,0.0642312147,0.4876815509,0.6147957336,1.023721E-13
2514,47,ExG,0.151828921,0.0992815969,0.8434838196,2.296101E-33
2514,47,ExR,-0.092160353,0.3188313145,-0.827073359,4.735348E-31
2514,47,GNDVI,0.1232567342,0.1817198685,0.9387946305,5.516409E-56
2514,47,HA,-0.009860907,0.91523568,-0.342595013,0.0001367866
2514,47,NDRE,0.0618482074,0.5040040843,0.7754795238,4.058838E-25
2514,47,NDVI,0.1160040057,0.20899153,0.9621025936,7.182578E-68
2514,47,PlantCount,-0.051606957,0.5772577265,-0.366254614,0.0000419495
2514,47,Thresh,0.1292710327,0.161159583,0.9707127599,2.604708E-74
2514,55,ExG,0.1701155076,0.0643626644,0.8224460388,1.924012E-30
2514,55,ExR,-0.193865734,0.0346359689,-0.853669116,6.113949E-35
2514,55,GNDVI,0.1441848181,0.1177107384,0.9472303455,1.20348E-59
2514,55,HA,-0.045974434,0.6195481791,-0.202089088,0.0275204263
2514,55,NDRE,0.1010106195,0.2743659954,0.7614838153,8.940224E-24
2514,55,NDVI,0.1698114942,0.0648479468,0.9778861777,2.328483E-81
2514,55,PlantCount,-0.086554255,0.3492797742,-0.127307237,0.1676728419
2514,55,Thresh,0.1950366381,0.0335367045,0.9989839541,2.33952E-159
