fid,id,Trial,Row,Column,MasonPlot#,,,716ExG_mean,716ExG_variance,716ExR_mean,716ExR_variance,716gNDVI_mean,716gNDVI_variance,716NDVI_mean,716NDVI_variance,716THRESH_mean,716THRESH_variance,716HA_mean,716HA_variance,716PLT_,,
fid,id,Trial,Row,Column,Combocode,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,HA Mean,PLT COUNT
337,3013,2503,15,3,,1503,,,46.50722228,1508.946885,853.8503653,17991403.67,0.064803026,0.0319302,0.216428392,0.073729533,,,0.472827864,0.249261675,0.602770437,28
338,3014,2503,15,4,,1504,,,49.13280803,1176.216923,84.62062272,13246690.87,0.154507409,0.034262737,0.316123765,0.069137173,,,0.593669057,0.241226108,0.493848089,24
339,3015,2503,15,5,,1505,,,44.27696292,1099.161596,605.0932986,14397101.57,0.112831394,0.034131599,0.265471531,0.069265353,,,0.542230098,0.248216619,0.821151252,62
340,3016,2503,16,1,,1601,,,46.08606166,1021.686539,36.8289889,11718691.87,0.139271569,0.030146972,0.301029524,0.060631136,,,0.566338631,0.245599186,0.658403208,49
341,3017,2503,16,2,,1602,,,53.41394448,1455.770762,-240.0631124,15439691.38,0.155818253,0.033254989,0.327780799,0.071024257,,,0.582947047,0.243119787,0.420520205,17
342,3018,2503,16,3,,1603,,,49.40354991,1003.346022,-448.632238,9146286.724,0.211196288,0.029384729,0.380467339,0.057025824,,,0.652152575,0.226849594,0.273827534,10
343,3019,2503,16,4,,1604,,,51.68486467,1157.304162,-640.6957178,9678867.716,0.19573706,0.029075895,0.372597401,0.056997555,,,0.651666712,0.226997208,0.439146206,25
344,3020,2503,16,5,,1605,,,45.11442203,1026.546749,-298.1167775,9414179.558,0.194055535,0.02949656,0.358427547,0.056841691,,,0.610169029,0.237862785,0.634381949,36
345,3021,2503,17,1,,1701,,,35.69046905,760.0782115,741.2832905,9412243.69,0.083648896,0.024603567,0.23133003,0.051324664,,,0.47025156,0.24911503,0.857148065,61
346,3022,2503,17,2,,1702,,,51.2179994,1036.602003,-898.5072979,11295256.76,0.187568732,0.028504784,0.373720002,0.058047372,,,0.662913384,0.223459229,0.642973007,38
347,3023,2503,17,3,,1703,,,39.71296978,1218.208841,359.1461695,12687581.31,0.065633646,0.023923389,0.226419474,0.05576296,,,0.440220205,0.246426376,0.764959991,47
348,3024,2503,17,4,,1704,,,49.20960044,1190.275473,-946.3957017,11779448.61,0.154181959,0.02629059,0.34362244,0.057090204,,,0.614673394,0.236850013,0.494477253,18
349,3025,2503,17,5,,1705,,,38.86649764,1010.151338,-31.91342665,11956177.71,0.114427527,0.029498754,0.281661495,0.060856053,,,0.52449497,0.249399996,0.776570731,52
350,3026,2503,18,1,,1801,,,41.45078257,865.918298,-305.8459617,8227225.743,0.188058591,0.032654787,0.355951789,0.059503284,,,0.612477504,0.237348811,0.445671789,20
351,3027,2503,18,2,,1802,,,44.26976554,888.1196748,-710.9023774,8908144.185,0.193799566,0.030050876,0.373517894,0.055735976,,,0.6467012,0.228478758,0.504729619,22
352,3028,2503,18,3,,1803,,,39.61459611,968.8232749,-205.9245821,9508509.739,0.131924014,0.028215132,0.304009802,0.056235327,,,0.553120144,0.24717825,0.459934378,22
353,3029,2503,18,4,,1804,,,49.27542038,1247.443725,-1119.63701,11401020.36,0.154069039,0.027019097,0.348279219,0.055867285,,,0.614722154,0.236838827,0.505121942,21
354,3030,2503,18,5,,1805,,,49.3729964,1092.830697,-1160.396839,9792148.483,0.179621195,0.025079027,0.373305272,0.051297839,,,0.649929124,0.227521258,0.691225256,31
355,4001,2503,19,1,,1901,,,36.74104661,992.0971023,192.7834884,10810765.69,0.095968323,0.027949006,0.258174317,0.059580871,,,0.47686018,0.249464549,0.589359918,33
356,4002,2503,19,2,,1902,,,39.07558742,942.748498,-222.0223136,10808172.98,0.149513053,0.034390259,0.319169151,0.066127026,,,0.554680259,0.247010069,0.51874533,19
357,4003,2503,19,3,,1903,,,33.35634847,1059.474199,573.7218568,11870330.93,0.023954224,0.025767915,0.184714723,0.057811112,,,0.397835687,0.239562453,0.569751759,29
358,4004,2503,19,4,,1904,,,37.54000273,1026.2122,-85.74873062,11015748.84,0.078047053,0.031683297,0.251205036,0.064184612,,,0.493880333,0.24996255,0.645310051,37
359,4005,2503,19,5,,1905,,,42.27130937,1241.793218,-339.8901685,12737481.48,0.104361314,0.036242431,0.283294717,0.072776489,,,0.516442166,0.249729655,0.534985874,23
360,4006,2503,20,1,,2001,,,51.56840928,1087.135227,-1193.231618,8965836.318,0.18091032,0.023062033,0.374735775,0.04900706,,,0.64997682,0.227506954,0.634630457,30
361,4007,2503,20,2,,2002,,,48.17486369,1083.515388,-872.9979227,9866881.435,0.171996751,0.026637948,0.357763316,0.054160516,,,0.621564885,0.235221979,0.676552076,35
362,4008,2503,20,3,,2003,,,48.40485797,1071.655865,-890.4061876,8866111.433,0.160417852,0.024251217,0.34902891,0.051070897,,,0.613570689,0.237101699,0.596547827,25
363,4009,2503,20,4,,2004,,,41.86192423,991.5260973,-279.4136276,9291343.621,0.131301607,0.028622796,0.304856701,0.05624647,,,0.542545653,0.248189867,0.523202829,29
364,4010,2503,20,5,,2005,,,50.87095719,1082.910482,-928.5411455,9239187.013,0.18098441,0.026447891,0.37019494,0.054035337,,,0.644805018,0.229031507,0.639776911,32
365,4011,2503,21,1,,2101,,,42.2301966,1444.965143,240.851231,14802821.61,0.066328988,0.031029479,0.232275478,0.068829115,,,0.459520628,0.24836142,0.65879222,43
366,4012,2503,21,2,,2102,,,51.7261947,1134.26437,-952.8473628,11247693.33,0.187511126,0.029225445,0.375174648,0.059364645,,,0.645885015,0.228717562,0.471757951,19
367,4013,2503,21,3,,2103,,,45.11230748,978.1399289,-306.3139811,10263758.17,0.174556368,0.034219859,0.345723601,0.065204347,,,0.611148971,0.237645906,0.398527214,15
368,4014,2503,21,4,,2104,,,49.27699902,1190.55273,-455.3517395,12231791.37,0.13934098,0.029827407,0.317756901,0.059702748,,,0.579115305,0.243740769,0.739219189,47
369,4015,2503,21,5,,2105,,,47.44214516,1314.043915,-211.5084577,14259381.58,0.133456254,0.033464022,0.305722986,0.067663026,,,0.550820655,0.247417261,0.461067367,16
370,4016,2503,22,1,,2201,,,60.75190777,1103.790652,-1589.524392,9370817.435,0.21798925,0.022526,0.420624136,0.047641054,,,0.716259675,0.203231753,0.235915942,9
371,4017,2503,22,2,,2202,,,42.43353688,838.4899532,-30.32237607,10268887.2,0.150825114,0.03009531,0.316776214,0.05981598,,,0.583119786,0.243091101,0.550034632,26
372,4018,2503,22,3,,2203,,,43.84960746,992.1392238,75.5697196,11546824.2,0.125452939,0.029247445,0.291077432,0.060520705,,,0.553374768,0.247151134,0.628287615,33
373,4019,2503,22,4,,2204,,,41.67657162,735.5056116,100.9763966,9327828.145,0.168922089,0.032370547,0.328784621,0.060094106,,,0.603211384,0.23934741,0.596351176,28
374,4020,2503,22,5,,2205,,,60.42832606,1248.489737,-1318.976057,12197217.3,0.200618125,0.027198859,0.397722364,0.057604344,,,0.680016358,0.217594111,0.325368619,14
375,4021,2503,23,1,,2301,,,49.00280891,1289.393622,-297.8529981,13218112.91,0.110047564,0.029271241,0.286025093,0.063317997,,,0.526384685,0.249303848,0.388815981,16
376,4022,2503,23,2,,2302,,,44.10186776,804.5049604,-76.88605325,10643873.76,0.135233867,0.02807058,0.304413901,0.055843088,,,0.573087935,0.244658154,0.76727783,47
377,4023,2503,23,3,,2303,,,44.73214286,868.4957825,-66.81301447,9816030.975,0.1759116,0.036613413,0.340302309,0.067217762,,,0.592557252,0.241433155,0.241861991,9
378,4024,2503,23,4,,2304,,,41.25648643,844.609212,547.6017933,9792763.394,0.133693107,0.03476456,0.285017645,0.064119786,,,0.529597732,0.249123974,0.615548669,32
379,4025,2503,23,5,,2305,,,61.68858047,1390.848129,-971.7339037,12544648,0.187910158,0.031881233,0.378980854,0.065812699,,,0.642144298,0.229794998,0.272192045,7
380,4026,2503,24,1,,2401,,,59.88982496,1090.554932,-1949.677556,5507647.133,0.256477601,0.021116555,0.46757842,0.038213405,,,0.747914281,0.188538509,0.305718088,13
381,4027,2503,24,2,,2402,,,47.97807293,866.1706813,-1049.895678,5548899.031,0.231370985,0.030837525,0.418878582,0.050980406,,,0.663457605,0.223281611,0.304213903,10
382,4028,2503,24,3,,2403,,,47.30229008,773.8982608,-1127.860894,4877932.579,0.235633915,0.026487105,0.425293377,0.044693113,,,0.68653217,0.21520575,0.300408297,10
383,4029,2503,24,4,,2404,,,60.65321371,1163.730548,-1873.382684,7068592.694,0.218394281,0.019924185,0.43097297,0.039169103,,,0.709361621,0.206167712,0.446295452,24
384,4030,2503,24,5,,2405,,,49.24284974,889.3598696,-1097.96624,5938567.335,0.206638533,0.025405307,0.397819226,0.045146316,,,0.652616081,0.226708332,0.416258088,16
385,101,2504,1,1,,101,,,42.15757906,548.9107195,-464.5092149,4069001.556,0.256469635,0.026655995,0.422032109,0.043105185,,,0.707279171,0.207035345,0.292647809,12
386,102,2504,1,2,,102,,,43.14976833,614.5886624,-398.0566963,4913793.18,0.221615462,0.025454033,0.388434409,0.042287922,,,0.67402562,0.219715084,0.629595203,33
387,103,2504,1,3,,103,,,48.215125,903.6483588,-607.530421,6153775.177,0.241627392,0.033512825,0.413529492,0.054669474,,,0.67012895,0.221056141,0.195315775,8
388,104,2504,1,4,,104,,,46.33295173,830.0192437,-398.0049391,5646533.023,0.215698677,0.029179189,0.385159609,0.049162345,,,0.656417805,0.22553347,0.305561125,9
389,105,2504,2,1,,201,,,52.56452404,766.4737834,-621.820968,7797637.121,0.222284564,0.028043869,0.398555031,0.052535297,,,0.700632428,0.209746629,0.256912673,8
390,106,2504,2,2,,202,,,50.28543774,881.662043,-123.3282381,9172556.75,0.191629507,0.030625436,0.356258756,0.057389133,,,0.648689915,0.227891309,0.615718295,33
391,107,2504,2,3,,203,,,54.99659243,1010.368524,-496.7921871,8588653.144,0.238149794,0.030716718,0.407097975,0.056656127,,,0.690728675,0.213622572,0.630630138,27
392,108,2504,2,4,,204,,,57.52532853,916.6957841,-643.7110529,7707193.341,0.197007636,0.023897016,0.376764156,0.04665079,,,0.688996128,0.214280463,0.452314984,19
393,109,2504,3,1,,301,,,54.58344467,1155.074403,-246.1562949,14436580.22,0.158869716,0.034987637,0.332488797,0.071378109,,,0.627286856,0.233798056,0.4051512,15
394,110,2504,3,2,,302,,,51.20651759,840.3615774,-94.23794933,11557395.14,0.160860034,0.03025095,0.329250139,0.05989155,,,0.638914644,0.230702722,0.744336098,40
395,111,2504,3,3,,303,,,50.56581602,862.3972032,-27.0839857,11221595.65,0.168576102,0.029819477,0.331986959,0.059565774,,,0.635421779,0.231660942,0.866217078,66
396,112,2504,3,4,,304,,,71.55282314,981.477614,-1655.59596,8077447.922,0.204330328,0.016036772,0.412459663,0.035918105,,,0.769950108,0.177126939,0.651367953,24
397,113,2504,4,1,,401,,,62.6265438,1322.587977,-823.8687475,12892611.87,0.159570652,0.025543077,0.347073083,0.057843504,,,0.654570735,0.226107888,0.401603937,15
398,114,2504,4,2,,402,,,72.47364117,1134.232623,-1981.71738,7491250.511,0.23322537,0.0189423,0.445421581,0.039008546,,,0.785340457,0.168580824,0.492746227,24
399,115,2504,4,3,,403,,,56.2547373,1180.173378,-234.6632493,12066164.16,0.181538694,0.038441563,0.350330734,0.072282818,,,0.64866265,0.227899417,0.620356531,34
400,116,2504,4,4,,404,,,68.01049618,963.7930469,-1233.507394,6445219.779,0.223910618,0.021693723,0.416417045,0.042038399,,,0.757824427,0.183526565,0.519119309,25
401,117,2504,5,1,,501,,,67.23264627,1143.182175,-1501.511789,9023666.364,0.188312554,0.021630332,0.394194501,0.046672332,,,0.725503026,0.199148385,0.643402658,31
402,118,2504,5,2,,502,,,64.15682103,938.9800982,-1676.930868,7202092.074,0.194702321,0.022919093,0.409611848,0.045576182,,,0.744722631,0.190110834,0.547088308,25
403,119,2504,5,3,,503,,,62.37251642,918.9130971,-1418.289602,7432998.575,0.206962914,0.026998637,0.412081638,0.050430855,,,0.751328664,0.186833903,0.684862845,35
404,120,2504,5,4,,504,,,70.59486942,1028.915118,-1530.958972,6657621.499,0.201061938,0.020278691,0.41015462,0.042004163,,,0.747314759,0.18883541,0.397604856,14
405,121,2504,6,1,,601,,,65.50745618,948.1059462,-1172.238423,8221331.185,0.223014465,0.021882455,0.414148865,0.045155869,,,0.749788719,0.187605596,0.484899298,18
406,122,2504,6,2,,602,,,63.68135224,1123.409859,-1033.762989,9934009.128,0.199888436,0.026444615,0.390208601,0.054357737,,,0.70717012,0.207080541,0.64065177,37
407,123,2504,6,3,,603,,,68.42678338,1043.329118,-1431.032411,8685269.177,0.229350856,0.023728716,0.429687083,0.048004098,,,0.772687609,0.175641468,0.70076731,38
408,124,2504,6,4,,604,,,70.9782662,1147.906293,-1294.894843,9858191.341,0.202139189,0.024391308,0.400972396,0.051895853,,,0.745520984,0.189719446,0.569285727,32
409,125,2504,7,1,,701,,,51.6176679,884.0275302,7.752076952,9547738.094,0.167930294,0.031204476,0.328422093,0.059770723,,,0.637211077,0.23117312,0.814841144,54
410,126,2504,7,2,,702,,,53.29894519,705.1311611,-461.761378,7279890.568,0.212755531,0.024764505,0.382214071,0.04621515,,,0.712911227,0.20466881,0.772789413,46
411,127,2504,7,3,,703,,,61.47107258,1189.864137,-680.9300558,12402067.69,0.187717024,0.029889803,0.368438478,0.061406355,,,0.670320083,0.220991069,0.561987387,23
412,128,2504,7,4,,704,,,60.30306334,869.1343055,-682.5597518,7758684.575,0.202903852,0.021561627,0.379742071,0.045173058,,,0.71230786,0.204925373,0.691922138,33
413,129,2504,8,1,,801,,,50.53348969,641.8622743,-544.9538294,6270773.269,0.20458215,0.026530022,0.377407503,0.048054457,,,0.715528526,0.203547454,0.626738358,33
414,130,2504,8,2,,802,,,61.83138346,955.6301084,-1224.743113,7721914.147,0.222295599,0.026492587,0.414724944,0.049084438,,,0.739862009,0.192466217,0.657850607,35
415,131,2504,8,3,,803,,,63.28365004,1275.774555,-987.3969398,11334937.16,0.179547854,0.031311681,0.369333344,0.061645971,,,0.67959868,0.217744314,0.536899663,25
416,132,2504,8,4,,804,,,72.86454813,1192.622337,-1599.990308,8503356.731,0.200555991,0.021182961,0.406199846,0.045104701,,,0.743023002,0.19093982,0.521390423,23
417,133,2504,9,1,,901,,,58.59498227,1208.217526,-559.3664899,13933085.32,0.151751917,0.035749634,0.335973639,0.071570267,,,0.641505318,0.229976245,0.325003645,11
418,134,2504,9,2,,902,,,59.71961292,1109.857978,-906.4262834,9667685.683,0.174605618,0.028259196,0.362293586,0.05456519,,,0.661114897,0.22404199,0.657996427,41
419,135,2504,9,3,,903,,,60.81263973,1111.838499,-823.1691908,11174787.98,0.177823113,0.030881057,0.365045582,0.056762324,,,0.68367959,0.216261808,0.571761875,33
420,136,2504,9,4,,904,,,74.94827116,1081.248497,-1837.898882,7582446.904,0.202494096,0.01738852,0.414568706,0.03563142,,,0.769824389,0.177194799,0.627273721,30
421,137,2504,10,1,,1001,,,65.15617334,1239.500058,-1224.879325,10196478.09,0.194934535,0.028281131,0.39140193,0.057189691,,,0.710193513,0.205818687,0.423621617,17
422,138,2504,10,2,,1002,,,63.42243001,1136.453562,-1206.999733,8582280.666,0.210275483,0.025664868,0.402984549,0.05029107,,,0.71801652,0.202468797,0.664922993,42
423,139,2504,10,3,,1003,,,64.6372036,1225.918938,-990.8453145,10874059.16,0.201545341,0.029206812,0.389616144,0.057386394,,,0.703815754,0.208459139,0.710601145,49
424,140,2504,10,4,,1004,,,71.66866534,1570.694856,-1199.030362,13098751.29,0.169655731,0.026410732,0.366600041,0.059425572,,,0.679730724,0.217696867,0.285138805,12
425,141,2504,11,1,,1101,,,44.82919449,927.7119186,204.7172472,11534373,0.122620198,0.035158267,0.28635653,0.067638571,,,0.582499659,0.243193806,0.614126868,33
426,142,2504,11,2,,1102,,,58.08329244,995.0440739,-805.158711,8808799.289,0.181406895,0.024711816,0.36785957,0.049016915,,,0.676400022,0.218883032,0.564754562,28
427,143,2504,11,3,,1103,,,52.24308925,900.3752078,-400.4426641,8832485.995,0.200037516,0.030957979,0.370491757,0.056243136,,,0.680960689,0.217253229,0.497192957,20
428,144,2504,11,4,,1104,,,67.7220193,1197.746038,-1050.873957,8316712.454,0.210496616,0.024544483,0.400414306,0.048505686,,,0.720247506,0.201491036,0.400218719,20
429,145,2504,12,1,,1201,,,51.0521464,1076.349433,-102.2122182,11882769.62,0.181517756,0.041588703,0.347771628,0.076584491,,,0.641193476,0.230064402,0.37060732,13
430,146,2504,12,2,,1202,,,51.71101355,1268.153664,138.229515,12905835.63,0.12730655,0.034731032,0.290926999,0.069493114,,,0.57186486,0.244835442,0.794138553,51
431,147,2504,12,3,,1203,,,47.55623109,948.3376802,175.5742794,10433377,0.159556123,0.033923002,0.315851125,0.062845179,,,0.599252979,0.240148846,0.80213972,53
432,148,2504,12,4,,1204,,,59.73150849,1114.099018,-512.8036431,10437798.34,0.198576636,0.035636917,0.373089374,0.065879237,,,0.700509829,0.209795809,0.625385022,31
433,149,2504,13,1,,1301,,,50.34855383,1035.224638,-56.07354351,10962662.83,0.120482301,0.032837088,0.290551258,0.065455678,,,0.578469591,0.243842523,0.595549237,37
434,150,2504,13,2,,1302,,,51.81235692,850.2189872,-707.5066068,8249679.274,0.130969776,0.028478643,0.318661355,0.054366667,,,0.627848032,0.233654881,0.797688915,53
435,151,2504,13,3,,1303,,,57.37578385,1201.8159,-862.101064,9671532.009,0.125813682,0.030156001,0.319492218,0.060147241,,,0.623316429,0.234793058,0.871197623,66
436,152,2504,13,4,,1304,,,68.29529781,1339.667167,-1394.282241,9312256.664,0.174158623,0.02983483,0.378152396,0.059333602,,,0.689164509,0.214216789,0.268291349,10
437,153,2504,14,1,,1401,,,70.2284538,1060.124568,-1892.025231,6848899.869,0.258532825,0.021081061,0.466543221,0.041201047,,,0.802110314,0.158729358,0.350410994,9
438,154,2504,14,2,,1402,,,68.47152942,979.7246439,-2089.945501,5936759.205,0.216609899,0.019902991,0.438159087,0.036732333,,,0.786136779,0.168125744,0.549315543,28
439,155,2504,14,3,,1403,,,62.05221825,983.2148175,-1571.803032,6853066.645,0.207516556,0.028804078,0.415005326,0.048895553,,,0.735036675,0.194757761,0.409008057,15
440,156,2504,14,4,,1404,,,59.43871988,778.8519584,-1271.583557,5575565.315,0.215522737,0.023010698,0.411482659,0.041253094,,,0.749618362,0.187690673,0.511263806,21
441,157,2504,15,1,,1501,,,42.05531474,676.6723581,-70.61662401,7304163.589,0.18565855,0.032104303,0.346191058,0.056936418,,,0.634524686,0.231903109,0.428738084,14
442,158,2504,15,2,,1502,,,47.07802444,1031.760275,-503.0905097,8663842.954,0.125785584,0.034741355,0.307274965,0.065687705,,,0.580642522,0.243496784,0.619976305,31
443,159,2504,15,3,,1503,,,46.65477197,895.1815291,-696.8198885,7843082.363,0.143811581,0.033268577,0.328750915,0.060889517,,,0.615353161,0.236693648,0.624368905,34
444,160,2504,15,4,,1504,,,49.53956697,973.8679262,-586.6765487,7509972.22,0.157435011,0.029087048,0.333976087,0.055264726,,,0.612156414,0.237420939,0.579880794,23
445,161,2504,16,1,,1601,,,36.80970037,772.4256852,418.6391177,8591133.356,0.13705491,0.029681596,0.289832994,0.055839443,,,0.547288639,0.247763785,0.662188765,31
446,162,2504,16,2,,1602,,,51.01422925,1056.144489,-991.0574836,7366980.068,0.201045343,0.026435818,0.386376868,0.050833619,,,0.662123484,0.223715976,0.415231221,17
447,163,2504,16,3,,1603,,,43.71771313,1014.168685,-318.1632872,8347800.537,0.165001054,0.031330374,0.334198699,0.05896564,,,0.5824041,0.243209564,0.517033338,23
448,164,2504,16,4,,1604,,,49.44442021,1080.661885,-789.8898386,8394409.244,0.187836231,0.02879576,0.366636811,0.056182534,,,0.628268397,0.233547218,0.266614414,7
449,165,2504,17,1,,1701,,,35.84899951,612.6126331,-50.08783045,7252140.239,0.144415681,0.025696058,0.307507438,0.048383052,,,0.568644022,0.245287998,0.732101196,38
450,166,2504,17,2,,1702,,,37.11533953,1037.797808,234.6484752,10677155.88,0.09765661,0.033198719,0.257811888,0.065255174,,,0.477932557,0.249513028,0.446888784,21
451,167,2504,17,3,,1703,,,40.02981495,971.4175833,-139.0804346,9368899.311,0.127357142,0.030494012,0.293866623,0.058884915,,,0.537731992,0.248576297,0.626615387,32
452,168,2504,17,4,,1704,,,39.82732106,895.1752808,-85.30514576,8657367.997,0.107380161,0.024542178,0.273054139,0.050292112,,,0.516209952,0.249737237,0.672924451,34
453,169,2504,18,1,,1801,,,45.11266799,873.1430729,-832.1267563,7849990.635,0.205010857,0.033130387,0.386299271,0.057805645,,,0.66434043,0.222992223,0.235390616,8
454,170,2504,18,2,,1802,,,42.59935662,866.8662835,-316.5846788,8408512.71,0.165393775,0.030102785,0.335699199,0.054322624,,,0.603991167,0.239185837,0.554188539,33
455,171,2504,18,3,,1803,,,37.02014502,694.9386139,44.26066873,7668991.626,0.165600685,0.030770673,0.324089406,0.053434774,,,0.585486861,0.242691997,0.423025045,20
456,172,2504,18,4,,1804,,,49.74588421,941.0555462,-790.4471328,7564853.642,0.187987782,0.024881949,0.367297486,0.047856037,,,0.648686219,0.227892408,0.433601866,26
457,173,2504,19,1,,1901,,,42.21282743,1101.716909,-258.3980645,10594622.36,0.110261601,0.031832567,0.286102723,0.06361753,,,0.538719437,0.248500805,0.530383115,20
458,174,2504,19,2,,1902,,,39.95574521,1007.5246,-18.05340569,9922599.102,0.124005052,0.030284877,0.289292336,0.059712728,,,0.529857665,0.24910852,0.696145083,34
459,175,2504,19,3,,1903,,,32.85558888,682.0950396,550.0969188,8902168.175,0.125830694,0.033807567,0.274942104,0.060726075,,,0.517748092,0.249685005,0.776878634,48
460,176,2504,19,4,,1904,,,44.4539976,957.4063153,-264.6099208,8736040.867,0.152918831,0.031970527,0.321286232,0.061210885,,,0.584233202,0.242904768,0.304906499,8
461,177,2504,20,1,,2001,,,45.10959053,1212.7693,-105.7415851,11266725.49,0.132631293,0.03084326,0.301334807,0.062471053,,,0.551251295,0.247373305,0.333290807,13
462,178,2504,20,2,,2002,,,47.95246532,1030.806048,-310.6140753,9338047.027,0.192343055,0.027873189,0.357802183,0.055620596,,,0.626482052,0.234002291,0.62686812,25
463,179,2504,20,3,,2003,,,48.09048787,810.2829539,-422.3537739,7561993.221,0.234823157,0.027310455,0.398679,0.050832474,,,0.693649496,0.212499873,0.557521963,21
464,180,2504,20,4,,2004,,,48.0085307,997.6667393,-281.9119344,9475703.352,0.178044447,0.028494647,0.3447,0.058107332,,,0.615082718,0.236755968,0.403681764,18
465,181,2504,21,1,,2101,,,52.46967383,1069.920401,-779.4934768,10124793.02,0.173171485,0.02729193,0.357511027,0.054126982,,,0.64047671,0.230266294,0.522554541,25
466,182,2504,21,2,,2102,,,47.36881424,1090.39987,-145.4393707,10833665.21,0.146830387,0.032900226,0.315182634,0.064586901,,,0.582735774,0.243154792,0.489163522,20
467,183,2504,21,3,,2103,,,45.70890598,860.5534351,-99.16448579,9406254.676,0.157683065,0.029323904,0.321858271,0.056776239,,,0.6089387,0.23813236,0.611173897,29
468,184,2504,21,4,,2104,,,51.0191154,1012.360319,-302.1979983,9419869.53,0.168334658,0.028943438,0.337152916,0.058939145,,,0.616710297,0.236378707,0.292517999,10
469,185,2504,22,1,,2201,,,50.17725315,963.3062946,-456.1750287,9761986.304,0.193692575,0.030661146,0.367009593,0.060317379,,,0.639877869,0.230434182,0.234265925,10
470,186,2504,22,2,,2202,,,44.81027291,736.9923032,-140.2205952,8223274.478,0.177545606,0.029846972,0.341259149,0.056615912,,,0.631832929,0.232620079,0.421322203,15
471,187,2504,22,3,,2203,,,46.32027373,1030.903068,303.8948688,10932032.38,0.133287925,0.033072317,0.2883121,0.065243164,,,0.555346529,0.246936762,0.708258152,48
472,188,2504,22,4,,2204,,,47.67739296,896.9368301,-4.562295949,8636227.604,0.159329019,0.028218346,0.319408949,0.056669884,,,0.601854377,0.239625686,0.521634528,21
473,189,2504,23,1,,2301,,,57.2301821,1075.899639,-897.5253025,8745671.688,0.188347086,0.026231348,0.375616679,0.053299974,,,0.656198888,0.225601907,0.350914923,18
474,190,2504,23,2,,2302,,,44.06402181,786.7452945,-236.1412683,7525270.466,0.178852763,0.034104267,0.344387978,0.060690515,,,0.608398091,0.238249854,0.280217276,8
475,191,2504,23,3,,2303,,,55.88683206,1357.490873,-978.3890729,10579538.63,0.167486937,0.032749374,0.355364805,0.065199714,,,0.620365322,0.235512189,0.16999599,5
476,192,2504,23,4,,2304,,,58.4336522,1523.583946,-942.6362198,10916241.24,0.145316868,0.02681614,0.334164575,0.059193832,,,0.603902652,0.239204239,0.369331438,14
477,193,2504,24,1,,2401,,,52.90937841,912.8408063,-1351.972563,4242740.705,0.257412606,0.02866551,0.451190951,0.045247641,,,0.702262814,0.209089754,0.08691214,2
478,194,2504,24,2,,2402,,,52.53000518,903.0223909,-1487.679772,4080922.032,0.281666111,0.029745412,0.475599134,0.04596386,,,0.729694359,0.197240502,0.161520796,4
479,195,2504,24,3,,2403,,,49.56102614,852.2282283,-1450.207552,4245216.097,0.235384288,0.027228268,0.43328454,0.044004208,,,0.697663641,0.210929085,0.233845537,8
480,196,2504,24,4,,2404,,,55.01450461,1033.960202,-1563.412405,4162497.797,0.24116263,0.026210725,0.442659324,0.043477067,,,0.70625443,0.20745911,0.135868178,4
481,1001,2506,1,1,,101,,,45.8326791,914.6374709,-631.0995975,6019906.091,0.186390487,0.023743347,0.364238069,0.042866749,,,0.631555992,0.232693021,0.817030273,52
482,1002,2506,1,2,,102,,,54.49247464,760.0007341,-1439.125652,4808368.308,0.28172795,0.020944612,0.475896561,0.035683034,,,0.803440942,0.157923595,0.754693253,44
483,1003,2506,1,3,,103,,,40.07364087,641.1299443,-394.1790446,5458087.094,0.207644962,0.02709801,0.377329091,0.045469391,,,0.648263264,0.228018005,0.424509214,15
484,1004,2506,1,4,,104,,,42.79549483,676.6483246,-846.4996972,4922325.462,0.207627761,0.021552271,0.390005442,0.037582859,,,0.680847582,0.217294152,0.738188976,36
485,1005,2506,1,5,,105,,,53.14726886,893.7195079,-1411.542614,5246345.649,0.237814192,0.019287391,0.436187728,0.035087992,,,0.75678696,0.184060457,0.761109693,49
486,1006,2506,2,1,,201,,,63.63761518,842.6762395,-1662.424034,5282842.698,0.263084239,0.017062725,0.464674757,0.030641542,,,0.814513931,0.151080987,0.832613332,41
487,1007,2506,2,2,,202,,,52.52220617,1018.857811,-558.1826225,9398936.183,0.167315009,0.024713565,0.346909375,0.048594631,,,0.649281605,0.227715002,0.921444975,69
488,1008,2506,2,3,,203,,,48.83310168,572.14493,-677.8716266,5234276.098,0.244961057,0.022227345,0.418907336,0.036945262,,,0.767040035,0.17868962,0.636762964,42
489,1009,2506,2,4,,204,,,44.26891512,600.5519724,-545.7318592,5498476.175,0.185956119,0.016416291,0.3584238,0.031620664,,,0.667448265,0.221961079,0.977343565,104
490,1010,2506,2,5,,205,,,57.62926311,1130.905247,-876.4862572,9375741.319,0.152033707,0.020805026,0.341764167,0.044144028,,,0.637359941,0.231132247,0.924758034,79
491,1011,2506,3,1,,301,,,76.73476009,890.7069924,-2118.938637,5575722.696,0.241147911,0.011579376,0.459251862,0.023998906,,,0.849536532,0.127824213,0.904660361,80
492,1012,2506,3,2,,302,,,59.86850428,618.2309503,-1345.501603,4418861.147,0.254954588,0.013344741,0.44623266,0.024604795,,,0.828207645,0.142279742,0.888668137,64
