fid,id,Trial,Row,Column,MasonPlot#,,,716ExG_mean,716ExG_variance,716ExR_mean,716ExR_variance,716gNDVI_mean,716gNDVI_variance,716NDVI_mean,716NDVI_variance,716THRESH_mean,716THRESH_variance,716HA_mean,716HA_variance,716PLT_,,
fid,id,Trial,Row,Column,Combocode,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,HA Mean,PLT COUNT
742,146,2507,16,1,,1601,,,25.02200169,474.2421888,406.1611985,7026662.823,0.135956857,0.033482011,0.287723554,0.05558808,,,0.527468033,0.249245507,0.699154242,41
743,147,2507,16,2,,1602,,,32.22537016,584.5853984,-61.78949178,7672757.116,0.166565535,0.031339579,0.331637129,0.0531954,,,0.596433343,0.24070061,0.742066602,53
744,148,2507,16,3,,1603,,,27.44746742,467.4827237,242.4837963,6589692.41,0.164807911,0.033969946,0.31972813,0.055510759,,,0.57455973,0.244440847,0.445669607,16
745,149,2507,17,1,,1701,,,23.48167739,586.7835829,806.9190643,8519321.828,0.094042825,0.030525085,0.240240697,0.056107407,,,0.448276802,0.247324711,0.712668817,30
746,150,2507,17,2,,1702,,,30.36992202,764.2854817,159.6553688,9441730.52,0.106132856,0.025389819,0.268887768,0.050436105,,,0.495555919,0.24998025,0.825501276,44
747,151,2507,17,3,,1703,,,18.10197404,307.226541,917.1798343,5172240.845,0.119587451,0.031166397,0.255008543,0.049912511,,,0.455365907,0.248007798,0.619039808,31
748,152,2507,18,1,,1801,,,22.11666894,424.622016,842.8018155,6833160.975,0.156018453,0.034897815,0.294004689,0.053543247,,,0.514624506,0.249786124,0.739109831,40
749,153,2507,18,2,,1802,,,22.20129799,392.3273892,826.0311844,7309203.633,0.172977961,0.038960657,0.309713776,0.057885538,,,0.534849476,0.248785514,0.468858794,24
750,154,2507,18,3,,1803,,,24.13701917,413.1298858,502.0689126,5867905.826,0.160842474,0.033425533,0.307906689,0.053132116,,,0.544968785,0.247977808,0.453486677,25
751,155,2507,19,1,,1901,,,21.66194073,402.8030483,821.2964041,6355588.967,0.146562916,0.03866365,0.285863817,0.059166674,,,0.513700684,0.249812291,0.617768218,25
752,156,2507,19,2,,1902,,,25.05484381,459.4936394,454.2733141,6511916.49,0.166619014,0.037640962,0.314913092,0.058613131,,,0.551954424,0.247300738,0.526792549,25
753,157,2507,19,3,,1903,,,26.10962115,515.1724476,292.0880842,6550385.304,0.130088731,0.032223251,0.286804763,0.054227176,,,0.529054238,0.249155851,0.579953703,31
754,158,2507,20,1,,2001,,,24.29489871,391.0747983,714.8012979,6643849.408,0.186284123,0.038025409,0.323353488,0.060269823,,,0.580200125,0.24356794,0.436393795,19
755,159,2507,20,2,,2002,,,28.02523642,518.434596,401.4324201,8048455.967,0.162195271,0.032039248,0.311148302,0.05674895,,,0.558199112,0.246612863,0.550359057,31
756,160,2507,20,3,,2003,,,27.37875855,459.2372905,311.7891232,6514364.762,0.153361177,0.034489548,0.307402106,0.057496434,,,0.571818008,0.244842174,0.49389377,23
757,161,2507,21,1,,2101,,,31.94244134,610.8143361,659.7778652,10104386.19,0.145700991,0.031910913,0.290578245,0.058367731,,,0.554547189,0.247024604,0.825343589,47
758,162,2507,21,2,,2102,,,41.26547298,596.3201981,-423.4727665,7742025.637,0.241556035,0.028156333,0.408076453,0.048621051,,,0.718202382,0.202387721,0.624389355,38
759,163,2507,21,3,,2103,,,42.20857641,654.9469817,-546.0048637,6767171.357,0.226996431,0.027877488,0.398010633,0.048804008,,,0.696772259,0.211280678,0.497913059,20
760,164,2507,22,1,,2201,,,35.51176551,595.2290027,60.0823556,7683917.607,0.203018921,0.038262249,0.358445268,0.06046202,,,0.637627812,0.231058585,0.502633929,22
761,165,2507,22,2,,2202,,,38.12203565,558.0943315,-273.6747262,7086206.846,0.221380849,0.032322891,0.38443579,0.050616151,,,0.681213542,0.217161652,0.675974192,36
762,166,2507,22,3,,2203,,,36.86137534,655.0728271,-6.814602969,6954084.418,0.209919996,0.039661308,0.367994357,0.063117299,,,0.640682493,0.230208436,0.282193828,9
763,167,2507,23,1,,2301,,,34.29543596,570.465474,175.0701302,7258939.106,0.185794879,0.034294744,0.339483892,0.055172464,,,0.586155188,0.242577284,0.727352266,34
764,168,2507,23,2,,2302,,,40.44166962,733.5789676,-196.2056821,8173681.335,0.218316445,0.038066255,0.380979601,0.061146047,,,0.640639058,0.230220655,0.349677372,11
765,169,2507,23,3,,2303,,,31.68442433,564.9172063,288.2200008,7526184.308,0.136867932,0.033545863,0.293850839,0.057826696,,,0.556176559,0.246844194,0.522520552,21
766,170,2507,24,1,,2401,,,36.94566225,460.0271199,-1064.063264,2729364.644,0.279553557,0.023758751,0.462290141,0.035115981,,,0.755084792,0.184931749,0.795920971,51
767,171,2507,24,2,,2402,,,36.38406805,482.0376012,-845.1707038,3143581.007,0.274524641,0.03074932,0.450590927,0.043637717,,,0.720154849,0.201531843,0.710395363,45
768,172,2507,24,3,,2403,,,37.53581459,539.5304624,-935.4216495,3292550.33,0.231239538,0.028285196,0.416200369,0.04269538,,,0.686216769,0.215323315,0.306280528,8
769,101,2508,1,1,,101,,,27.19408236,358.1238537,342.7549547,4812695.082,0.179760592,0.030783424,0.327360262,0.046662951,,,0.564685029,0.245815847,0.63821605,34
770,102,2508,1,2,,102,,,30.37802384,341.9560153,-141.8123053,5446160.044,0.208600124,0.025033551,0.369163592,0.03994173,,,0.656203125,0.225600584,0.629502041,38
771,103,2508,1,3,,103,,,30.18017281,437.2174083,74.59564427,4906058.977,0.205528992,0.031946091,0.360117347,0.049033917,,,0.609316652,0.23804987,0.346694373,13
772,104,2508,1,4,,104,,,28.18529724,444.0716425,154.9509478,3970547.357,0.202006331,0.03245232,0.352811428,0.048643837,,,0.573881756,0.244541486,0.446370314,17
773,105,2508,2,1,,201,,,30.82648414,507.5029565,106.073949,9940708.871,0.161577393,0.031936087,0.322583827,0.057002043,,,0.59712034,0.240567639,0.745657365,35
774,106,2508,2,2,,202,,,21.6063383,348.2424013,807.0760541,8964311.041,0.138506013,0.040961858,0.279646663,0.064028411,,,0.509709267,0.24990573,0.781156012,55
775,107,2508,2,3,,203,,,27.12241337,383.9088406,297.6643749,5651244.116,0.200139249,0.037215462,0.348959084,0.05609531,,,0.612312222,0.237385965,0.385174789,12
776,108,2508,2,4,,204,,,31.00084549,423.8942036,-128.6282561,5028130.86,0.223508009,0.031564801,0.38238277,0.047332057,,,0.654575208,0.226106505,0.686399592,32
777,109,2508,3,1,,301,,,29.44732754,530.9241588,372.4012926,8164228.307,0.169474148,0.037619348,0.3206327,0.061724554,,,0.57633078,0.244173612,0.689103966,38
778,110,2508,3,2,,302,,,33.00907827,577.8791194,89.22586638,9425130.357,0.165866813,0.034198296,0.328891089,0.059393496,,,0.608489409,0.238230048,0.642540782,37
779,111,2508,3,3,,303,,,38.09440235,646.5777781,-415.498981,6735583.888,0.197543529,0.030339463,0.369862547,0.051857696,,,0.660761977,0.224155587,0.349282733,13
780,112,2508,3,4,,304,,,30.6161038,541.4398344,31.82631432,7020284.34,0.176611484,0.035412207,0.337058571,0.054590756,,,0.595960422,0.240791597,0.604994076,31
781,113,2508,4,1,,401,,,35.36685212,623.0993965,20.28372324,7825092.214,0.159278834,0.032130911,0.321682228,0.056715868,,,0.60652921,0.238651527,0.749439533,39
782,114,2508,4,2,,402,,,33.84104913,614.8279436,159.3000926,8483971.293,0.160294024,0.039118599,0.321878146,0.066223817,,,0.606439828,0.238670563,0.77677123,52
783,115,2508,4,3,,403,,,40.9477445,479.7939748,-770.0917253,4004284.043,0.298931409,0.025964077,0.468235195,0.041116346,,,0.795423553,0.162724924,0.612700959,48
784,116,2508,4,4,,404,,,51.51280373,1015.699671,-1048.896871,8032594.387,0.202794377,0.028329648,0.395486531,0.053813116,,,0.696282964,0.211472998,0.482128862,22
785,117,2508,5,1,,501,,,33.53979503,469.0513492,-118.6119926,7449435.711,0.156436948,0.027474176,0.322488859,0.047265662,,,0.638682948,0.23076704,0.918056391,98
786,118,2508,5,2,,502,,,38.81357873,486.4773944,-684.3100041,6071694.13,0.227205035,0.026736924,0.403237493,0.045267921,,,0.729652352,0.197259797,0.803609187,47
787,119,2508,5,3,,503,,,34.693956,682.8351558,298.5469318,8770847.486,0.16223545,0.042343638,0.319755185,0.071273009,,,0.60126496,0.239745408,0.565272866,27
788,120,2508,5,4,,504,,,38.28513782,574.506967,-372.9623029,6406526.75,0.223417109,0.030200244,0.390239146,0.050775723,,,0.6926139,0.212899886,0.557123068,19
789,121,2508,6,1,,601,,,33.91135825,726.491284,182.7312344,10219444.23,0.137250509,0.034273474,0.300641235,0.06216967,,,0.56995666,0.245106066,0.732578699,42
790,122,2508,6,2,,602,,,34.78607264,696.3337203,-82.98691279,9684383.974,0.151764162,0.030941547,0.319860707,0.057053093,,,0.595839241,0.24081484,0.720662754,42
791,123,2508,6,3,,603,,,34.48206694,620.7517497,-100.736079,6761069.486,0.201491692,0.037768912,0.363849809,0.061433587,,,0.636787311,0.231289232,0.246286475,8
792,124,2508,6,4,,604,,,33.08950626,553.1651122,-111.1055048,5637196.063,0.20780018,0.033848824,0.367278957,0.053669682,,,0.63804902,0.230942468,0.490076002,18
793,125,2508,7,1,,701,,,25.84284857,531.6734331,611.266956,8694872.778,0.129501087,0.038584077,0.278327845,0.063296627,,,0.532171874,0.248964971,0.695111727,40
794,126,2508,7,2,,702,,,31.68919177,507.4961473,-36.06853524,7574824.365,0.200111935,0.036663152,0.361923008,0.058603781,,,0.649093635,0.227771088,0.640218006,29
795,127,2508,7,3,,703,,,32.917062,596.9878865,4.093019975,7476349.226,0.175269715,0.035656837,0.339311083,0.059354359,,,0.614373739,0.236918648,0.481709651,15
796,128,2508,7,4,,704,,,29.15218932,517.6540291,133.8105515,6839036.274,0.151710561,0.031181643,0.313237054,0.053121769,,,0.576994384,0.244071865,0.654648853,33
797,129,2508,8,1,,801,,,27.42806511,606.798112,860.5041194,10391784.91,0.096725523,0.035316077,0.244318145,0.063370676,,,0.488699256,0.249872293,0.706320854,42
798,130,2508,8,2,,802,,,26.16934736,439.1963365,386.7772532,9760413.591,0.142996912,0.034333648,0.297292036,0.059302336,,,0.56779892,0.245403306,0.760010936,36
799,131,2508,8,3,,803,,,44.32742639,798.4809054,-872.4931303,7754707.294,0.212579225,0.032303409,0.399009366,0.057057834,,,0.697600872,0.210953895,0.507345972,19
800,132,2508,8,4,,804,,,34.73417307,607.8798786,-249.0124325,6785508.088,0.171347974,0.030737789,0.341537376,0.053887225,,,0.614700911,0.236843701,0.516632339,21
801,133,2508,9,1,,901,,,34.85848259,575.3278368,-4.429584141,8846875.409,0.181130083,0.039130904,0.341339396,0.066688041,,,0.627872741,0.233648562,0.477226748,22
802,134,2508,9,2,,902,,,35.41503366,559.7217265,-303.6535938,8666654.465,0.151877344,0.028093435,0.323343189,0.051482099,,,0.612820583,0.237271516,0.747298012,80
803,135,2508,9,3,,903,,,40.08476886,553.8892381,-663.7150623,4976735.862,0.24814729,0.033455748,0.420359162,0.052979616,,,0.71535652,0.203621569,0.201596588,6
804,136,2508,9,4,,904,,,34.59901327,609.8392369,-118.645171,6625536.228,0.17051289,0.037476533,0.334624367,0.060065152,,,0.599476654,0.240104395,0.396438596,16
805,137,2508,10,1,,1001,,,43.02859713,700.0952784,-625.7062323,7019440.383,0.209554496,0.03671653,0.388067512,0.060591409,,,0.696445123,0.211409314,0.7426551,32
806,138,2508,10,2,,1002,,,54.67982229,791.4453344,-1663.983494,7026375.549,0.221525514,0.025533211,0.430694041,0.045109659,,,0.782850446,0.169995625,0.799146935,62
807,139,2508,10,3,,1003,,,49.62370544,908.4905566,-1010.544773,7541929.13,0.176575772,0.030922896,0.371167779,0.05699374,,,0.674206912,0.219651952,0.417198265,20
808,140,2508,10,4,,1004,,,45.81683843,766.2258444,-775.9174762,6649216.976,0.187028797,0.03163034,0.370963687,0.054828926,,,0.668656961,0.22155483,0.359858565,17
809,141,2508,11,1,,1101,,,39.05118282,685.0732007,-265.845519,8812039.061,0.195153385,0.040256913,0.362384836,0.065994778,,,0.658099858,0.225004435,0.504912057,24
810,142,2508,11,2,,1102,,,39.5688306,627.0748286,-238.8951007,9062385.008,0.201047174,0.038427547,0.370646791,0.06389385,,,0.67423726,0.219641377,0.785877035,44
811,143,2508,11,3,,1103,,,39.08934998,730.8319391,-155.2572636,8222461.997,0.197381597,0.039273813,0.360703069,0.066498455,,,0.639682626,0.230488764,0.285865306,9
812,144,2508,11,4,,1104,,,45.1419536,838.5508532,-560.7117471,9251739.171,0.192719886,0.031385072,0.368338752,0.058224718,,,0.663340694,0.223319818,0.305794011,16
813,145,2508,12,1,,1201,,,40.24058777,638.5161204,-670.8665797,7746595.834,0.184006278,0.033475268,0.364002858,0.056219416,,,0.689212399,0.214198668,0.773354478,44
814,146,2508,12,2,,1202,,,39.16252114,579.5080057,-686.0422958,6523407.874,0.234507828,0.035161838,0.407709311,0.056623235,,,0.717531228,0.202680165,0.635467172,25
815,147,2508,12,3,,1203,,,39.24839827,457.2173135,-750.854571,5505744.196,0.216208423,0.025677672,0.394452476,0.042043353,,,0.740941683,0.191947105,0.738812636,52
816,148,2508,12,4,,1204,,,43.1922993,782.9373883,-692.2461717,7332928.139,0.1981209,0.029152174,0.375608091,0.053038523,,,0.664676047,0.2228818,0.541335569,24
817,149,2508,13,1,,1301,,,30.15814588,552.8674234,412.400507,8444207.644,0.158555264,0.038183796,0.308206089,0.063621774,,,0.566080436,0.245633376,0.808989993,51
818,150,2508,13,2,,1302,,,36.53102245,646.3202188,-144.3842034,9799118.513,0.184313117,0.03461086,0.349465251,0.061331877,,,0.641094172,0.230092435,0.526573834,31
819,151,2508,13,3,,1303,,,31.45348457,541.3489924,273.9657874,7701778.522,0.158917859,0.038299174,0.315193289,0.062729075,,,0.597475188,0.240498588,0.588541951,32
820,152,2508,13,4,,1304,,,37.28053534,660.6492962,-404.9351814,7398060.637,0.183270353,0.035212888,0.355082016,0.056708702,,,0.635865565,0.231540548,0.540847946,23
821,153,2508,14,1,,1401,,,33.85930512,526.0691926,-120.0831843,6838534.461,0.202060746,0.029864807,0.362552924,0.050288775,,,0.651521763,0.227041155,0.671958733,35
822,154,2508,14,2,,1402,,,30.65385979,477.338426,36.02525007,8167046.84,0.206742115,0.035094679,0.362264461,0.057131952,,,0.640552995,0.230244855,0.629971203,27
823,155,2508,14,3,,1403,,,39.55434723,478.9907368,-766.6694189,4565662.059,0.293725908,0.027134525,0.462904023,0.042583911,,,0.772853639,0.175550892,0.398527214,22
824,156,2508,14,4,,1404,,,27.93393475,430.7853113,95.30814605,6121504.071,0.173146868,0.033187997,0.328866391,0.052295189,,,0.587800823,0.242291015,0.595694652,32
825,157,2508,15,1,,1501,,,31.76952017,476.0387002,-133.4319358,6195742.24,0.209316336,0.032592834,0.368422038,0.051357293,,,0.658887677,0.224754706,0.497584893,21
826,158,2508,15,2,,1502,,,30.69009323,513.5812382,76.76764603,7958279.952,0.185380504,0.03676881,0.342078581,0.058641976,,,0.603593043,0.239268481,0.554595659,25
827,159,2508,15,3,,1503,,,28.75567547,512.8818748,388.0678598,6630126.09,0.168513839,0.036586259,0.31809325,0.057778454,,,0.575777396,0.244257786,0.494066823,15
828,160,2508,15,4,,1504,,,33.28463153,550.010754,-35.28406479,6390259.775,0.213830742,0.034579986,0.37131789,0.05486843,,,0.634313913,0.231959773,0.384912607,13
829,161,2508,16,1,,1601,,,39.5245714,666.4854343,-905.3120937,7373952.28,0.188365828,0.024298231,0.374148073,0.043499424,,,0.666139715,0.222397595,0.803094926,69
830,162,2508,16,2,,1602,,,25.38721466,500.0818263,161.542275,8159506.838,0.137857476,0.033130221,0.295934445,0.055138473,,,0.53173153,0.24899311,0.710023149,43
831,163,2508,16,3,,1603,,,34.44925837,918.0856846,-160.1015917,8884458.341,0.119012683,0.037430082,0.292894562,0.066304217,,,0.535254662,0.248757109,0.575107531,28
832,164,2508,16,4,,1604,,,32.90043078,648.7424716,-357.4507491,6333687.735,0.185972421,0.032514625,0.35456741,0.053283557,,,0.600796118,0.239840143,0.476087194,23
833,165,2508,17,1,,1701,,,24.6024484,488.6167435,261.0199363,6356686.19,0.145402514,0.035065547,0.299597187,0.056794068,,,0.529187229,0.249148106,0.568392659,28
834,166,2508,17,2,,1702,,,31.13292796,634.0214587,-338.4093743,7093392.653,0.169916815,0.030689008,0.339851635,0.052479929,,,0.589763865,0.241942448,0.649940764,30
835,167,2508,17,3,,1703,,,29.23563422,436.238092,-411.2473066,5874536.467,0.178217677,0.024680741,0.349009011,0.041056552,,,0.639239643,0.230612322,0.718683362,45
836,168,2508,17,4,,1704,,,39.22055856,738.9912001,-872.712306,7010861.983,0.200138333,0.028411389,0.382785282,0.047861676,,,0.660066547,0.224378701,0.682748565,54
837,169,2508,18,1,,1801,,,27.90966335,464.8818488,-38.45594135,6960564.86,0.183932565,0.030913273,0.344271538,0.051081068,,,0.607659806,0.238409366,0.507227093,29
838,170,2508,18,2,,1802,,,29.82510905,578.5869431,-104.5518314,8664474.379,0.170073216,0.030169197,0.33431794,0.051865403,,,0.603353326,0.23931809,0.79449558,48
839,171,2508,18,3,,1803,,,26.79854409,470.5655282,151.6721684,6220162.267,0.18166641,0.03172627,0.335196993,0.051480447,,,0.579339113,0.243705305,0.52029675,23
840,172,2508,18,4,,1804,,,40.09263852,623.8451425,-817.1816785,5722317.387,0.239648249,0.023308675,0.417037998,0.040870819,,,0.717342127,0.2027624,0.53188736,35
841,173,2508,19,1,,1901,,,41.31437371,722.9968031,-1204.917802,8153623.055,0.193005907,0.024272275,0.388676663,0.045928945,,,0.693448163,0.212577808,0.761934273,57
842,174,2508,19,2,,1902,,,31.25087906,784.3620604,-85.02724676,10852892.88,0.106942805,0.035320843,0.279853962,0.065394273,,,0.529233789,0.249145386,0.762275362,54
843,175,2508,19,3,,1903,,,38.76043824,729.4665391,-863.5998646,7392806.816,0.164116313,0.022961567,0.351067028,0.044613822,,,0.633435081,0.232195079,0.727643907,50
844,176,2508,19,4,,1904,,,19.56941529,422.033869,1140.161472,7410517.118,0.089599312,0.03950999,0.227885925,0.064135022,,,0.442796783,0.246727792,0.733400164,44
845,177,2508,20,1,,2001,,,40.96593853,766.3756431,-889.6537619,7491428.975,0.159866367,0.027661715,0.350045169,0.051295208,,,0.641550083,0.229963574,0.747940211,46
846,178,2508,20,2,,2002,,,33.14694901,578.5720342,-411.8828444,7443805.293,0.139576063,0.029197297,0.317381884,0.051948104,,,0.604720246,0.23903367,0.851205775,76
847,179,2508,20,3,,2003,,,39.92547363,714.8904524,-703.8023539,6598932.446,0.153926901,0.020534127,0.338264434,0.040647943,,,0.631157149,0.232797802,0.787737397,63
848,180,2508,20,4,,2004,,,44.44553187,669.2457792,-1163.490835,6070919.3,0.196956564,0.017567175,0.389405849,0.035140056,,,0.708876288,0.206370696,0.91784842,62
849,181,2508,21,1,,2101,,,34.15563492,647.4329775,48.72617587,7693686.609,0.172637097,0.03634259,0.332756484,0.060459764,,,0.601875579,0.239621366,0.643140972,37
850,182,2508,21,2,,2102,,,42.37082879,876.7345689,-552.0712874,9516285.744,0.172894074,0.033206103,0.350978499,0.060425831,,,0.637431843,0.231112489,0.761911706,38
851,183,2508,21,3,,2103,,,33.58350144,712.2542592,163.5999891,8023915.947,0.140867371,0.032709648,0.300686694,0.057945601,,,0.567362739,0.245462261,0.453286188,22
852,184,2508,21,4,,2104,,,26.68305847,467.6118828,402.4259672,6483641.9,0.169659699,0.036518929,0.316665197,0.058228631,,,0.567507156,0.245442784,0.506051768,21
853,185,2508,22,1,,2201,,,62.57809646,704.552797,-2243.82577,4889412.843,0.276278173,0.015622013,0.49587808,0.026290366,,,0.878159165,0.106995646,0.882272528,73
854,186,2508,22,2,,2202,,,43.93645385,807.2276559,-724.4895857,8965825.82,0.194559926,0.031413298,0.377251587,0.056876457,,,0.680960689,0.217253229,0.406437385,18
855,187,2508,22,3,,2203,,,40.0310967,779.2451084,-447.989998,7524421.102,0.181967214,0.031499213,0.35566951,0.056068749,,,0.639076638,0.230657689,0.362101963,10
856,188,2508,22,4,,2204,,,52.69884412,844.4133398,-1586.567341,7140322.756,0.250010225,0.021866575,0.45038805,0.040806995,,,0.771032114,0.176541593,0.625606066,32
857,189,2508,23,1,,2301,,,41.19099163,811.4287184,-400.1537747,8416022.545,0.155664441,0.031580046,0.332591408,0.058361476,,,0.606674483,0.238620555,0.590025883,32
858,190,2508,23,2,,2302,,,38.89741492,618.0389418,-664.1778685,7171436.78,0.185727012,0.029687756,0.365166357,0.051864965,,,0.644415358,0.229144204,0.640491424,30
859,191,2508,23,3,,2303,,,65.13517862,656.7737366,-2650.210161,4697442.314,0.279963037,0.01414811,0.51236519,0.024660117,,,0.894955004,0.094010545,0.741715577,59
860,192,2508,23,4,,2304,,,30.03538231,540.476491,214.8857736,9410648.816,0.123223296,0.034214375,0.282719959,0.06218214,,,0.543900777,0.248072722,0.528487588,31
861,193,2508,24,1,,2401,,,45.92241849,747.0614765,-1566.472343,4082455.316,0.243700769,0.024084865,0.446569285,0.037729842,,,0.743048741,0.19092731,0.724144216,63
862,194,2508,24,2,,2402,,,31.66567596,459.3250764,-703.9730548,3642469.782,0.18634299,0.034929899,0.368943099,0.050539045,,,0.625865736,0.234157817,0.592406955,24
863,195,2508,24,3,,2403,,,37.37200109,590.1837799,-1150.382797,3904183.718,0.23658011,0.028182916,0.425570113,0.043760846,,,0.687977099,0.21466461,0.256233141,8
864,196,2508,24,4,,2404,,,59.3566445,578.3067413,-2275.835713,3022153.204,0.327787403,0.01215443,0.544952304,0.019388858,,,0.915758203,0.077145116,0.856512705,79
865,1001,2509,1,1,,101,,,39.84298805,606.1165407,-662.3723827,4559320.442,0.221024429,0.024946952,0.397860195,0.041208111,,,0.665384825,0.22264786,0.573777365,25
866,1002,2509,1,2,,102,,,38.79960734,595.4043115,-607.9726448,4071297.727,0.216148552,0.02536851,0.392688215,0.041539962,,,0.6601587,0.224349191,0.339087164,13
867,1003,2509,1,3,,103,,,38.48784344,590.7227044,-753.7498908,4676725.767,0.198506534,0.024611245,0.379916581,0.040980275,,,0.658498692,0.224878165,0.815255627,61
868,1004,2509,1,4,,104,,,36.52546486,507.2337564,-578.176978,4486624.928,0.218559861,0.026701796,0.392469056,0.043312168,,,0.661704564,0.223851634,0.456730944,17
869,1005,2509,1,5,,105,,,34.61359546,511.8103632,-283.0147464,4343552.948,0.188214186,0.026805406,0.356422973,0.043388764,,,0.618585374,0.235937509,0.371550436,15
870,1006,2509,2,1,,201,,,35.43939022,643.6305475,-122.3280422,7008712.56,0.15973663,0.031335575,0.328815436,0.05186921,,,0.59360768,0.241237602,0.76481846,39
871,1007,2509,2,2,,202,,,38.45649329,568.690807,-525.3030859,4992273.265,0.21017952,0.02660053,0.386015169,0.0443658,,,0.669910588,0.221130392,0.620876317,26
872,1008,2509,2,3,,203,,,29.49281644,616.3466197,316.0963542,7153086.938,0.138220032,0.040341458,0.296384091,0.065024715,,,0.541561026,0.248272681,0.64682829,33
873,1009,2509,2,4,,204,,,38.02967949,662.8647847,-600.5730569,7473224.099,0.160711913,0.022913714,0.341926459,0.044494945,,,0.619917148,0.235619878,0.751193905,41
874,1010,2509,2,5,,205,,,34.84651036,744.0945434,119.2536365,7414748.158,0.131531093,0.034067248,0.296543468,0.05877264,,,0.548691385,0.247629149,0.505058054,23
875,1011,2509,3,1,,301,,,39.27462044,781.5077875,-326.5683102,9575956.225,0.14575563,0.034317113,0.324145943,0.058585361,,,0.601520975,0.239693492,0.857770406,66
876,1012,2509,3,2,,302,,,40.7392229,675.9590982,-687.6666234,6879226.034,0.165808455,0.027322738,0.351855727,0.048705311,,,0.646653033,0.228492888,0.543688259,22
877,1013,2509,3,3,,303,,,40.72594935,684.3636008,-768.3528612,7787805.753,0.140192565,0.024030194,0.329476388,0.045990456,,,0.624921626,0.234394587,0.792184595,60
878,1014,2509,3,4,,304,,,37.96311241,647.0590008,-375.6833885,8035972.91,0.146701735,0.026121233,0.32420489,0.049671714,,,0.605959814,0.238772518,0.890513078,77
879,1015,2509,3,5,,305,,,35.9035126,542.1764107,-147.2465643,6985612.915,0.120572064,0.022658958,0.293210435,0.042863551,,,0.57856987,0.243826775,0.890462391,85
880,1016,2509,4,1,,401,,,36.08176341,667.6449138,286.1827421,8227058.408,0.15896809,0.03560464,0.316407332,0.061620184,,,0.592464353,0.241450343,0.82377602,62
881,1017,2509,4,2,,402,,,39.73918971,635.2172171,-269.9145263,6799557.291,0.187909164,0.028724403,0.358955691,0.052223769,,,0.651943945,0.226913038,0.484015602,18
882,1018,2509,4,3,,403,,,37.0536878,639.6132867,-39.31781279,8575994.15,0.161136824,0.036728232,0.329298371,0.063332904,,,0.625739605,0.234189552,0.78794175,54
883,1019,2509,4,4,,404,,,56.18027109,1076.391644,-1712.587809,10080316.35,0.195781876,0.022801003,0.406123198,0.047981387,,,0.708675376,0.206454588,0.458369787,20
884,1020,2509,4,5,,405,,,56.49375579,884.4995111,-1543.926471,8109143.593,0.209446823,0.022329856,0.41581325,0.044117409,,,0.741724382,0.191569323,0.501622252,28
885,1021,2509,5,1,,501,,,61.91965332,1081.636182,-1857.14928,8548726.59,0.202589171,0.018712783,0.416178054,0.039597462,,,0.732986291,0.195717388,0.57899054,32
886,1022,2509,5,2,,502,,,54.93784417,864.4809521,-1344.873873,6924565.939,0.220472205,0.02058934,0.419327296,0.04107921,,,0.734283845,0.19511108,0.400557722,17
887,1023,2509,5,3,,503,,,48.01793844,1020.00066,-814.5720838,10948626.89,0.144885126,0.030812376,0.337246856,0.060100718,,,0.638123279,0.23092196,0.682596967,44
888,1024,2509,5,4,,504,,,43.47356228,878.1485652,-436.3718284,10298041.28,0.127108199,0.025847429,0.308143289,0.052749349,,,0.582801853,0.243143853,0.826121824,70
889,1025,2509,5,5,,505,,,47.71793543,939.8078591,-663.1102083,9005936.085,0.169958975,0.028333658,0.354658404,0.055685295,,,0.636928782,0.231250509,0.34829126,14
890,1026,2509,6,1,,601,,,44.94051741,965.6889624,-510.967494,9615765.158,0.180396709,0.03496679,0.358765767,0.063060798,,,0.621677616,0.235194558,0.613658732,22
891,1027,2509,6,2,,602,,,42.35837536,755.635367,-624.6630228,7191858.76,0.162947229,0.024898089,0.345436266,0.046967345,,,0.636608968,0.23133799,0.59979587,37
892,1028,2509,6,3,,603,,,41.76191904,836.3055363,-404.8274116,8877786.802,0.161768651,0.028496683,0.338657563,0.054569437,,,0.606514924,0.238654571,0.746268113,42
893,1029,2509,6,4,,604,,,45.38932192,812.2363877,-752.0456226,9721589.647,0.16747035,0.02652175,0.353920201,0.051132851,,,0.640275809,0.230322697,0.808614184,63
894,1030,2509,6,5,,605,,,45.92254212,671.6486434,-818.7484376,7169948.293,0.18592977,0.023789029,0.372605757,0.044545315,,,0.682807132,0.216581552,0.381393314,19
895,2001,2509,7,1,,701,,,26.95634986,518.7755907,447.8124105,8456189.559,0.083172746,0.027793695,0.243474437,0.051353398,,,0.495528655,0.249980007,0.90834032,86
896,2002,2509,7,2,,702,,,25.34709347,483.9407106,768.9942961,7999866.589,0.086284326,0.03406185,0.239178182,0.059010036,,,0.479932381,0.249597291,0.587923304,34
897,2003,2509,7,3,,703,,,34.4022744,605.5518572,-62.9772999,8899437.995,0.127197277,0.026514624,0.298002038,0.049849954,,,0.55979165,0.246424959,0.849469617,55
898,2004,2509,7,4,,704,,,36.30892336,680.6532509,-258.2743529,10763777.04,0.120238925,0.025979883,0.296545484,0.050623134,,,0.580304807,0.243551138,0.751904779,47
