fid,id,Trial,Row,Column,Combocode,VarietyName,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,HA_Mean,PLTCount,Yield,HACorrectedYield,HACorrected85Yield,Perplantyield,PeakStand
1094,138,2511,13,2,25111302,I25237,1302,6/12/2025,13,5.537602016,43.58067789,915.8983842,1695136.001,0.196173868,0.0038721,0.057894775,0.00237658,-0.024616824,0.000221858,0.06356466,0.059524194,0.970453676,67,2533.742318,2610.884354,2219.251701,37.81704952,0.665437864
1095,139,2511,13,3,25111303,I25231,1303,6/12/2025,13,5.779403304,51.53792377,876.1554039,1573876.4,0.204640628,0.005261082,0.066220941,0.003164901,-0.019200836,0.000239484,0.079175913,0.072907088,0.947270573,62,2183.377569,2304.914383,1959.177225,35.21576724,0.746340267
1096,140,2511,14,1,25111401,G16351,1401,6/12/2025,13,7.963462435,99.92117686,669.6115726,1759545.663,0.19870315,0.00663432,0.053646961,0.003099194,-0.027356016,0.000255566,0.086094894,0.078682563,0.946195206,52,3052.900903,3226.502187,2742.526859,58.70963274,0.848350808
1097,141,2511,14,2,25111402,I25232,1402,6/12/2025,13,5.726859334,24.97344239,830.7096016,1016508.501,0.185955656,0.003544457,0.044650256,0.001936492,-0.026122517,0.000224271,0.053198192,0.050368144,0.952827953,66,2304.138756,2418.210704,2055.479098,34.91119327,0.701845743
1098,142,2511,14,3,25111403,N22616,1403,6/12/2025,13,6.247623223,39.25586951,796.5261841,908228.1564,0.182373484,0.002714482,0.040849357,0.001414141,-0.025014441,0.000212073,0.042795693,0.040964222,0.970051585,75,2889.22004,2978.418968,2531.656123,38.52293387,0.718940325
1099,143,2511,15,1,25111501,I25227,1501,6/12/2025,13,6.244836465,40.32097879,911.1192406,1332284.617,0.18520569,0.00316664,0.046975456,0.001799097,-0.033636907,0.000255437,0.044458445,0.042481892,0.936209379,59,1543.651239,1648.831205,1401.506524,26.16358032,0.604714044
1100,144,2511,15,2,25111502,B20536,1502,6/12/2025,13,4.420075062,6.301689423,1074.309295,2057015.587,0.178253743,0.001570608,0.044150381,0.001671333,-0.032462142,0.000190176,0.023778867,0.023213433,0.921750542,60,2813.400014,3052.235812,2594.40044,46.89000024,0.572076007
1101,145,2511,15,3,25111503,I25235,1503,6/12/2025,13,7.250897236,57.71793329,679.588647,2149057.903,0.194710988,0.005547208,0.050845198,0.002858037,-0.031039747,0.000174667,0.081668995,0.074999171,0.950822063,58,2189.591103,2302.840026,1957.414022,37.75157075,0.616993964
1102,146,2511,16,1,25111601,I24123,1601,6/12/2025,13,6.269207584,46.07836572,890.2514744,1482051.574,0.199436857,0.005524723,0.06094426,0.003299727,-0.029969648,0.000637442,0.073514906,0.068110464,0.960557733,59,1926.893557,2006.015351,1705.113048,32.65921283,0.627545041
1103,147,2511,16,2,25111602,I25234,1602,6/12/2025,13,7.035959984,61.58242622,794.6735096,1787240.577,0.1985653,0.005647212,0.057344796,0.003215476,-0.028761185,0.00108234,0.078991366,0.07275173,0.964697091,58,2832.285865,2935.932834,2495.542909,48.83251492,0.645637034
1104,148,2511,16,3,25111603,B19344,1603,6/12/2025,13,5.193150685,12.18735035,1003.638022,702507.4067,0.183839955,0.002505112,0.048563193,0.002058637,-0.028196395,0.000535104,0.037315068,0.035922654,0.969889729,70,2548.018149,2627.121488,2233.053265,36.40025927,0.427572837
1105,149,2511,17,1,25111701,I25237,1701,6/12/2025,13,7.50264275,116.7916882,804.0694564,2065165.322,0.198288311,0.005658385,0.057551737,0.002467689,-0.030246793,0.000482375,0.078187046,0.072073832,0.941475595,54,2640.841655,2805.002774,2384.252358,48.9044751,0.609939924
1106,150,2511,17,2,25111702,I25241,1702,6/12/2025,13,5.702724183,36.12591672,991.9746162,1547600.094,0.200119686,0.005085069,0.064875381,0.002961801,-0.026046696,0.000579183,0.076436089,0.070593613,0.972002479,68,420.7584886,432.8779995,367.9462996,6.187624832,0.564074599
1107,151,2511,17,3,25111703,G16351,1703,6/12/2025,13,5.85944732,49.04156557,1007.634141,1332473.142,0.191641232,0.003314051,0.056888093,0.001843604,-0.025015812,0.000349005,0.050201298,0.047681128,0.949147909,62,2797.915498,2947.81822,2505.645487,45.12766933,0.374040589
1108,152,2511,18,1,25111801,P16901,1801,6/12/2025,13,6.439327105,55.61567138,682.2440778,2356262.12,0.200779796,0.004537734,0.056658784,0.002447564,-0.027137947,0.000270767,0.071645799,0.066512678,0.936281121,59,2556.080205,2730.034972,2320.529726,43.3233933,0.629093491
1109,153,2511,18,2,25111802,B20536,1802,6/12/2025,13,4.12932475,9.969824897,917.0653825,1730122.365,0.191426132,0.002105003,0.053452056,0.002053599,-0.02500572,0.000222341,0.037255171,0.035867223,0.955615909,63,2852.4227,2984.904995,2537.169246,45.2765508,0.600600847
1110,154,2511,18,3,25111803,I24121,1803,6/12/2025,13,7.603891477,97.4486338,641.6130226,2382817.818,0.210557612,0.006337404,0.06611283,0.003237886,-0.020725056,0.000219671,0.091175665,0.082862663,0.947873,55,1802.101858,1901.206025,1616.025121,32.76548833,0.598767788
1111,155,2511,19,1,25111901,N22616,1901,6/12/2025,13,5.787146614,51.93365465,720.147677,1262986.218,0.203919644,0.004508374,0.061079117,0.002336697,-0.023969379,0.000448685,0.070211484,0.065281831,0.960920127,70,2732.800917,2843.941802,2417.350532,39.0400131,0.754915884
1112,156,2511,19,2,25111902,I25236,1902,6/12/2025,13,7.797758966,132.1128478,559.50837,2058693.295,0.210702737,0.006116808,0.06335076,0.002545647,-0.022033611,0.000421205,0.08846333,0.080637569,0.955506544,56,1828.240157,1913.372723,1626.366815,32.64714567,0.807595697
1113,157,2511,19,3,25111903,B19344,1903,6/12/2025,13,4.264778393,8.705326578,886.7419218,447119.6592,0.186475616,0.001815081,0.048496383,0.001377801,-0.023412389,0.000224921,0.029474607,0.028605854,0.910482857,59,2456.400591,2697.909766,2293.223301,41.63390831,0.57709215
1114,158,2511,20,1,25112001,I25233,2001,6/12/2025,13,6.01709074,46.28301979,706.6381201,1203321.017,0.197335514,0.003194235,0.053311759,0.001740504,-0.026976052,0.000226698,0.056284407,0.053116473,0.964094339,69,1747.140004,1812.20855,1540.377267,25.32086962,0.722507371
1115,159,2511,20,2,25112002,I22001,2002,6/12/2025,13,4.714755446,14.78878214,809.496879,672286.2586,0.190805546,0.001831041,0.049706249,0.001288323,-0.025537505,0.000206414,0.033210029,0.032107123,0.969981409,78,2558.058095,2637.223838,2241.640262,32.7956166,0.66299776
1116,160,2511,20,3,25112003,I25230,2003,6/12/2025,13,4.163415703,7.701885522,958.5148758,332670.2223,0.178005307,0.000629413,0.041375937,0.000784778,-0.025582798,0.000177801,0.005890088,0.005855395,0.365097882,12,1659.803481,4546.187647,3864.2595,138.3169567,0.367256637
1117,161,2511,21,1,25112101,I25235,2101,6/12/2025,13,5.94042728,38.03564583,855.7247216,1403243.684,0.198214579,0.004203004,0.060046018,0.002561218,-0.032233669,0.000739918,0.066009313,0.061652083,0.969522976,65,2113.423877,2179.859506,1852.88058,32.51421348,0.669906358
1118,162,2511,21,2,25112102,I24126,2102,6/12/2025,13,5.617964597,28.71117615,917.1840249,1138243.207,0.195847439,0.003700418,0.059356089,0.002521825,-0.032598793,0.000712744,0.059105606,0.055612134,0.958040174,71,2970.649414,3100.756624,2635.643131,41.8401326,0.725319428
1119,163,2511,21,3,25112103,Y19817,2103,6/12/2025,13,5.200345281,19.92716967,1032.264206,808845.4934,0.182127638,0.001680366,0.048610185,0.001215897,-0.031623518,0.000431089,0.023594212,0.023037526,0.87952466,41,1322.875456,1504.080006,1278.468005,32.26525503,0.541913148
1120,164,2511,22,1,25112201,I25234,2201,6/12/2025,13,7.415292313,76.00278297,879.2767902,2294348.243,0.197765441,0.005281621,0.06053344,0.002413386,-0.03676119,0.000283848,0.082598214,0.075775749,0.955796573,63,2257.00192,2361.383148,2007.175676,35.82542731,0.775793326
1121,165,2511,22,2,25112202,I07104,2202,6/12/2025,13,5.174286028,37.74052281,1219.086279,1406126.942,0.174444052,0.001742308,0.045454598,0.00132751,-0.039438937,0.000212533,0.0208025,0.020369756,0.728096236,50,1053.210572,1446.526599,1229.547609,21.06421145,0.563011903
1122,166,2511,22,3,25112203,I25232,2203,6/12/2025,13,7.062179856,37.1286288,1016.715753,1418135.615,0.189067046,0.003472658,0.05484608,0.00188104,-0.033472098,0.000202915,0.055249678,0.052197151,0.972950312,71,2249.325043,2311.860139,1965.081118,31.68063441,0.768991741
1123,167,2511,23,1,25112301,I25231,2301,6/12/2025,13,6.474504754,51.66749395,983.2228126,1445090.322,0.189611692,0.004138928,0.054210193,0.001978737,-0.034144994,0.000404315,0.063731266,0.059669591,0.9493101,65,2025.135827,2133.271128,1813.280458,31.1559358,0.890951783
1124,168,2511,23,2,25112302,I24123,2302,6/12/2025,13,7.639551769,85.76826606,921.6962931,1720947.489,0.188565208,0.004680287,0.050396902,0.002093451,-0.036022212,0.000317852,0.066631963,0.062192144,0.946140527,61,1907.062824,2015.623229,1713.279745,31.26332498,0.85830899
1125,169,2511,23,3,25112303,I25240,2303,6/12/2025,13,6.724869899,25.58398571,939.3741274,793394.2997,0.179487965,0.002914042,0.041497132,0.001647723,-0.034038386,0.000198188,0.042508902,0.040701895,0.929825201,57,514.2705109,553.0829992,470.1205493,9.022289664,0.62737601
1126,170,2511,24,1,25112401,I23004,2401,6/12/2025,13,7.959703046,69.60299483,583.9098784,1570845.219,0.197542532,0.005383858,0.05029109,0.002628555,-0.03615119,0.000347552,0.077087442,0.071144969,0.947685016,57,1571.877763,1658.650011,1409.85251,27.57680286,0.895063077
1127,171,2511,24,2,25112402,I25227,2402,6/12/2025,13,7.580509055,46.31031464,532.2606867,1315748.328,0.193300917,0.005293005,0.043902418,0.002708981,-0.037072514,0.000335492,0.072714321,0.067426948,0.925614713,55,1738.380161,1878.081816,1596.369544,31.60691202,0.81105802
1128,172,2511,24,3,25112403,I24118,2403,6/12/2025,13,8.062654101,36.50840256,383.8395377,1160141.182,0.192459852,0.005755197,0.039093869,0.003077941,-0.036569178,0.000282691,0.083557065,0.076575282,0.941257951,55,1477.371183,1569.571,1334.13535,26.86129424,0.81694832
1129,101,2512,1,1,25120101,I25230,101,6/12/2025,13,4.287753425,7.749554131,824.0785972,311017.7703,0.159899013,0.000871431,0.019140162,0.000724677,-0.037599889,0.000150458,0.009424658,0.009335833,0.662122262,25,1008.883234,1523.711394,1295.154685,40.35532936,0.490400109
1130,102,2512,1,2,25120102,P22204,102,6/12/2025,13,8.128724803,89.62628707,358.8893734,1609031.542,0.190081478,0.006830807,0.036458463,0.003319066,-0.034333766,0.00029969,0.087067266,0.079486557,0.936294703,48,3065.907768,3274.511495,2783.334771,63.87307851,0.911481947
1131,103,2512,1,3,25120103,I24103,103,6/12/2025,13,7.544273617,69.74059925,398.624895,1659136.732,0.185933709,0.00571793,0.03306872,0.002555435,-0.037165856,0.000313683,0.077119132,0.071171771,0.944241916,53,2324.833157,2462.116029,2092.798625,43.86477655,0.811167235
1132,105,2512,2,1,25120201,R22703,201,6/12/2025,13,6.962820899,23.11007282,912.8286091,713690.1543,0.186729896,0.003734464,0.048758516,0.00241852,-0.026219472,0.000234432,0.055015206,0.051988533,0.950401925,64,2062.873656,2170.527649,1844.948502,32.23240087,0.608268254
1133,106,2512,2,2,25120202,R12844,202,6/12/2025,13,6.453771156,14.29409174,887.2686476,945789.1081,0.171227139,0.002824851,0.030432088,0.002098257,-0.03147023,0.000301478,0.032480692,0.031425697,0.894320502,44,2084.190513,2330.473817,1980.902744,47.3679662,0.557163926
1134,107,2512,2,3,25120203,I23010,203,6/12/2025,13,7.712023669,52.03119724,758.1420489,1635238.497,0.180543956,0.004659533,0.036747042,0.002617874,-0.031796799,0.00033406,0.055968003,0.052835585,0.948128167,54,1965.537738,2073.071771,1762.111005,36.39884699,0.679106719
1135,109,2512,3,1,25120301,I13401,301,6/12/2025,13,7.476641916,26.05250671,928.2967914,753568.5444,0.168646854,0.003465256,0.030478623,0.002073783,-0.029348278,0.000217197,0.047510754,0.045253483,0.963307267,61,2725.236989,2829.04228,2404.685938,44.67601621,0.656089569
1136,110,2512,3,2,25120302,I24102,302,6/12/2025,13,9.415429698,52.34631503,565.5794324,1215859.484,0.164250984,0.005230235,0.01514475,0.003113973,-0.024170168,0.000700281,0.06052473,0.056861487,0.943425801,50,1732.687536,1836.591213,1561.102531,34.65375072,0.666220535
1137,111,2512,3,3,25120303,I24101,303,6/12/2025,13,9.016872552,24.69598199,538.8735926,1045515.033,0.1622138,0.005481244,0.01197954,0.003792928,-0.024502048,0.000944772,0.064504643,0.060343794,0.969380502,67,2588.008978,2669.755553,2269.29222,38.62699968,0.620177474
1138,113,2512,4,1,25120401,I21902,401,6/12/2025,13,7.027587529,86.980692,865.6365131,1420186.573,0.181668474,0.005189164,0.043978394,0.00230155,-0.022585761,0.000193991,0.074434278,0.068893816,0.95625786,57,2317.118542,2423.110585,2059.643997,40.6512025,0.713322045
1139,114,2512,4,2,25120402,I25211,402,6/12/2025,13,9.000684631,155.9984933,771.9701885,2015777.446,0.186992533,0.005879005,0.045991417,0.002459332,-0.026075857,0.000291569,0.07977325,0.073409479,0.936006562,53,2199.739845,2350.132933,1997.612993,41.50452538,0.716380817
1140,115,2512,4,3,25120403,I25243,403,6/12/2025,13,8.194837932,88.90784194,822.7287339,1658523.517,0.188832116,0.007008436,0.048673692,0.003622059,-0.025714067,0.000371728,0.084527495,0.077382598,0.942456665,54,1787.181222,1896.300689,1611.855585,33.09594856,0.671645859
1141,117,2512,5,1,25120501,I23004,501,6/12/2025,13,4.830488507,12.86090667,920.2576401,437328.3367,0.157815424,0.001491307,0.020942625,0.001206442,-0.029110094,0.000237197,0.018137483,0.017808515,0.746331772,31,1312.796236,1758.99819,1495.148461,42.34826567,0.526459282
1142,118,2512,5,2,25120502,P24402,502,6/12/2025,13,8.94899693,123.3877462,555.4615596,1811232.417,0.19602305,0.006978578,0.04908086,0.003638553,-0.028819389,0.000395264,0.093153914,0.084476262,0.892437251,43,2996.704436,3357.888114,2854.204897,69.69080085,0.850890127
1143,119,2512,5,3,25120503,I23013,503,6/12/2025,13,4.864413279,12.78160528,955.775567,730982.5667,0.165935333,0.001560388,0.028412825,0.001731673,-0.03582836,0.000306816,0.01700997,0.016720631,0.790510736,36,1623.835054,2054.159393,1746.035484,45.10652927,0.452670723
1144,121,2512,6,1,25120601,I15652,601,6/12/2025,13,6.85843423,67.73358867,324.8395714,1144056.407,0.173808575,0.005024006,0.018810693,0.002486888,-0.030997238,0.000251969,0.064509944,0.060348411,0.938140196,51,2813.06088,2998.550634,2548.768039,55.15805646,0.702351367
1145,122,2512,6,2,25120602,R22710,602,6/12/2025,13,6.528470433,31.93543923,25.61402959,995506.1818,0.15397341,0.006404875,-0.011328306,0.003793612,-0.042717899,0.000460247,0.067901573,0.063290949,0.94521297,55,3501.200499,3704.139292,3148.518398,63.6581909,0.837396598
1146,123,2512,6,3,25120603,I07113,603,6/12/2025,13,8.641945205,122.8017968,-227.9097973,1778546.937,0.152496365,0.007530097,-0.020641945,0.00342761,-0.045828415,0.00041662,0.074986301,0.069363356,0.952229938,56,2678.250144,2812.608633,2390.717338,47.82589543,0.736242729
1147,125,2512,7,1,25120701,I25212,701,6/12/2025,13,6.906672147,94.13744692,819.4457105,1503647.951,0.18379278,0.004829977,0.044915578,0.002252039,-0.031830155,0.000196393,0.064803398,0.060603917,0.914885086,45,2151.3768,2351.526803,1998.797782,47.80837334,0.592292808
1148,126,2512,7,2,25120702,I10109,702,6/12/2025,13,6.37259846,55.36573366,897.8762191,1338787.282,0.17612844,0.004388127,0.038089577,0.002251476,-0.035392063,0.000536906,0.058239921,0.054848033,0.939993803,61,1669.077156,1775.625702,1509.281847,27.36192059,0.774653649
1149,127,2512,7,3,25120703,I23012,703,6/12/2025,13,7.936325278,88.17332511,792.8074578,1839906.154,0.189569561,0.007550294,0.048777826,0.003780022,-0.035361139,0.000729478,0.091073483,0.082779104,0.949727493,52,3074.200211,3236.928733,2751.389423,59.11923483,0.75105151
1150,129,2512,8,1,25120801,G23108,801,6/12/2025,13,7.614684682,123.8006373,658.2812073,1839745.326,0.205183141,0.006712163,0.062486102,0.002936235,-0.024862593,0.000312894,0.099268233,0.089414051,0.907165382,46,2240.075955,2469.313756,2098.916692,48.69730338,0.767664082
1151,130,2512,8,2,25120802,I25242,802,6/12/2025,13,5.825864241,41.78096803,920.0521834,1232953.133,0.184793006,0.004269644,0.048311441,0.002405506,-0.032112126,0.000591944,0.058346573,0.054942251,0.947868249,51,1934.842904,2041.257217,1735.068635,37.93809615,0.670274544
1152,131,2512,8,3,25120803,I25233,803,6/12/2025,13,8.626075284,138.9086982,768.1838749,2215563.275,0.2010719,0.007963232,0.060349007,0.003951349,-0.032181808,0.000698508,0.100980768,0.090783653,0.931231204,49,2944.788938,3162.25329,2687.915296,60.09773343,0.8127167
1153,133,2512,9,1,25120901,I25242,901,6/12/2025,13,5.28344516,42.99110893,841.605614,1065338.872,0.19140598,0.004092756,0.053484554,0.001962798,-0.026628136,0.00024643,0.064165411,0.060048211,0.936479294,53,2139.394445,2284.508006,1941.831805,40.36593292,0.797852042
1154,134,2512,9,2,25120902,I23013,902,6/12/2025,13,8.794000822,145.6541538,702.1631392,2142376.786,0.204410775,0.008431474,0.062775803,0.003757267,-0.030001383,0.00038708,0.107903027,0.096259964,0.943622179,53,2209.168283,2341.157649,1989.984002,41.68242044,0.85372246
1155,135,2512,9,3,25120903,I24103,903,6/12/2025,13,6.994903691,81.67326224,934.3593116,1752518.476,0.194475824,0.006195653,0.058364418,0.003126392,-0.032928456,0.000365748,0.078472203,0.072314317,0.94719478,57,2861.898742,3021.446912,2568.229875,50.20874986,0.873876581
1156,137,2512,10,1,25121001,G23108,1001,6/12/2025,13,7.892599797,113.2389104,815.5214335,1698527.125,0.201371537,0.006533606,0.06230366,0.003034675,-0.026259517,0.000221214,0.089701088,0.081654803,0.959353298,55,1992.238069,2076.646917,1765.149879,36.22251034,0.744142865
1157,138,2512,10,2,25121002,R23804,1002,6/12/2025,13,7.109303536,73.65543148,860.9950155,1628362.261,0.198824641,0.006891876,0.060246561,0.003609367,-0.028397557,0.0003345,0.089611919,0.081581623,0.958169291,58,3446.033176,3596.47633,3057.004881,59.41436511,0.858761845
1158,139,2512,10,3,25121003,I25230,1003,6/12/2025,13,8.205360813,119.3233818,896.1511444,1989391.42,0.199623127,0.007238149,0.061371881,0.003620628,-0.030786657,0.000336012,0.089620961,0.081589044,0.943351864,48,3524.013347,3735.629814,3175.285342,73.41694474,0.896250376
1159,141,2512,11,1,25121101,I25212,1101,6/12/2025,13,6.153597457,82.36897728,1020.164524,1301477.246,0.194824642,0.004453177,0.061889435,0.002042972,-0.026333067,0.000200338,0.065537838,0.06124263,0.935713765,49,2514.234492,2686.969655,2283.924207,51.310908,0.663826999
1160,142,2512,11,2,25121102,I15652,1102,6/12/2025,13,6.662111461,83.94750462,979.0645213,1671027.151,0.197279279,0.006040229,0.062413481,0.002874324,-0.031751874,0.000304121,0.082075859,0.075339413,0.920037184,45,2132.6733,2318.029465,1970.325045,47.39274001,0.708113718
1161,143,2512,11,3,25121103,I23010,1103,6/12/2025,13,7.977696186,119.5812649,958.6772683,2020510.943,0.202281475,0.007114608,0.066378215,0.003316042,-0.033428908,0.000378659,0.097380535,0.087897566,0.947016367,50,2562.936288,2706.327342,2300.378241,51.25872575,0.808156687
1162,145,2512,12,1,25121201,G16351,1201,6/12/2025,13,5.373530943,53.53729572,1059.858428,1032150.34,0.189432167,0.003685892,0.056764805,0.00187223,-0.028904521,0.000256275,0.055776238,0.052665249,0.956237241,54,2556.080205,2673.060716,2272.101609,47.3348186,0.65962967
1163,146,2512,12,2,25121202,I23004,1202,6/12/2025,13,4.098821595,16.26159631,1320.68889,611986.0148,0.176636165,0.001714548,0.049811307,0.001416598,-0.033856601,0.000587242,0.021869005,0.021390752,0.817920023,32,1336.974457,1634.602919,1389.412481,41.7804518,0.535327052
1164,147,2512,12,3,25121203,G22004,1203,6/12/2025,13,7.175056863,90.80780841,1027.876967,1632265.868,0.202999889,0.007102236,0.069156087,0.003740222,-0.030843406,0.000861274,0.0886794,0.080815364,0.939648573,45,1861.10121,1980.635382,1683.540075,41.35780466,0.780872795
1165,149,2512,13,1,25121301,I13401,1301,6/12/2025,13,5.328601962,22.17256002,932.9362305,837034.3536,0.193878639,0.00367948,0.057126591,0.002225119,-0.02235465,0.000387752,0.057516304,0.054208179,0.964367732,57,3046.986533,3159.569146,2685.633774,53.45590408,0.729854455
1166,150,2512,13,2,25121302,R98026,1302,6/12/2025,13,5.287988383,16.55707036,946.331125,903347.6034,0.196108553,0.005070186,0.060160045,0.003408157,-0.024668933,0.000700982,0.06748315,0.062929174,0.931326092,49,2210.07778,2373.043985,2017.087387,45.10362816,0.663517462
1167,151,2512,13,3,25121303,I25231,1303,6/12/2025,13,7.426043122,85.53024858,797.1528781,1751216.123,0.200034208,0.005523248,0.059570206,0.002696232,-0.028070737,0.00094464,0.080162187,0.073736211,0.961470465,61,3126.543019,3251.834698,2764.059493,51.25480359,0.773399956
1168,153,2512,14,1,25121401,P24402,1401,6/12/2025,13,7.78014301,82.0663173,620.4628311,1442548.95,0.195268817,0.005905104,0.049795662,0.003040078,-0.028078689,0.000268207,0.08375113,0.076736878,0.951335982,59,3344.770549,3515.866751,2988.486739,56.69102626,0.894314272
1169,154,2512,14,2,25121402,I21902,1402,6/12/2025,13,8.038004165,108.0677413,583.5023075,2313042.495,0.189444648,0.006122886,0.042406876,0.002981918,-0.035879682,0.000351479,0.076939939,0.071020184,0.953451073,56,2737.811408,2871.475513,2440.754186,48.88948942,0.845005051
1170,155,2512,14,3,25121403,P23311,1403,6/12/2025,13,8.70102217,112.2526144,535.8258748,2205608.483,0.195359411,0.008094457,0.047463743,0.004226752,-0.035990072,0.000361456,0.092461155,0.08391209,0.905079556,47,2284.978875,2524.616603,2145.924113,48.6165718,0.853124317
1171,157,2512,15,1,25121501,P22103,1501,6/12/2025,13,7.292314855,77.43227223,251.123784,1246457.212,0.156153535,0.005369198,-0.00214889,0.002833478,-0.053458835,0.000226799,0.05998028,0.056382646,0.971400448,67,2479.432687,2552.431071,2169.56641,37.00645801,0.604626393
1172,158,2512,15,2,25121502,I24101,1502,6/12/2025,13,6.655012741,27.67074733,50.34556828,892655.864,0.141908116,0.006981641,-0.022975506,0.004328887,-0.061725402,0.00034665,0.064306655,0.060171309,0.959920534,56,2392.455109,2492.347048,2118.494991,42.72241265,0.563331058
1173,159,2512,15,3,25121503,P16901,1503,6/12/2025,13,5.085290651,5.84571424,335.6289309,355729.0335,0.116125699,0.000946595,-0.040872388,0.001086789,-0.06372461,0.000275189,0.003425878,0.003414141,0.375610556,13,,,,,0.332713807
1174,161,2512,16,1,25121601,P22204,1601,6/12/2025,13,6.828634832,50.89425251,801.4015946,996240.3469,0.18360522,0.004926817,0.042931042,0.00306687,-0.028098231,0.000343542,0.061313389,0.057554057,0.92838264,57,2922.590023,3148.044672,2675.837972,51.27350918,0.616714461
1175,162,2512,16,2,25121602,I23012,1602,6/12/2025,13,7.11483673,63.09123944,715.5124645,1433431.56,0.179194447,0.005307747,0.035716815,0.003044428,-0.031407795,0.0003927,0.063472496,0.059443738,0.96152374,62,2538.309079,2639.88186,2243.899581,40.94046902,0.578149746
1176,163,2512,16,3,25121603,I24102,1603,6/12/2025,13,7.806051139,84.98474674,687.7455564,1472616.106,0.183626531,0.006550171,0.039604581,0.003773347,-0.03243396,0.000383052,0.073008304,0.067678091,0.956435355,55,1824.204436,1907.295069,1621.200809,33.16735339,0.480452113
1177,165,2512,17,1,25121701,I07113,1701,6/12/2025,13,6.770208453,56.06544714,838.0361249,1254090.295,0.194281549,0.00474862,0.05495364,0.00247674,-0.024503555,0.000289073,0.072369683,0.067132312,0.954484971,56,2376.891876,2490.234994,2116.699745,42.44449779,0.439788146
1178,166,2512,17,2,25121702,I25242,1702,6/12/2025,13,5.462872169,28.17839227,978.7752554,874408.6708,0.179914589,0.003079653,0.043366006,0.001862316,-0.029149141,0.00038635,0.040264044,0.038642851,0.946906042,57,1124.968624,1188.046727,1009.839718,19.73629165,0.250929159
1179,167,2512,17,3,25121703,P16901,1703,6/12/2025,13,6.339827374,31.7776534,934.8572186,958794.8585,0.186195557,0.004210628,0.04857861,0.002493787,-0.030353509,0.000456724,0.056857104,0.053624373,0.948124385,60,2137.027511,2253.952694,1915.85979,35.61712518,0.595117155
1180,169,2512,18,1,25121801,G22004,1801,6/12/2025,13,6.41567338,56.48911453,858.9075161,1230203.618,0.195550847,0.003830936,0.056858418,0.00188655,-0.026226619,0.000298609,0.060364433,0.056720569,0.968338741,65,3073.247311,3173.731652,2697.671904,47.28072787,0.605383859
1181,170,2512,18,2,25121802,P24402,1802,6/12/2025,13,7.22686289,79.85091477,842.7644277,1497489.501,0.199493803,0.005789664,0.06056876,0.003010797,-0.028938202,0.000319279,0.07810573,0.072005225,0.941237583,56,2745.737253,2917.156414,2479.582952,49.03102237,0.759169739
1182,171,2512,18,3,25121803,R23804,1803,6/12/2025,13,7.40896888,62.77075125,844.3655383,1483001.5,0.194515146,0.005146589,0.055625526,0.00246779,-0.032140084,0.000247832,0.070101907,0.065187629,0.941345873,50,2696.617486,2864.640471,2434.9444,53.93234972,0.748757442
1183,173,2512,19,1,25121901,P23311,1901,6/12/2025,13,7.340839977,85.91415605,780.9300732,1427042.189,0.19848207,0.005378914,0.058392024,0.002531477,-0.022146108,0.000283977,0.076408866,0.070570551,0.944919347,55,2413.287666,2553.961533,2170.867303,43.87795756,0.74647772
1184,174,2512,19,2,25121902,P22103,1902,6/12/2025,13,7.095515928,82.9233828,945.9486454,1648652.8,0.194666317,0.004924346,0.058917113,0.002418214,-0.024772401,0.000324288,0.066370833,0.061965746,0.939636947,53,1910.834646,2033.588241,1728.550005,36.05348388,0.595637217
1185,175,2512,19,3,25121903,G23108,1903,6/12/2025,13,7.360209309,73.56888765,939.9587683,1679218.766,0.195566663,0.005072333,0.05964005,0.002419467,-0.027082184,0.000295971,0.071477494,0.066368462,0.957387865,58,2034.499016,2125.052019,1806.294216,35.07756924,0.602735612
1186,177,2512,20,1,25122001,R12844,2001,6/12/2025,13,6.303869978,17.09806483,943.3643426,583850.3781,0.184735197,0.003174578,0.048451397,0.002094064,-0.025325497,0.000289629,0.044071699,0.042129384,0.946083882,51,3148.560928,3327.993414,2828.794402,61.73648878,0.693843003
1187,178,2512,20,2,25122002,R98026,2002,6/12/2025,13,6.671879707,19.30752702,1004.29383,815635.8632,0.191669728,0.004946028,0.056970505,0.003292046,-0.025727026,0.000460626,0.06255649,0.058643175,0.957368085,61,2069.816785,2161.986405,1837.688444,33.93142271,0.671263175
1188,179,2512,20,3,25122003,I23004,2003,6/12/2025,13,9.622773851,107.3637008,794.9104009,1747641.531,0.197033574,0.006648497,0.056849913,0.003197925,-0.027719591,0.000492888,0.087128062,0.079536763,0.956452789,54,2434.709286,2545.561385,2163.727177,45.08720899,0.764807078
1189,181,2512,21,1,25122101,I25231,2101,6/12/2025,13,8.672029601,86.81029207,907.0776207,1334190.362,0.203973426,0.005732495,0.068050478,0.002849709,-0.023403155,0.000384749,0.076743867,0.070854246,0.953305265,54,2032.001152,2131.532496,1811.802622,37.62965097,0.780650975
