fid,id,Mason ComboCode,Trial,Row,Column,DAS,MasonPlot#,612ExR_mean,612ExR_variance,612NDRE_mean,612NDRE_variance,612gNDVI_mean,612gNDVI_variance,612THRESH_mean,612THRESH_variance,612PLTCOUNT,6-12HA_mean
705,109,25070303,2507,3,3,13,303,1108.963343,768822.1103,-0.032816578,0.000283087,0.056835231,0.001551615,0.049334356,0.046900477,81,0.984125248
706,110,25070401,2507,4,1,13,401,1339.499378,566018.5454,-0.028685385,0.000282657,0.058433911,0.001236409,0.026330931,0.025637613,47,0.841954652
707,111,25070402,2507,4,2,13,402,1206.385335,927822.8165,-0.028301586,0.000332897,0.068329917,0.002256332,0.062671195,0.058743517,71,0.964167244
708,112,25070403,2507,4,3,13,403,1189.723432,794774.4136,-0.031470978,0.000275841,0.067403277,0.002499431,0.066597237,0.062162045,69,0.97076567
709,113,25070501,2507,5,1,13,501,944.3068924,961034.1562,-0.027769139,0.000302586,0.063909746,0.002676658,0.07070458,0.065705443,75,0.976030331
710,114,25070502,2507,5,2,13,502,959.4857342,1036003.139,-0.030329547,0.000308475,0.061396805,0.00238509,0.067161725,0.062651028,72,0.971144732
711,115,25070503,2507,5,3,13,503,1117.965541,628460.279,-0.031996165,0.00018014,0.057169001,0.00195217,0.050738336,0.048163957,73,0.977309178
712,116,25070601,2507,6,1,13,601,802.601227,748889.2328,-0.029202918,0.000231924,0.064698018,0.003170343,0.081534838,0.074886908,66,0.956421893
713,117,25070602,2507,6,2,13,602,860.3199867,813890.4699,-0.032703936,0.000200757,0.058586661,0.001965953,0.058913794,0.055442959,68,0.952994569
714,118,25070603,2507,6,3,13,603,885.8860714,548767.3174,-0.033039096,0.0001967,0.054518799,0.001841215,0.050402894,0.047862443,68,0.95477909
715,119,25070701,2507,7,1,13,701,1087.069039,945282.6678,-0.029261047,0.000219646,0.066789344,0.002449475,0.067148845,0.062639878,70,0.976942146
716,120,25070702,2507,7,2,13,702,1075.953569,1040337.186,-0.031746541,0.000243153,0.06354241,0.001991831,0.061868099,0.058040437,69,0.957091559
717,121,25070703,2507,7,3,13,703,1010.562748,894998.178,-0.031638082,0.000238175,0.065040023,0.001968778,0.062890497,0.058935282,75,0.982337823
718,122,25070801,2507,8,1,13,801,898.960078,671934.4723,-0.022897431,0.000368139,0.061907197,0.00175306,0.047834306,0.045546185,76,0.978618691
719,123,25070802,2507,8,2,13,802,818.3088407,970045.712,-0.022721185,0.000453928,0.068272319,0.002364309,0.071066546,0.066016092,64,0.948383334
720,124,25070803,2507,8,3,13,803,764.9589163,644704.6934,-0.027870846,0.00041694,0.058381819,0.002423463,0.065030406,0.060801452,70,0.977998943
721,125,25070901,2507,9,1,13,901,1320.151378,565787.8488,-0.029724011,0.000249674,0.056612585,0.001760182,0.037308936,0.035916979,50,0.939612118
722,126,25070902,2507,9,2,13,902,1287.067586,730199.5365,-0.031026831,0.000342629,0.0610044,0.002246626,0.057216452,0.05394273,69,0.945499617
723,127,25070903,2507,9,3,13,903,977.1818681,752556.4606,-0.03889008,0.000215645,0.038633679,0.001880375,0.05441245,0.051451735,78,0.982975155
724,128,25071001,2507,10,1,13,1001,875.5731649,856007.6516,-0.035547854,0.000192559,0.048346826,0.002012992,0.054853824,0.051844882,77,0.973861213
725,129,25071002,2507,10,2,13,1002,913.1474405,1054177.284,-0.035230886,0.000252077,0.056499827,0.002660469,0.064665443,0.060483824,65,0.913026045
726,130,25071003,2507,10,3,13,1003,775.3352039,893557.6799,-0.034229899,0.000180291,0.053070345,0.002724332,0.072199693,0.066986897,71,0.969886985
727,131,25071101,2507,11,1,13,1101,847.1857573,942884.4719,-0.040505754,0.000375434,0.036992598,0.00376755,0.07504932,0.06941692,70,0.96950586
728,132,25071102,2507,11,2,13,1102,767.3338318,1094561.352,-0.042410132,0.000345269,0.031724983,0.002826984,0.067039106,0.062544864,64,0.956329172
729,133,25071103,2507,11,3,13,1103,775.9071128,836508.0986,-0.037551152,0.000221033,0.040956908,0.002986379,0.069812044,0.064938323,68,0.973827142
730,134,25071201,2507,12,1,13,1201,880.7335635,1112641.867,-0.028712141,0.00029096,0.049846753,0.002610477,0.068638729,0.063927454,72,0.980333904
731,135,25071202,2507,12,2,13,1202,1076.687878,1064890.099,-0.028443017,0.000352686,0.05569276,0.002662131,0.059116946,0.055622132,69,0.951591149
732,136,25071203,2507,12,3,13,1203,955.6946125,920900.2317,-0.030251751,0.000272631,0.057809881,0.002443263,0.063739998,0.05967721,72,0.968231113
733,137,25071301,2507,13,1,13,1301,1118.15536,698994.5506,-0.026968593,0.000192509,0.066146366,0.002638239,0.062676346,0.058748021,88,0.983651077
734,138,25071302,2507,13,2,13,1302,1170.231015,617256.9317,-0.030583589,0.000192093,0.05846543,0.002048138,0.040440572,0.038805132,65,0.960901899
735,139,25071303,2507,13,3,13,1303,945.6228286,917899.7953,-0.032138601,0.000178223,0.061040116,0.002313766,0.068990082,0.06423045,79,0.980826362
736,140,25071401,2507,14,1,13,1401,819.771379,1003821.405,-0.028014417,0.000265983,0.060577716,0.003016545,0.084004603,0.07694783,59,0.973408909
737,141,25071402,2507,14,2,13,1402,870.4538708,841729.0465,-0.024970959,0.000351147,0.069785928,0.003964841,0.092324135,0.083800389,62,0.950292558
738,142,25071403,2507,14,3,13,1403,708.9752576,809081.2755,-0.027345796,0.000195548,0.059202474,0.002693855,0.076758711,0.070866812,68,0.973061641
739,143,25071501,2507,15,1,13,1501,954.9176413,894117.179,-0.032161651,0.000535019,0.050457868,0.002224792,0.057790803,0.054451026,77,0.986494368
740,144,25071502,2507,15,2,13,1502,926.6069502,837166.6905,-0.033031591,0.000594365,0.053596531,0.003013753,0.067556457,0.062992582,75,0.964347557
741,145,25071503,2507,15,3,13,1503,758.5769099,914702.0703,-0.037689823,0.000290224,0.04266862,0.002884406,0.069648878,0.064797911,73,0.978365867
742,146,25071601,2507,16,1,13,1601,1061.140617,1417628.08,-0.032279584,0.00054521,0.054396315,0.00210497,0.056243494,0.053080163,76,0.970636483
743,147,25071602,2507,16,2,13,1602,1019.480927,1794244.894,-0.032408802,0.0006797,0.063567327,0.002988158,0.079749055,0.073389143,70,0.970637553
744,148,25071603,2507,16,3,13,1603,720.0783618,980265.792,-0.044345499,0.000346207,0.041685137,0.003251537,0.075424658,0.069735779,66,0.971291604
745,149,25071701,2507,17,1,13,1701,847.1023805,1147535.93,-0.033230303,0.000300772,0.055003861,0.002838664,0.073676426,0.06824821,68,0.9669893
746,150,25071702,2507,17,2,13,1702,887.4559971,1017651.199,-0.035841372,0.000321314,0.051279116,0.002586688,0.064477252,0.060319936,59,0.95264827
747,151,25071703,2507,17,3,13,1703,844.0793103,913229.6902,-0.034003167,0.00026166,0.059228976,0.003003821,0.081787544,0.075098342,64,0.974573491
748,152,25071801,2507,18,1,13,1801,1057.879799,901473.246,-0.026440816,0.000412089,0.064281095,0.00300774,0.069399162,0.064582918,66,0.979092235
749,153,25071802,2507,18,2,13,1802,1121.583392,1185515.194,-0.027241565,0.000519871,0.068708904,0.002998337,0.070303296,0.065360743,73,0.977637238
750,154,25071803,2507,18,3,13,1803,876.0078155,1031792.164,-0.032377455,0.000252009,0.058590286,0.003274349,0.080981091,0.074423154,61,0.966077906
751,155,25071901,2507,19,1,13,1901,929.5993151,867932.6736,-0.026135728,0.000493911,0.05680197,0.002590451,0.066445729,0.062030694,73,0.976926021
752,156,25071902,2507,19,2,13,1902,896.6538093,1156686.792,-0.029466628,0.000597353,0.052383305,0.002268206,0.064797064,0.060598405,87,0.989136379
753,157,25071903,2507,19,3,13,1903,773.1084131,878171.2865,-0.033992651,0.00043266,0.045767464,0.003867096,0.082981639,0.076095686,63,0.970638088
754,158,25072001,2507,20,1,13,2001,928.0994467,941863.2438,-0.026705449,0.000331373,0.063065085,0.002521849,0.071495122,0.06638357,71,0.97300647
755,159,25072002,2507,20,2,13,2002,948.5436075,841941.5273,-0.029721872,0.000365327,0.05636859,0.001945239,0.054858677,0.051849202,71,0.9744473
756,160,25072003,2507,20,3,13,2003,707.7338832,1132290.936,-0.036045976,0.000262591,0.047045383,0.002399972,0.074574506,0.069013149,69,0.97579381
757,161,25072101,2507,21,1,13,2101,1138.083091,903472.3007,-0.028743189,0.00024525,0.059931894,0.001908308,0.061962181,0.058122869,70,0.975448829
758,162,25072102,2507,21,2,13,2102,1075.496263,1264498.341,-0.028282348,0.000336576,0.064517256,0.002433095,0.070684932,0.065688572,65,0.95829916
759,163,25072103,2507,21,3,13,2103,924.6616957,892910.999,-0.029244607,0.000221837,0.056874912,0.002319883,0.07388029,0.068421993,66,0.976104549
760,164,25072201,2507,22,1,13,2201,1022.876084,912271.2906,-0.029779604,0.000299423,0.05939464,0.002228758,0.066109818,0.06173931,76,0.979695617
761,165,25072202,2507,22,2,13,2202,1091.654068,890699.7129,-0.028545862,0.000383951,0.063275119,0.002515231,0.066982631,0.062495958,71,0.976067223
762,166,25072203,2507,22,3,13,2203,949.8680072,966987.0661,-0.031822045,0.000241495,0.051750057,0.002547067,0.071655528,0.066521013,69,0.979513351
763,167,25072301,2507,23,1,13,2301,1015.007491,859709.621,-0.026892505,0.000476945,0.061200802,0.002158797,0.061344146,0.057581042,69,0.967994168
764,168,25072302,2507,23,2,13,2302,998.3400662,1164361.776,-0.027261601,0.00056257,0.066016766,0.002274839,0.073101899,0.067758011,65,0.965880509
765,169,25072303,2507,23,3,13,2303,1015.823582,844143.3453,-0.032423864,0.000351365,0.056085174,0.001695387,0.05594214,0.052812617,80,0.984142896
766,170,25072401,2507,24,1,13,2401,777.4285275,1038070.092,-0.019427814,0.000421517,0.066245321,0.00266689,0.084399397,0.077276139,64,0.947272495
767,171,25072402,2507,24,2,13,2402,865.6909067,909867.7326,-0.021352958,0.000442892,0.064954839,0.002457092,0.07302109,0.067689011,75,0.963527997
768,172,25072403,2507,24,3,13,2403,749.2195202,785022.7202,-0.0251352,0.000197865,0.057470203,0.00178587,0.059590317,0.056039311,65,0.956874396
769,101,25080101,2508,1,1,13,101,916.9607114,388725.1536,-0.037153761,0.000146738,0.028339293,0.001367318,0.028419524,0.027611854,52,0.907748674
770,102,25080102,2508,1,2,13,102,886.3483549,629860.4317,-0.033296561,0.000144032,0.036499555,0.002049098,0.052072205,0.049360691,85,0.980371072
771,103,25080103,2508,1,3,13,103,1069.04818,596055.9015,-0.033500128,0.00012273,0.028238588,0.001354245,0.035412045,0.034158032,70,0.958353078
772,104,25080104,2508,1,4,13,104,1224.605795,757764.4293,-0.03332411,0.000148873,0.02998115,0.001514316,0.037191214,0.035808028,63,0.95149825
773,105,25080201,2508,2,1,13,201,1013.310198,1137796.767,-0.032620529,0.000232289,0.052936043,0.001638065,0.042049034,0.040280913,73,0.971549383
774,106,25080202,2508,2,2,13,202,1104.527551,660420.5096,-0.033331816,0.000150898,0.041024852,0.000849161,0.009968779,0.009869403,45,0.835341292
775,107,25080203,2508,2,3,13,203,967.0819905,746682.4532,-0.031404438,0.000158156,0.045797307,0.001617837,0.030317139,0.02939801,76,0.973332604
776,108,25080204,2508,2,4,13,204,804.6829255,858767.7668,-0.034316029,0.000184687,0.043587123,0.001982023,0.04837031,0.046030623,61,0.956910065
777,109,25080301,2508,3,1,13,301,1177.078012,884235.4118,-0.033087762,0.000187704,0.050000474,0.001534383,0.028782692,0.027954249,59,0.94415485
778,110,25080302,2508,3,2,13,302,1043.938117,1094473.228,-0.031699073,0.000177913,0.051046109,0.001693672,0.0450786,0.04304652,67,0.974244937
779,111,25080303,2508,3,3,13,303,995.0148856,573664.2163,-0.031740426,0.000179507,0.0460682,0.001301583,0.032790029,0.031714843,68,0.945504584
780,112,25080304,2508,3,4,13,304,831.8137762,701824.2522,-0.033604828,0.000343072,0.042661602,0.001656665,0.038659653,0.037165084,71,0.967754284
781,113,25080401,2508,4,1,13,401,1263.717502,645545.7706,-0.034334707,0.000204794,0.057457824,0.001800571,0.043399638,0.04151611,67,0.929971019
782,114,25080402,2508,4,2,13,402,1316.893581,434673.1236,-0.033531079,0.000168475,0.052091391,0.001299366,0.024380222,0.023785827,67,0.955965443
783,115,25080403,2508,4,3,13,403,1034.138251,883682.2313,-0.025615324,0.000197341,0.066631304,0.002884279,0.076002082,0.070225766,64,0.96099517
784,116,25080404,2508,4,4,13,404,894.6200095,1199965.6,-0.024991525,0.000294512,0.056114909,0.001453651,0.055185824,0.052140349,61,0.931447424
785,117,25080501,2508,5,1,13,501,1199.230939,733904.4283,-0.032496667,0.000283015,0.048682441,0.001701375,0.039584703,0.038017754,70,0.947739701
786,118,25080502,2508,5,2,13,502,1226.749997,732510.3759,-0.031741738,0.000277023,0.045130681,0.001422034,0.031604316,0.030605483,60,0.932198447
787,119,25080503,2508,5,3,13,503,1116.594461,608217.5732,-0.03067422,0.000202923,0.043974635,0.001133742,0.026053367,0.025374589,67,0.909412365
788,120,25080504,2508,5,4,13,504,972.8305926,655034.5379,-0.03079128,0.000172241,0.046480996,0.001261995,0.034274912,0.033100142,71,0.957223053
789,121,25080601,2508,6,1,13,601,945.8651381,622930.4413,-0.030873678,0.000191456,0.048157839,0.001255023,0.030649137,0.029709768,68,0.940291979
790,122,25080602,2508,6,2,13,602,877.009292,640572.8257,-0.029886678,0.000145933,0.043827133,0.001254988,0.03265485,0.031588511,67,0.958790508
791,123,25080603,2508,6,3,13,603,824.323008,660973.3385,-0.026243442,0.00015043,0.050221129,0.001439103,0.04506232,0.043031708,69,0.933741638
792,124,25080604,2508,6,4,13,604,787.3934412,855288.5611,-0.025787123,0.000367676,0.053922521,0.001926989,0.05630137,0.053131526,73,0.952462542
793,125,25080701,2508,7,1,13,701,1025.424499,656257.5697,-0.031343502,0.000294946,0.056024852,0.001367483,0.036794521,0.035440684,63,0.928879978
794,126,25080702,2508,7,2,13,702,926.3538011,850658.1436,-0.028953921,0.000299848,0.059458059,0.001832222,0.052680602,0.049905356,68,0.97229715
795,127,25080703,2508,7,3,13,703,913.6246557,394323.7472,-0.030362888,0.000213331,0.045741993,0.001043385,0.023861053,0.023291703,58,0.895991688
796,128,25080704,2508,7,4,13,704,845.8575199,536908.6815,-0.031872868,0.000298736,0.042173716,0.001294466,0.024728886,0.024117368,52,0.915977108
797,129,25080801,2508,8,1,13,801,769.0358457,521819.1328,-0.032186788,0.000319009,0.041541546,0.001505675,0.032985398,0.031897361,72,0.932265179
798,130,25080802,2508,8,2,13,802,663.2495904,649933.5639,-0.031083741,0.000256863,0.040340218,0.00174884,0.046312789,0.044167915,73,0.976432633
799,131,25080803,2508,8,3,13,803,692.2520783,521312.4478,-0.029353146,0.000142607,0.041385517,0.001754162,0.044466972,0.04248966,67,0.915301194
800,132,25080804,2508,8,4,13,804,804.0880329,821653.0715,-0.027714072,0.000238978,0.049261221,0.001532304,0.047710394,0.045434113,77,0.975228304
801,133,25080901,2508,9,1,13,901,737.9178568,549121.246,-0.04577121,0.000166456,0.003550899,0.001428028,0.023666694,0.023106582,58,0.897180249
802,134,25080902,2508,9,2,13,902,651.0831567,777860.2514,-0.043829197,0.000170458,-0.00218326,0.001218988,0.017125634,0.016832346,52,0.91783169
803,135,25080903,2508,9,3,13,903,600.2295882,627665.8962,-0.033170826,0.000171669,0.026720101,0.002355465,0.057258705,0.053980146,63,0.944899112
804,136,25080904,2508,9,4,13,904,842.0274897,759967.6658,-0.029048354,0.000175483,0.046691754,0.001818135,0.050902715,0.048311629,71,0.947377055
805,137,25081001,2508,10,1,13,1001,803.4245432,1379477.251,-0.030207256,0.000218407,0.047964142,0.001843116,0.051480862,0.048830583,64,0.963489546
806,138,25081002,2508,10,2,13,1002,756.738482,1457718.897,-0.028328956,0.000186051,0.046186066,0.001828138,0.052493151,0.04973762,60,0.939836331
807,139,25081003,2508,10,3,13,1003,864.7068609,792179.1346,-0.028283035,0.000127546,0.048873867,0.001860675,0.051211092,0.048588516,71,0.913853445
808,140,25081004,2508,10,4,13,1004,987.7031656,804708.9319,-0.030226537,0.00020636,0.05098998,0.001629117,0.046171541,0.04403973,74,0.966808231
809,141,25081101,2508,11,1,13,1101,959.177363,606205.9022,-0.032399482,0.000181178,0.042413376,0.001575641,0.033700477,0.032564755,66,0.894462469
810,142,25081102,2508,11,2,13,1102,943.2937447,617067.937,-0.030618264,0.000153403,0.044323586,0.001566834,0.034783085,0.033573222,70,0.956585926
811,143,25081103,2508,11,3,13,1103,878.8630701,761056.7985,-0.028813634,0.000134883,0.048358908,0.001781192,0.0495904,0.047131192,68,0.919640579
812,144,25081104,2508,11,4,13,1104,910.3107998,854324.7572,-0.030574136,0.000196701,0.046723716,0.001787669,0.046260031,0.044120041,61,0.953155189
813,145,25081201,2508,12,1,13,1201,839.2888817,749964.0155,-0.031556767,0.000275617,0.053140858,0.002469816,0.059961103,0.056365769,67,0.940618963
814,146,25081202,2508,12,2,13,1202,832.2676313,856920.5163,-0.030969413,0.000217941,0.052311283,0.00240532,0.058209323,0.054820998,62,0.944482922
815,147,25081203,2508,12,3,13,1203,863.0894868,544830.6841,-0.029885538,0.000175067,0.049413113,0.001890902,0.04886538,0.046477555,69,0.937883897
816,148,25081204,2508,12,4,13,1204,844.6358892,899450.0403,-0.032170677,0.000529811,0.043865801,0.00162787,0.044026191,0.042087886,70,0.950658914
817,149,25081301,2508,13,1,13,1301,1110.930652,548902.204,-0.034272332,0.000191032,0.045864371,0.001132413,0.014218009,0.014015858,44,0.865782087
818,150,25081302,2508,13,2,13,1302,955.7914786,862383.2752,-0.032156027,0.000170583,0.050454152,0.00157572,0.040825273,0.03915857,68,0.969377153
819,151,25081303,2508,13,3,13,1303,1017.362681,523507.2532,-0.028810151,0.000127923,0.050827302,0.001260283,0.026167251,0.025482526,67,0.948675889
820,152,25081304,2508,13,4,13,1304,858.5923307,801256.0041,-0.02805832,0.000227014,0.053194379,0.001757765,0.05131157,0.048678693,67,0.970200667
821,153,25081401,2508,14,1,13,1401,677.8078303,504742.8201,-0.027088082,0.000209256,0.044133853,0.00160271,0.036712329,0.035364534,62,0.942147857
822,154,25081402,2508,14,2,13,1402,557.7404111,789873.7711,-0.024342941,0.000222553,0.048078263,0.00194137,0.055850918,0.052731593,67,0.959935109
823,155,25081403,2508,14,3,13,1403,695.6867105,822341.0914,-0.023243439,0.000185256,0.055000242,0.002062038,0.058570528,0.055140022,67,0.963784493
824,156,25081404,2508,14,4,13,1404,786.9683972,911099.0416,-0.025844682,0.00022811,0.055416126,0.002007393,0.059693724,0.056130383,73,0.97874861
825,157,25081501,2508,15,1,13,1501,584.2242022,1378617.416,-0.044961652,0.000254658,0.017944453,0.002234224,0.048097729,0.045784338,72,0.971367124
826,158,25081502,2508,15,2,13,1502,585.9243753,1312677.389,-0.046761859,0.000263093,0.009500981,0.001793662,0.034915589,0.03369649,60,0.957311071
827,159,25081503,2508,15,3,13,1503,703.0122635,709892.1508,-0.043020649,0.000167143,0.019430294,0.001488968,0.027657475,0.026892539,57,0.925031442
828,160,25081504,2508,15,4,13,1504,808.1002328,691020.3105,-0.038338355,0.00020602,0.037398193,0.001814186,0.040053697,0.038449399,72,0.962599107
829,161,25081601,2508,16,1,13,1601,469.6313225,1680908.729,-0.057815011,0.000248683,0.015561703,0.002948632,0.058212799,0.054824069,68,0.965277145
830,162,25081602,2508,16,2,13,1602,538.304149,1298643.312,-0.061169581,0.000227527,0.002172236,0.002595813,0.032447246,0.031394422,56,0.941366238
831,163,25081603,2508,16,3,13,1603,650.9755334,1154864.231,-0.04997331,0.000274471,0.020038945,0.001733853,0.042165539,0.040387606,72,0.909226787
832,164,25081604,2508,16,4,13,1604,928.8077639,770979.1926,-0.037142839,0.000611692,0.034512932,0.001685437,0.032025642,0.031000001,56,0.954176768
833,165,25081701,2508,17,1,13,1701,879.513336,1158770.898,-0.032470363,0.000223111,0.058460867,0.002589216,0.070444524,0.065482093,62,0.967062212
834,166,25081702,2508,17,2,13,1702,949.6342439,851253.4644,-0.030973054,0.00020275,0.053396158,0.001913952,0.047440357,0.04518977,59,0.954976303
835,167,25081703,2508,17,3,13,1703,949.9193681,635211.8018,-0.026825705,0.000214309,0.054140279,0.001911578,0.049761735,0.047285505,66,0.962524152
836,168,25081704,2508,17,4,13,1704,850.6004604,1649310.68,-0.02479652,0.000349156,0.054021451,0.002374719,0.060525523,0.056862184,58,0.953665561
837,169,25081801,2508,18,1,13,1801,1007.782118,632210.1793,-0.0349695,0.000201671,0.047896272,0.002307355,0.042228064,0.040444855,71,0.965478903
838,170,25081802,2508,18,2,13,1802,893.5105763,940264.7467,-0.032974719,0.000180481,0.050623594,0.00252436,0.058499562,0.055077363,71,0.974372528
839,171,25081803,2508,18,3,13,1803,897.4985997,530663.7929,-0.032719752,0.000159903,0.039999039,0.002052792,0.038825109,0.03731772,58,0.950789195
840,172,25081804,2508,18,4,13,1804,770.8701383,1372209.585,-0.030226492,0.000221942,0.047304393,0.002430553,0.064676072,0.060493078,69,0.975465267
841,173,25081901,2508,19,1,13,1901,666.2694624,1180501.291,-0.044597658,0.000216401,0.017736541,0.00239557,0.056424443,0.053240725,65,0.971073928
842,174,25081902,2508,19,2,13,1902,711.1984715,996828.2864,-0.04752222,0.000194833,0.008885723,0.001501283,0.039766658,0.038185271,82,0.964510955
843,175,25081903,2508,19,3,13,1903,734.4844682,1327372.81,-0.037797084,0.000485066,0.030633165,0.002241671,0.057034012,0.053781134,58,0.939157538
844,176,25081904,2508,19,4,13,1904,998.6400757,1020448.303,-0.034096997,0.000949717,0.038369411,0.001312517,0.026640355,0.025930647,70,0.94673812
845,177,25082001,2508,20,1,13,2001,654.7095479,1269586.545,-0.041931703,0.000257807,0.02723048,0.002279073,0.050534393,0.047980668,57,0.950534028
846,178,25082002,2508,20,2,13,2002,746.214981,1176465.78,-0.039904135,0.000219712,0.030498206,0.002087837,0.045408485,0.043346554,82,0.971659255
847,179,25082003,2508,20,3,13,2003,672.262627,2085101.042,-0.034462042,0.000397538,0.04471192,0.002580722,0.069807597,0.064934497,63,0.96354423
848,180,25082004,2508,20,4,13,2004,806.3603141,2638554.667,-0.029493263,0.001148923,0.062302283,0.002849119,0.082947668,0.076067353,60,0.966483196
849,181,25082101,2508,21,1,13,2101,875.3315774,852966.4552,-0.029270543,0.000332534,0.045443047,0.00219139,0.05393554,0.051026498,72,0.960830417
850,182,25082102,2508,21,2,13,2102,809.7277315,1158562.172,-0.02970698,0.000321573,0.042525783,0.002145524,0.059178082,0.055676037,64,0.95926439
851,183,25082103,2508,21,3,13,2103,833.9921102,907152.4202,-0.032518655,0.000201478,0.037904126,0.001648298,0.053968167,0.051055604,65,0.96350977
852,184,25082104,2508,21,4,13,2104,814.6442847,1127193.541,-0.034067242,0.000425659,0.041250884,0.002804429,0.071195637,0.066126819,66,0.975485282
853,185,25082201,2508,22,1,13,2201,823.2125048,1477209.625,-0.034196426,0.000293293,0.036595782,0.002282281,0.064552351,0.060385345,61,0.964820823
854,186,25082202,2508,22,2,13,2202,954.5588316,1082723.38,-0.035193731,0.000305909,0.030436391,0.00164693,0.041584484,0.039855215,75,0.970817156
855,187,25082203,2508,22,3,13,2203,1023.743419,689912.5758,-0.032851615,0.000203952,0.036230279,0.001214936,0.031637768,0.03063682,59,0.950076553
856,188,25082204,2508,22,4,13,2204,938.527965,980024.7821,-0.031594819,0.000268808,0.048080453,0.002095274,0.050987698,0.048387953,71,0.975139884
857,189,25082301,2508,23,1,13,2301,973.7790804,1004392.37,-0.03887037,0.000216947,0.038745493,0.00144823,0.03556067,0.034296108,64,0.95612788
858,190,25082302,2508,23,2,13,2302,924.1467247,844687.0326,-0.038859755,0.000178415,0.033491087,0.001356783,0.031838233,0.03082456,63,0.950260635
859,191,25082303,2508,23,3,13,2303,783.8658593,1195316.212,-0.031915812,0.000159181,0.045449119,0.001887543,0.064900553,0.060688472,69,0.954652328
860,192,25082304,2508,23,4,13,2304,983.5200656,922638.8952,-0.030772067,0.000254243,0.04504218,0.00154938,0.049061772,0.046654715,74,0.972658172
861,193,25082401,2508,24,1,13,2401,606.4054568,1028380.583,-0.025700954,0.000241655,0.051477776,0.001746578,0.046951186,0.044746772,45,0.900085662
862,194,25082402,2508,24,2,13,2402,545.1465681,778975.6457,-0.026808389,0.000234742,0.04459219,0.001356854,0.036866612,0.035507465,64,0.954230615
863,195,25082403,2508,24,3,13,2403,557.6106091,748529.1138,-0.02230097,0.00016668,0.05081171,0.001523933,0.052661847,0.049888577,62,0.941655731
864,196,25082404,2508,24,4,13,2404,602.4225081,1365421.131,-0.022194649,0.000312262,0.058315113,0.002355138,0.076625938,0.070754404,60,0.951756065
865,1001,25090101,2509,1,1,13,101,1109.470425,712968.4171,-0.034794754,0.000191911,0.028473177,0.001463048,0.040187377,0.038572351,93,0.983742505
866,1002,25090102,2509,1,2,13,102,788.1469984,811126.5028,-0.038381145,0.000258723,0.027476187,0.001280154,0.043072033,0.041216833,71,0.977927641
867,1003,25090103,2509,1,3,13,103,603.9877606,791678.1552,-0.041240837,0.000350679,0.02323659,0.001216404,0.035090122,0.033858805,65,0.935186367
868,1004,25090104,2509,1,4,13,104,491.9252241,964284.1602,-0.040276594,0.000320271,0.027356589,0.001538638,0.052683488,0.049907938,79,0.976285522
869,1005,25090105,2509,1,5,13,105,645.9271686,529696.3217,-0.042289443,0.000187372,0.020365211,0.001068447,0.029407734,0.028542919,81,0.971239543
870,1006,25090201,2509,2,1,13,201,885.5460222,667822.5624,-0.036781969,0.000193775,0.038280727,0.000996265,0.023935369,0.023362467,78,0.948324888
871,1007,25090202,2509,2,2,13,202,860.6941057,640379.3929,-0.035316957,0.000171528,0.044175276,0.001025336,0.033650289,0.032517947,85,0.980003646
872,1008,25090203,2509,2,3,13,203,958.4484861,656866.8197,-0.031711938,0.000189614,0.045896868,0.000831209,0.020081642,0.019678369,67,0.852310216
873,1009,25090204,2509,2,4,13,204,831.124672,1029610.875,-0.029353609,0.000209956,0.051599022,0.00120464,0.047371161,0.045127134,86,0.984288422
874,1010,25090205,2509,2,5,13,205,945.6849354,505776.0548,-0.032513904,0.000161832,0.044617761,0.000966054,0.027455064,0.026701283,76,0.854408924
875,1011,25090301,2509,3,1,13,301,835.4388512,697624.5365,-0.03607536,0.000379265,0.037199105,0.001073387,0.023785383,0.023219639,76,0.940835521
876,1012,25090302,2509,3,2,13,302,823.0925416,524558.9677,-0.035072755,0.000311976,0.039832799,0.000974364,0.026240105,0.025551562,86,0.976394889
877,1013,25090303,2509,3,3,13,303,833.0196508,838384.3628,-0.031923541,0.000381756,0.04393982,0.001323388,0.037739469,0.036315201,84,0.97497357
878,1014,25090304,2509,3,4,13,304,853.331335,842911.7272,-0.030529072,0.000329169,0.043942465,0.001365269,0.038028439,0.036582277,91,0.979240331
879,1015,25090305,2509,3,5,13,305,965.1153142,548223.7954,-0.02904079,0.000147922,0.049473672,0.001269156,0.040060282,0.038455456,81,0.979313613
880,1016,25090401,2509,4,1,13,401,1030.396806,677243.9835,-0.025713975,0.000337848,0.053163492,0.001216629,0.031336456,0.030354483,80,0.933272578
881,1017,25090402,2509,4,2,13,402,956.5143742,677883.6007,-0.030334349,0.000383993,0.053600711,0.001313968,0.041804783,0.040057143,83,0.975483942
882,1018,25090403,2509,4,3,13,403,875.5011915,644366.8794,-0.036126781,0.000365588,0.042569342,0.001272743,0.036979209,0.035611748,76,0.924685125
883,1019,25090404,2509,4,4,13,404,710.6832609,1437005.073,-0.033707454,0.000333606,0.04984525,0.001650951,0.069790382,0.064919685,70,0.982101522
884,1020,25090405,2509,4,5,13,405,807.9962419,910344.7453,-0.029325389,0.000134506,0.046474508,0.00139669,0.051414797,0.048771316,69,0.9683234
885,1021,25090501,2509,5,1,13,501,896.7183237,974243.4864,-0.029374264,0.000226771,0.053808196,0.001458196,0.050780608,0.048201938,81,0.977525427
