fid,id,Trial,Row,Column,Combocode,MasonPlot#,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,612PLTCOUNT,6-12HA_mean,,NDRE_mean,NDRE_Var
632,132,2506,8,4,25060804,804,25,9.930433593,216.4725507,1239.655046,2791302.9,0.185620654,0.013682584,0.054790227,0.006590708,-0.031611714,0.000555979,0.154041855,0.130312962,0.848561066,40,,,
633,133,2506,9,1,25060901,901,25,11.3403621,194.4173283,896.2630127,2489045.527,0.198930586,0.022657332,0.060958214,0.013728143,-0.035285804,0.001236758,0.235559567,0.180071257,0.649192519,27,,,
634,134,2506,9,2,25060902,902,25,13.05710299,296.6492237,800.6672047,3296883.299,0.213652803,0.023764997,0.07300591,0.013263427,-0.035005285,0.001277362,0.25213418,0.188562535,0.757737596,33,,,
635,135,2506,9,3,25060903,903,25,13.50222866,334.538983,750.1319423,3537978.457,0.221248434,0.02567776,0.078854664,0.01424958,-0.032617985,0.00124997,0.265197298,0.194867691,0.709580402,34,,,
636,136,2506,9,4,25060904,904,25,12.71130073,283.7106031,798.4741601,2784286.131,0.222210267,0.023909454,0.081764444,0.013705187,-0.026712846,0.000994626,0.248906028,0.186951817,0.61696466,24,,,
637,137,2506,10,1,25061001,1001,25,13.94549782,321.7410991,750.7241892,3258959.919,0.225316756,0.025622441,0.083875358,0.014134315,-0.027760778,0.001349899,0.273058086,0.198497368,0.602577423,21,,,
638,138,2506,10,2,25061002,1002,25,13.84238595,353.866499,650.9571274,3643382.346,0.202037408,0.026790132,0.056737726,0.014554011,-0.036557015,0.001467241,0.23266054,0.178529613,0.640497977,24,,,
639,139,2506,10,3,25061003,1003,25,11.74396281,305.2342125,767.4228253,3382763.945,0.173304702,0.021207096,0.029633824,0.011297441,-0.041950167,0.001315015,0.180062902,0.147640253,0.760543871,36,,,
640,140,2506,10,4,25061004,1004,25,15.15583101,401.8205424,482.8015434,3972144.593,0.220550364,0.028000763,0.070771231,0.014913296,-0.030180774,0.001206801,0.255376785,0.190159483,0.437607087,14,,,
641,141,2506,11,1,25061101,1101,25,13.568415,434.7630901,861.9580125,4236895.767,0.223274749,0.021974307,0.084031644,0.010262774,-0.033172428,0.000881605,0.248296807,0.186645503,0.410393351,13,,,
642,142,2506,11,2,25061102,1102,25,11.15153007,247.1197903,1035.26059,3047102.895,0.22342714,0.021387764,0.091332659,0.012413877,-0.028083747,0.001387913,0.250526431,0.187762938,0.72270424,30,,,
643,143,2506,11,3,25061103,1103,25,12.23363055,325.6323595,922.6407638,3853701.392,0.22851788,0.023520834,0.092543483,0.013071628,-0.027210909,0.001455071,0.254909469,0.189930632,0.87502962,46,,,
644,144,2506,11,4,25061104,1104,25,13.85781096,475.8660912,663.5542991,4853317.807,0.231350825,0.024852115,0.08724203,0.011833424,-0.028560966,0.000784471,0.260584181,0.192680066,0.575873571,21,,,
645,145,2506,12,1,25061201,1201,25,17.59374231,590.9019897,472.6493668,5530697.853,0.254994104,0.03007073,0.105188892,0.014705649,-0.029136511,0.001074093,0.305281295,0.212084626,0.317251435,10,,,
646,146,2506,12,2,25061202,1202,25,11.60916177,300.0086293,948.5485299,3183414.386,0.211326059,0.0187889,0.074865905,0.009701435,-0.035910402,0.001696794,0.210392452,0.166127468,0.847376383,45,,,
647,147,2506,12,3,25061203,1203,25,11.94444596,277.0012902,882.2114336,3285203.148,0.220053514,0.022073725,0.082423266,0.012497385,-0.031868077,0.001948664,0.228616756,0.176351135,0.776661867,36,,,
648,148,2506,12,4,25061204,1204,25,12.62433674,284.993908,774.3717855,2960690.357,0.192768459,0.018188406,0.049370926,0.00902452,-0.038911714,0.000920042,0.196789016,0.158063099,0.773330417,32,,,
649,149,2506,13,1,25061301,1301,25,12.39495706,365.3702355,711.3997049,3907379.003,0.22018416,0.023146268,0.07547271,0.011563322,-0.031427316,0.001223732,0.245036373,0.184993549,0.700220533,28,,,
650,150,2506,13,2,25061302,1302,25,12.41299056,374.3939951,616.1365291,4122494.929,0.210795986,0.024409516,0.063285561,0.012667894,-0.035422401,0.001548145,0.244249966,0.18459192,0.636897168,25,,,
651,151,2506,13,3,25061303,1303,25,12.09883164,261.2883416,684.3410894,3272367.594,0.218328263,0.0241764,0.0737381,0.013855135,-0.028504653,0.001676202,0.255643418,0.190289861,0.812488609,51,,,
652,152,2506,13,4,25061304,1304,25,8.677833994,166.9154351,1131.076724,1943207.398,0.152579015,0.011476247,0.018230509,0.0060122,-0.039239681,0.000683231,0.11450841,0.101396234,0.830751285,37,,,
653,153,2506,14,1,25061401,1401,25,13.37924337,331.9631307,651.7206169,3371735.353,0.209635281,0.024499389,0.063299672,0.01339494,-0.032507363,0.001141543,0.234346363,0.179428145,0.607396741,21,,,
654,154,2506,14,2,25061402,1402,25,13.36021226,274.2546395,473.1577338,3005935.292,0.197984383,0.025817989,0.045869693,0.014789101,-0.032072204,0.001393538,0.244207993,0.184570449,0.75215529,36,,,
655,155,2506,14,3,25061403,1403,25,14.50510218,335.9373868,308.7720788,3494650.493,0.195603201,0.026355802,0.038263607,0.014451451,-0.030920102,0.001398603,0.244685799,0.184814659,0.712528025,36,,,
656,156,2506,14,4,25061404,1404,25,12.43111184,228.5916103,659.1374096,2654902.366,0.203078592,0.022772697,0.056919548,0.013095598,-0.026280961,0.001229793,0.236868024,0.180761563,0.726392914,35,,,
657,157,2506,15,1,25061501,1501,25,9.499466674,181.4758291,972.1172879,2544648.055,0.193633002,0.017549536,0.058111689,0.010602962,-0.027182899,0.001330915,0.189289719,0.153459121,0.747844631,31,,,
658,158,2506,15,2,25061502,1502,25,11.8574829,281.3423975,856.309707,3925094.61,0.206113118,0.020075605,0.066414196,0.011897234,-0.033469401,0.001305973,0.208235294,0.164873356,0.683350041,31,,,
659,159,2506,15,3,25061503,1503,25,9.54094191,186.0206134,1100.779439,3254039.86,0.193164459,0.017810322,0.059821604,0.011547803,-0.035545662,0.001289687,0.17284761,0.142971314,0.770659425,30,,,
660,160,2506,15,4,25061504,1504,25,11.46739428,300.4563333,970.6892281,3608555.233,0.200779529,0.01873031,0.062811033,0.009915654,-0.034431731,0.001210887,0.1892609,0.153441212,0.682780117,26,,,
661,161,2506,16,1,25061601,1601,25,10.34413986,213.4434796,930.0148885,2497685.067,0.17659972,0.013570237,0.037711212,0.00719672,-0.024373754,0.00091045,0.143548917,0.122942625,0.877045894,38,,,
662,162,2506,16,2,25061602,1602,25,13.401586,293.1227867,792.1555649,3661612.274,0.241481795,0.025163662,0.102960317,0.014877675,-0.016209129,0.001609177,0.266393218,0.195427872,0.672651053,28,,,
663,163,2506,16,3,25061603,1603,25,12.90128521,329.7333235,909.5253758,4274073.579,0.242172103,0.026565934,0.10654437,0.01523673,-0.020129352,0.001403092,0.254689636,0.189822825,0.642004338,25,,,
664,164,2506,16,4,25061604,1604,25,13.11748776,384.8121123,880.7632304,4097778.202,0.224236483,0.022502537,0.086513306,0.011727178,-0.026569062,0.000830217,0.215690565,0.169168145,0.609832121,21,,,
665,165,2506,17,1,25061701,1701,25,8.408357491,115.0957831,884.3837336,2062006.073,0.214123677,0.019888817,0.076912086,0.013744157,-0.028732872,0.001395551,0.207843352,0.164644493,0.609157689,23,,,
666,166,2506,17,2,25061702,1702,25,10.24669784,188.9632603,785.3677251,3034931.81,0.210986931,0.016730249,0.069642944,0.009882047,-0.032210498,0.000972093,0.202149479,0.161285067,0.855455722,52,,,
667,167,2506,17,3,25061703,1703,25,9.335448231,185.8992887,912.7157526,3453851.393,0.216443014,0.019307111,0.07920385,0.012398281,-0.027007322,0.001062248,0.208554395,0.165059459,0.858348524,51,,,
668,168,2506,17,4,25061704,1704,25,10.08815487,215.051345,813.4506504,2714298.55,0.210324817,0.019075319,0.069810909,0.011682634,-0.027889072,0.000951027,0.195778191,0.157449091,0.747425593,37,,,
669,169,2506,18,1,25061801,1801,25,11.90445442,244.3881568,720.1136423,2748124.117,0.225013538,0.021558805,0.082542912,0.012487705,-0.02911165,0.001054216,0.234896574,0.179720174,0.529026849,17,,,
670,170,2506,18,2,25061802,1802,25,10.19235923,170.3605148,941.4099926,2263312.151,0.21853728,0.022147102,0.083277227,0.014632501,-0.027815335,0.001244721,0.224191211,0.173929512,0.745885355,33,,,
671,171,2506,18,3,25061803,1803,25,13.656656,297.6697848,672.856749,3496329.385,0.245517074,0.024616264,0.103309891,0.014093014,-0.022296446,0.001075829,0.276360056,0.199985175,0.669673939,29,,,
672,172,2506,18,4,25061804,1804,25,10.82745044,240.7210947,892.4887004,2574468.807,0.192838425,0.014613993,0.053143742,0.00744513,-0.03388184,0.000576797,0.164675325,0.137557362,0.880524925,40,,,
673,173,2506,19,1,25061901,1901,25,11.5956184,331.1549209,747.0043162,3760542.421,0.219046456,0.020836366,0.07615859,0.010159402,-0.031633974,0.000986642,0.227257809,0.175611697,0.741182903,36,,,
674,174,2506,19,2,25061902,1902,25,10.98325994,284.5501178,891.5444567,3429947.159,0.215264866,0.023479962,0.077078477,0.013289064,-0.030972657,0.001238952,0.215323176,0.168959106,0.5897277,26,,,
675,175,2506,19,3,25061903,1903,25,10.51098105,207.750905,943.3098706,3154513.659,0.208038521,0.02035193,0.06998568,0.011524291,-0.031576401,0.000944846,0.203621147,0.162159576,0.59594634,20,,,
676,176,2506,19,4,25061904,1904,25,10.25319364,155.403683,828.5890693,2229166.072,0.210003301,0.017469992,0.069903437,0.010318002,-0.027025615,0.000747597,0.205624094,0.163342826,0.66875057,26,,,
677,177,2506,20,1,25062001,2001,25,13.76033148,455.5011565,603.9572791,4556767.087,0.225658209,0.022725183,0.079069689,0.010379998,-0.034656669,0.00086336,0.235319859,0.179944423,0.564460565,19,,,
678,178,2506,20,2,25062002,2002,25,15.21648159,463.9701206,484.0727965,5202831.265,0.242491677,0.025851948,0.093192835,0.012423238,-0.028373595,0.001276123,0.272960998,0.198453291,0.463828081,16,,,
679,179,2506,20,3,25062003,2003,25,10.74193284,199.6700837,909.253719,3080294.336,0.211495981,0.020101246,0.074320671,0.01190833,-0.027372988,0.001245774,0.20504266,0.163000168,0.780997685,29,,,
680,180,2506,20,4,25062004,2004,25,9.866663021,122.1888443,908.2916458,2084564.885,0.217540474,0.019176682,0.081064875,0.01252994,-0.020579259,0.00107304,0.20801772,0.164746348,0.7261078,27,,,
681,181,2506,21,1,25062101,2101,25,11.77136448,241.6439179,767.9201282,3183646.271,0.224962358,0.020336775,0.083011909,0.011078925,-0.029777482,0.001066648,0.232629391,0.178512957,0.620044836,20,,,
682,182,2506,21,2,25062102,2102,25,14.31173735,401.0067323,579.1168097,4940600.55,0.21325821,0.020152326,0.064879816,0.008710879,-0.037469106,0.000801135,0.217619699,0.170261366,0.614836417,23,,,
683,183,2506,21,3,25062103,2103,25,9.751456789,157.0245119,1126.995557,2550301.38,0.16955838,0.010139063,0.034615892,0.004751165,-0.041359358,0.000551668,0.115093152,0.101846719,0.887114708,45,,,
684,184,2506,21,4,25062104,2104,25,10.90210345,129.8497396,891.938631,2267516.153,0.218602072,0.019978685,0.081577613,0.012652571,-0.022569434,0.000950426,0.219945841,0.171569668,0.641081258,22,,,
685,185,2506,22,1,25062201,2201,25,14.59907002,386.7654587,545.7252844,4221454.63,0.223449808,0.02072697,0.074256219,0.009517413,-0.030719876,0.000953628,0.239578775,0.182180785,0.523921483,18,,,
686,186,2506,22,2,25062202,2202,25,14.45509998,348.1896673,557.140474,4472222.183,0.223511643,0.022844231,0.074779827,0.011079598,-0.031866789,0.000949829,0.235509724,0.180044894,0.538478364,19,,,
687,187,2506,22,3,25062203,2203,25,10.41941572,162.088246,974.9026043,2570906.461,0.184614608,0.013435279,0.046350024,0.007051855,-0.036177189,0.000674328,0.149707314,0.127295034,0.929519192,60,,,
688,188,2506,22,4,25062204,2204,25,14.48656708,350.2279329,537.7739162,3806796.463,0.227900206,0.021784361,0.079171322,0.011205117,-0.025569515,0.000893605,0.237223681,0.180948606,0.56374738,22,,,
689,189,2506,23,1,25062301,2301,25,13.61581395,321.5392957,566.7395241,3393056.816,0.211261501,0.017540316,0.062201288,0.007971947,-0.029058939,0.000795402,0.210478796,0.166177473,0.715803671,28,,,
690,190,2506,23,2,25062302,2302,25,14.03072503,302.5191928,498.4014778,3847864.685,0.236149793,0.021777724,0.087464406,0.011673336,-0.024364481,0.001192047,0.258878249,0.191860301,0.647570267,37,,,
691,191,2506,23,3,25062303,2303,25,11.43313739,263.3327748,731.4643773,3308799.624,0.202792772,0.018768446,0.059145432,0.010535673,-0.032053834,0.000919969,0.18479836,0.150647926,0.847030091,33,,,
692,192,2506,23,4,25062304,2304,25,14.93291015,299.9318566,494.791978,3311144.918,0.238677276,0.021939663,0.0894332,0.011861309,-0.021006883,0.000888044,0.259275473,0.192051702,0.77856557,32,,,
693,193,2506,24,1,25062401,2401,25,12.05792424,264.0389257,318.0863284,2803169.56,0.224967741,0.018844992,0.070734106,0.011165197,-0.026615007,0.00137785,0.206235471,0.163702402,0.661921514,20,,,
694,194,2506,24,2,25062402,2402,25,14.70693616,273.149686,5.014599513,2631881.166,0.234828445,0.023040063,0.070674388,0.01440095,-0.030031096,0.001880435,0.26483781,0.194698744,0.475512622,17,,,
695,195,2506,24,3,25062403,2403,25,14.21175891,264.8273094,-15.4786736,2673016.953,0.221504349,0.021863869,0.055414645,0.012921095,-0.033542414,0.001489349,0.233427266,0.178938977,0.604830478,26,,,
696,196,2506,24,4,25062404,2404,25,13.19248968,312.5515756,121.7608839,2924285.008,0.192988028,0.012796664,0.030134605,0.006152604,-0.035684392,0.000617422,0.15406285,0.130327489,0.879422541,35,,,
697,101,2507,1,1,25070101,101,25,12.9314192,302.8048127,511.4537985,2957931.651,0.230187721,0.024569544,0.081491227,0.014761403,-0.030663955,0.001431982,0.254334154,0.189648292,0.606302513,27,,,
698,102,2507,1,2,25070102,102,25,12.59019667,227.0509677,494.9501299,2529761.453,0.230139556,0.025101083,0.080310448,0.015771016,-0.033766364,0.00157402,0.250499193,0.187749347,0.591939776,23,,,
699,103,2507,1,3,25070103,103,25,14.33489237,286.3913344,361.629917,2633778.961,0.237636835,0.024717681,0.084219293,0.014675362,-0.033249287,0.001124344,0.260523509,0.19265101,0.558888929,18,,,
700,104,2507,2,1,25070201,201,25,10.61126915,158.458954,966.7811262,2792397.387,0.221125029,0.0207835,0.085587951,0.013566455,-0.016856095,0.001040193,0.227078775,0.175514005,0.854978947,41,,,
701,105,2507,2,2,25070202,202,25,10.79224687,138.8949833,999.7864695,2762810.664,0.217603515,0.022168361,0.081713609,0.014943686,-0.020290045,0.00124137,0.222416765,0.172947547,0.553023951,22,,,
702,106,2507,2,3,25070203,203,25,10.42784464,136.308798,999.9798355,2124926.981,0.206344414,0.017908744,0.069908607,0.010978762,-0.02944772,0.001022585,0.197538293,0.158516916,0.687608216,23,,,
703,107,2507,3,1,25070301,301,25,12.65265923,278.7701948,914.0677665,3176520.007,0.232136127,0.024943353,0.096440493,0.014879452,-0.021621266,0.001585118,0.252817903,0.188901011,0.475583748,16,,,
704,108,2507,3,2,25070302,302,25,10.28630422,137.9991708,1231.23628,2166604.346,0.20852077,0.020514678,0.080276201,0.01363861,-0.028980699,0.001565788,0.200951704,0.160570117,0.494340861,21,,,
705,109,2507,3,3,25070303,303,25,10.56006454,125.2066591,1175.658148,2148533.032,0.206461036,0.017257126,0.076533733,0.010569536,-0.032375321,0.001298319,0.203587738,0.162139771,0.487532354,15,,,
706,110,2507,4,1,25070401,401,25,8.036509326,134.6682235,1283.884943,2019879.412,0.192036725,0.015281039,0.065983002,0.00996174,-0.029835262,0.001383049,0.145244216,0.124148334,0.85838224,43,,,
707,111,2507,4,2,25070402,402,25,11.11842105,180.943822,950.7882423,2458622.418,0.239707173,0.024223863,0.106713147,0.01620431,-0.021865787,0.002256265,0.250765948,0.187882387,0.482264591,17,,,
708,112,2507,4,3,25070403,403,25,11.18763332,216.038332,928.0601209,2680977.553,0.239924559,0.024658752,0.105859743,0.015742758,-0.025868259,0.001694254,0.264015752,0.194311435,0.416608946,20,,,
709,113,2507,5,1,25070501,501,25,11.46703868,224.1134576,833.0560315,3012109.425,0.240450767,0.026754863,0.103512628,0.016783392,-0.020553405,0.001265918,0.258958368,0.191898931,0.554761688,17,,,
710,114,2507,5,2,25070502,502,25,12.14769248,236.1656323,834.3899165,3403470.647,0.231473786,0.024691608,0.093386331,0.014716683,-0.027103904,0.001341679,0.238435039,0.181583771,0.430904385,14,,,
711,115,2507,5,3,25070503,503,25,10.47954048,151.0898987,1013.234212,2657732.393,0.219348849,0.020610993,0.085856573,0.012568241,-0.030729354,0.001167868,0.21892779,0.170998413,0.620858091,22,,,
712,116,2507,6,1,25070601,601,25,13.18996827,289.6900908,739.4780062,3173332.904,0.249171751,0.028444512,0.108598551,0.017636983,-0.019023797,0.00156864,0.291981184,0.206728172,0.457511574,16,,,
713,117,2507,6,2,25070602,602,25,11.0220928,194.4232671,1048.193618,2513619.493,0.216113591,0.022267783,0.082262918,0.01401718,-0.029314123,0.00155291,0.220490526,0.171874454,0.547782659,19,,,
714,118,2507,6,3,25070603,603,25,9.726723029,124.474555,1100.692468,1851180.495,0.214595027,0.020420201,0.083096563,0.013925593,-0.029801954,0.001294131,0.21486224,0.168696458,0.728169142,29,,,
715,119,2507,7,1,25070701,701,25,9.059812931,140.5309646,1177.502631,2771002.249,0.213617018,0.021616706,0.085056858,0.014222442,-0.022490395,0.00135067,0.218220107,0.170600092,0.678325375,28,,,
716,120,2507,7,2,25070702,702,25,10.73013268,158.6618728,1068.408819,3097298.738,0.212970173,0.021142039,0.079516671,0.012986882,-0.028205383,0.001297583,0.227301327,0.175635434,0.668908451,29,,,
717,121,2507,7,3,25070703,703,25,11.5154814,193.3456028,984.0313019,2500667.174,0.207073145,0.021256431,0.070826704,0.012425673,-0.031676873,0.001194014,0.215727571,0.169189186,0.601224758,20,,,
718,122,2507,8,1,25070801,801,25,10.19547021,155.5447007,1074.707681,3299341.546,0.213067261,0.019552905,0.081111457,0.01161076,-0.016953992,0.000998404,0.211007167,0.166483142,0.683957278,33,,,
719,123,2507,8,2,25070802,802,25,13.68874299,302.7520317,796.4718701,4731685.754,0.234211031,0.026416297,0.094342039,0.014350793,-0.018846801,0.001073813,0.252222678,0.188606399,0.46410864,20,,,
720,124,2507,8,3,25070803,803,25,12.3804223,201.2026614,807.8425578,3073644.57,0.213522178,0.02578351,0.073374848,0.015485335,-0.026930219,0.00132365,0.235599803,0.180092536,0.435495042,17,,,
721,125,2507,9,1,25070901,901,25,9.133083591,164.5510181,1032.633682,2303637.054,0.199777664,0.019028311,0.066019158,0.011941336,-0.027934487,0.000883244,0.180279456,0.147778774,0.868552473,43,,,
722,126,2507,9,2,25070902,902,25,11.22347698,206.5450761,850.8268564,2881342.734,0.23353398,0.02599233,0.096351299,0.016710568,-0.023040058,0.001271848,0.247894564,0.186442849,0.478912259,21,,,
723,127,2507,9,3,25070903,903,25,11.49329722,230.8917257,865.52709,3145523.417,0.232262964,0.023248704,0.095012899,0.013438154,-0.027357439,0.001152111,0.252790545,0.188887485,0.33007072,11,,,
724,128,2507,10,1,25071001,1001,25,11.46835512,244.4714153,817.5414529,3406504.574,0.21432363,0.023322952,0.075488242,0.013687713,-0.028286402,0.001082146,0.223073136,0.173311512,0.613341839,21,,,
725,129,2507,10,2,25071002,1002,25,13.63594344,331.4072982,772.8872903,4212523.883,0.241106814,0.026366694,0.102310029,0.015522095,-0.024746527,0.001345304,0.265240817,0.194888126,0.594083229,24,,,
726,130,2507,10,3,25071003,1003,25,12.96865341,266.6602499,707.3470442,3219371.054,0.253382351,0.029409948,0.11373309,0.018578271,-0.02427847,0.00141503,0.282283432,0.202599496,0.419812266,15,,,
727,131,2507,11,1,25071101,1101,25,13.97984687,418.6450683,709.2444517,4323565.609,0.270075031,0.031474771,0.131636157,0.018423393,-0.015724165,0.001250795,0.322203992,0.21838858,0.471785805,17,,,
728,132,2507,11,2,25071102,1102,25,12.01774921,311.5367559,916.7345714,3307035.606,0.24487982,0.027748733,0.111043021,0.017203998,-0.023420524,0.001310863,0.26957473,0.196904195,0.587648785,23,,,
729,133,2507,11,3,25071103,1103,25,11.11649476,207.657847,901.9583981,2447437.937,0.244577128,0.025444541,0.11065981,0.016929282,-0.025245265,0.001391725,0.275751689,0.199712695,0.489428019,18,,,
730,134,2507,12,1,25071201,1201,25,12.6195242,224.3622111,635.0132291,2400362.838,0.206843016,0.025982242,0.061474884,0.01591444,-0.031680338,0.001123465,0.238474159,0.181604235,0.587768866,22,,,
731,135,2507,12,2,25071202,1202,25,11.76693025,188.1137361,732.329937,2143161.093,0.197831092,0.025999096,0.055049584,0.016871384,-0.035178745,0.001216745,0.221659781,0.172526722,0.525546381,24,,,
732,136,2507,12,3,25071203,1203,25,12.31963895,203.2587172,661.2715372,2138310.646,0.224850093,0.026618724,0.08136356,0.017233495,-0.028461979,0.001304907,0.259792123,0.192300176,0.348407794,12,,,
733,137,2507,13,1,25071301,1301,25,11.41820122,191.1847269,909.7738254,2576476.515,0.208920093,0.024591318,0.072181996,0.016057349,-0.021114169,0.001199739,0.229868389,0.177028913,0.552232005,22,,,
734,138,2507,13,2,25071302,1302,25,10.02407266,155.2381228,1044.314816,2326188.005,0.182345128,0.019729227,0.047795794,0.012974363,-0.029795188,0.001155429,0.176277492,0.145203738,0.842209828,40,,,
735,139,2507,13,3,25071303,1303,25,13.55601138,262.9245238,635.3150746,2662251.488,0.230898812,0.027186932,0.086834725,0.017041836,-0.022314798,0.001370127,0.26260803,0.193645052,0.336164783,10,,,
736,140,2507,14,1,25071401,1401,25,12.36389505,232.9549973,888.8915815,3180385.045,0.235272647,0.02890116,0.099833949,0.018374645,-0.019204059,0.002831921,0.269555939,0.196895535,0.655919074,28,,,
737,141,2507,14,2,25071402,1402,25,15.72864019,384.2739188,694.8055624,4591917.299,0.267637078,0.034902995,0.128615244,0.021103346,-0.016654623,0.003222691,0.311289793,0.214388458,0.472833318,20,,,
738,142,2507,14,3,25071403,1403,25,11.2689225,164.4693827,880.0541453,2678967.786,0.228617937,0.026126919,0.092616564,0.017234565,-0.024755834,0.002077608,0.256804442,0.190855921,0.392275163,11,,,
739,143,2507,15,1,25071501,1501,25,8.94998496,179.3642572,1194.757401,2931088.237,0.217929872,0.022016211,0.090240229,0.013792982,-0.02368912,0.002096453,0.215619787,0.169127895,0.68008239,29,,,
740,144,2507,15,2,25071502,1502,25,10.37383433,188.8649242,1080.17815,2945519.776,0.231154162,0.027084513,0.100968408,0.017974904,-0.024463306,0.002346624,0.243498236,0.184206845,0.456174246,18,,,
741,145,2507,15,3,25071503,1503,25,10.43903373,195.1992555,966.2428036,2612149.239,0.220238098,0.022617207,0.085351253,0.01387685,-0.030728579,0.001454276,0.238502996,0.181619317,0.519347489,20,,,
742,146,2507,16,1,25071601,1601,25,9.07017256,135.7227538,1132.656564,2337045.264,0.216645597,0.019144617,0.087338726,0.013175336,-0.023980002,0.001940496,0.204665409,0.162777479,0.679643502,30,,,
743,147,2507,16,2,25071602,1602,25,12.58059134,269.0521809,857.5402637,3382302.518,0.246737102,0.026174295,0.109883572,0.016514377,-0.024701437,0.002331539,0.260222642,0.192506818,0.500583282,18,,,
744,148,2507,16,3,25071603,1603,25,11.27024588,217.2078522,831.2813777,2434974.973,0.251033945,0.026987884,0.114874774,0.018056433,-0.023932956,0.001588952,0.279818396,0.201520061,0.465433336,17,,,
745,149,2507,17,1,25071701,1701,25,9.609553251,202.0444162,883.2827237,2623696.417,0.225148071,0.02118585,0.088852557,0.014549082,-0.021753528,0.00225198,0.219079145,0.171083473,0.595038912,27,,,
746,150,2507,17,2,25071702,1702,25,10.28204918,183.6678294,872.7330491,2398017.161,0.224226445,0.021041835,0.086637717,0.014336514,-0.02578474,0.002273084,0.220891113,0.172098229,0.711069795,30,,,
747,151,2507,17,3,25071703,1703,25,8.905225718,136.3686375,967.8877156,1889830.593,0.226133523,0.020714951,0.092970953,0.014591293,-0.024401496,0.0016678,0.231819425,0.178079179,0.526184357,22,,,
748,152,2507,18,1,25071801,1801,25,8.507000273,98.26192803,1026.647935,1786608.967,0.217054284,0.019302748,0.085126884,0.014008661,-0.021776574,0.001244394,0.206562756,0.163894584,0.65627734,25,,,
749,153,2507,18,2,25071802,1802,25,10.01009465,150.2010526,945.0833069,2487379.771,0.23135633,0.022676577,0.097362917,0.015489958,-0.02170425,0.001407435,0.227964108,0.175996473,0.552282876,23,,,
750,154,2507,18,3,25071803,1803,25,10.47100498,149.5402037,794.4660101,2447192.432,0.216196092,0.021440171,0.077018539,0.013956627,-0.026941531,0.001091149,0.217599431,0.170249919,0.591626568,20,,,
751,155,2507,19,1,25071901,1901,25,8.128767573,87.16453592,895.9601882,1614587.64,0.209930257,0.017454595,0.073258217,0.01234414,-0.024076783,0.000927108,0.190470981,0.154191786,0.728280085,28,,,
752,156,2507,19,2,25071902,1902,25,10.22693212,172.283786,629.8249302,2472585.7,0.228237812,0.021984597,0.083568043,0.014236084,-0.024894596,0.001075234,0.229830991,0.177008706,0.543834068,20,,,
753,157,2507,19,3,25071903,1903,25,10.26852156,197.6424672,408.4297769,2335791.934,0.239029115,0.024203554,0.088817457,0.015678519,-0.023355886,0.001153815,0.253857518,0.189413879,0.447143951,18,,,
754,158,2507,20,1,25072001,2001,25,10.24696389,150.950743,734.8099562,2049304.507,0.22755995,0.020984623,0.086905853,0.013992387,-0.019260924,0.001008003,0.234573304,0.179548669,0.83667815,53,,,
755,159,2507,20,2,25072002,2002,25,9.946919354,172.0230254,738.2849509,2196565.353,0.212785949,0.017930849,0.070595128,0.011095751,-0.026404047,0.000870481,0.20335275,0.162000409,0.877146294,49,,,
756,160,2507,20,3,25072003,2003,25,11.018934,207.0151827,566.8691528,2238219.409,0.223585922,0.02158455,0.07684636,0.013202113,-0.028411179,0.00095106,0.228494035,0.176284511,0.686393876,25,,,
757,161,2507,21,1,25072101,2101,25,11.67641427,169.5746609,811.8830507,2943423.457,0.215592488,0.01945378,0.075643655,0.012033326,-0.024529227,0.00082794,0.217693402,0.170302985,0.721350322,32,,,
758,162,2507,21,2,25072102,2102,25,14.52653597,333.9362234,565.9648321,4557578.994,0.231860811,0.02510069,0.084715061,0.014212107,-0.027331502,0.000916914,0.246219889,0.185595655,0.673021891,29,,,
759,163,2507,21,3,25072103,2103,25,13.22373243,253.4435991,501.0671828,2954316.437,0.219091543,0.024617395,0.069923974,0.014580286,-0.033280301,0.001099711,0.249165892,0.18708225,0.506433623,18,,,
760,164,2507,22,1,25072201,2201,25,11.65850857,219.4240875,736.3753127,3295643.872,0.224639233,0.022181528,0.08218957,0.014297523,-0.024851146,0.001389043,0.229757445,0.176968961,0.580512877,21,,,
761,165,2507,22,2,25072202,2202,25,12.81213762,266.5542767,660.1701244,3900494.93,0.239757078,0.025422398,0.096261507,0.016663608,-0.023709349,0.001658466,0.254704081,0.189829912,0.503080232,17,,,
762,166,2507,22,3,25072203,2203,25,12.47430181,254.6571188,606.7898956,2748591.248,0.241232444,0.026203939,0.096516884,0.016515841,-0.026232924,0.00135924,0.26726661,0.195835169,0.309862749,10,,,
763,167,2507,23,1,25072301,2301,25,11.92863198,189.126623,759.7668807,3313796.086,0.224842959,0.021102951,0.084323722,0.014134256,-0.019651627,0.001216311,0.22195182,0.172689209,0.703250032,31,,,
764,168,2507,23,2,25072302,2302,25,14.82525838,274.4504355,632.0760652,4017094.303,0.241706206,0.024539293,0.097451187,0.015448489,-0.020608251,0.001320615,0.251162028,0.188079664,0.583700922,23,,,
