Trial,DAS,Variable,Yield_r,Yield_p,PeakStand_r,PeakStand_p
25113,30,ExG,-0.562004734,0.1152746703,0.8196390738,0.0068441642
25113,30,ExR,0.5112713162,0.1594951996,-0.974732308,8.2375708E-6
25113,30,GNDRE,-0.208956342,0.5895036178,0.5482929988,0.1263944827
25113,30,GNDVI,-0.434123951,0.242995847,0.8672740884,0.0024573587
25113,30,HA,-0.107627027,0.7828494773,0.2161139189,0.5765137197
25113,30,NDVI,-0.415199648,0.2664448305,0.9205802173,0.0004298018
25113,30,PlantCount,0.1368943057,0.7254397343,0.1198493779,0.7587485056
25113,30,Thresh,-0.551120419,0.1240514238,0.9254939329,0.0003453997
25113,37,ExG,-0.504141602,0.1663889387,0.8147838968,0.0074731682
25113,37,ExR,0.3221657741,0.3978369146,-0.921454749,0.0004138258
25113,37,GNDRE,0.0998382075,0.798293131,0.3652374471,0.3337722652
25113,37,GNDVI,0.0097452717,0.9801486667,0.6348879668,0.0662103264
25113,37,HA,0.0674632665,0.8630851509,0.0822200915,0.8334433255
25113,37,NDVI,-0.104170956,0.7896943731,0.8129604511,0.0077191893
25113,37,PlantCount,-0.129449022,0.7399434255,0.2607737929,0.4979473846
25113,37,Thresh,-0.367604625,0.3304092879,0.9304363967,0.0002729798
25113,42,ExG,-0.647577022,0.0593326063,0.7755044327,0.0140594403
25113,42,ExR,0.4472336682,0.2274294109,-0.976435303,6.4634081E-6
25113,42,GNDRE,0.4472336682,0.2274294109,-0.976435303,6.4634081E-6
25113,42,GNDVI,0.0612915395,0.8755281269,0.5217121544,0.1497030831
25113,42,HA,-0.303368095,0.4274401793,0.8119496917,0.0078579002
25113,42,NDVI,-0.255435658,0.5071004379,0.9062895292,0.0007560484
25113,42,PlantCount,-0.694316883,0.0379622374,0.7924684708,0.0108716017
25113,42,Thresh,-0.551433597,0.1237935,1,0
25114,10,ExG,-0.358834451,0.3429529047,0.5619442573,0.1153223738
25114,10,ExR,-0.358834451,0.3429529047,0.5619442573,0.1153223738
25114,10,GNDRE,0.0382444234,0.9221840006,0.3797327658,0.3134451542
25114,10,GNDVI,-0.123216812,0.7521389541,0.5357455265,0.1371080444
25114,10,HA,-0.603040875,0.0856073609,0.6910147782,0.0392752821
25114,10,NDVI,-0.212034538,0.5839044946,0.6603933509,0.0528627928
25114,10,PlantCount,-0.429262688,0.2489095598,0.5998103337,0.087749496
25114,10,Thresh,-0.493159688,0.1773363183,0.9265677087,0.000328641
25114,16,ExG,-0.547740412,0.1268554563,0.6705248954,0.0480799428
25114,16,ExR,0.4013290465,0.2843569447,-0.593849456,0.0917879119
25114,16,GNDRE,-0.177661177,0.6474566873,0.6203537735,0.0746786498
25114,16,GNDVI,-0.230546237,0.5506435164,0.7003615143,0.0356329462
25114,16,HA,0.4463573146,0.2284525663,-0.605483728,0.0840091467
25114,16,NDVI,-0.280896633,0.4640647988,0.7281237145,0.0261277602
25114,16,PlantCount,0.6130575623,0.0791717121,-0.829016834,0.0057330051
25114,16,Thresh,-0.447465573,0.2271590772,0.9481820531,0.0000991136
25114,23,ExG,-0.533259641,0.1392918988,0.9079283803,0.0007119462
25114,23,ExR,0.3706655995,0.3260856836,-0.879396983,0.0017792546
25114,23,GNDRE,-0.059123576,0.8799047453,0.6752519562,0.045946731
25114,23,GNDVI,-0.268825539,0.4842706033,0.8571318381,0.0031469797
25114,23,HA,0.2264205239,0.5579939715,0.226054996,0.5586469609
25114,23,NDVI,-0.315367625,0.4084313374,0.8679804579,0.0024136281
25114,23,PlantCount,-0.088219029,0.8214431541,0.5711735917,0.1081791011
25114,23,Thresh,-0.333777378,0.380039594,0.8718342304,0.0021844652
25114,30,ExG,-0.47584172,0.19540995,0.8624833526,0.0027684825
25114,30,ExR,0.4702058396,0.2015052247,-0.866081746,0.002532411
25114,30,GNDRE,-0.309198521,0.4181552877,0.837520205,0.0048379395
25114,30,GNDVI,-0.313336555,0.41162131,0.8552648122,0.00328699
25114,30,HA,0.0900877637,0.8177113991,-0.304372236,0.4258345832
25114,30,NDVI,-0.395708985,0.2917870573,0.9000250775,0.0009422587
25114,30,PlantCount,-0.34528263,0.3627839226,0.3241291905,0.3948009409
25114,30,Thresh,-0.429162321,0.2490324602,0.9340909415,0.0002268206
25114,37,ExG,-0.52533391,0.1463904236,0.8702714201,0.0022754961
25114,37,ExR,0.5356985876,0.1371490922,-0.971115701,0.0000131097
25114,37,GNDRE,-0.279660719,0.4661168602,0.8246014448,0.0062395
25114,37,GNDVI,-0.329826042,0.3860532047,0.8913885719,0.001248326
25114,37,HA,0.7375343996,0.0233316349,-0.349106964,0.3571329915
25114,37,NDVI,-0.42746534,0.251115321,0.9481944382,0.0000990319
25114,37,PlantCount,0.5519976065,0.1233298069,-0.177902959,0.6470021346
25114,37,Thresh,-0.37466422,0.3204803726,0.9411981372,0.0001532191
25114,42,ExG,-0.676149171,0.0455488223,0.7912728813,0.0110784792
25114,42,ExR,0.7150947784,0.0303494365,-0.97153387,0.0000124625
25114,42,GNDRE,0.7150947784,0.0303494365,-0.97153387,0.0000124625
25114,42,GNDVI,-0.471061214,0.2005733911,0.9108235068,0.000638479
25114,42,HA,-0.320373415,0.4006177592,0.7168537379,0.0297552014
25114,42,NDVI,-0.625135096,0.0718224036,0.9785639184,4.6500758E-6
25114,42,PlantCount,-0.218137355,0.5728603975,0.6807306141,0.0435514559
25114,42,Thresh,-0.628122169,0.0700731582,1,0
