fid,id,Trial Name,IDrow,layer,path,805ExG_mean,805ExG_variance,805ExR_mean,805ExR_variance,805gNDVI_mean,805gNDVI_variance,805NDRE_mean,805NDRE_variance,805NDVI_mean,805NDVI_variance,805THRESH_mean,805THRESH_variance,805HA_mean,805HA_variance,805PLTCOUNT_
"49","508",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,26078.8749521623,155861559.016723,73.5014449460567,106736949.433019,0.223231232308752,0.0472947446436463,73.5014449460567,106736949.433019,0.557157105355513,0.0996750693003293,0.781273918867202,0.170884982565148,0.878586378042217,0.106672354360839,104
"50","507",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,22323.3367553059,144521222.145208,-235.864322799477,96618015.9008828,0.249435460598039,0.0502232664457094,-235.864322799477,96618015.9008828,0.556405441477911,0.111457446381915,0.776792384958079,0.173385975629234,0.908290901040514,0.0832985401275385,76
"51","601",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,15947.4752251444,136937667.909918,5234.9964739574,115906318.295057,0.178877824050709,0.0481345428171421,5234.9964739574,115906318.295057,0.45102322277501,0.119808866202272,0.567256287897815,0.245476591737939,0.774423861176555,0.174691544416749,84
"52","602",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,17715.0741740237,159146822.296486,5613.89046932688,131184216.088744,0.156576217283217,0.0484006901584764,5613.89046932688,131184216.088744,0.417009353944465,0.122658710972869,0.556947710654484,0.246756958251087,0.67916987920843,0.217898154384244,56
"53","603",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,25888.2344215919,152024420.285566,-538.070603755016,90587065.0445895,0.25014060296622,0.0269326726762676,-538.070603755016,90587065.0445895,0.58983746113959,0.075809927763216,0.77373397558427,0.175069710610959,0.874012336238976,0.110114772341096,98
"54","604",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,26440.268370058,130676245.405342,-1846.40684718361,75591347.3662886,0.252489202900508,0.0333962955340231,-1846.40684718361,75591347.3662886,0.617864904892228,0.0793380440210373,0.838578774139823,0.135364413702056,0.935230592309624,0.0605743315177827,188
"55","605",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,22541.003918684,146883299.724488,247.630627356784,87558013.4363753,0.21558807895486,0.0449391702235084,247.630627356784,87558013.4363753,0.525151868892879,0.11442157609984,0.7300120369132,0.197094462875064,0.91481194157616,0.0779310531258131,140
"56","606",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,26754.5954330709,127945055.507061,-2979.99369616697,52073083.7724054,0.25578299127729,0.022894794752844,-2979.99369616697,52073083.7724054,0.619239013927445,0.0582539283545244,0.835905511811024,0.137167487134969,0.728975274292614,0.197570323762844,94
"57","607",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,19462.4941478341,215743987.26444,5139.46316804554,136708513.780894,0.0691259051732455,0.0496991073462413,5139.46316804554,136708513.780894,0.33143092423673,0.152148208045591,0.505467967452901,0.249970101331849,0.560739327908668,0.246310734045111,36
"58","608",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,21970.3738230667,164242451.457774,3677.41333925011,139857105.509228,0.15223150113854,0.05042247339509,3677.41333925011,139857105.509228,0.449355020838535,0.118822971073009,0.632373230061721,0.232477327963121,0.544918731165358,0.247982307590333,36
"59","609",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,23484.9696744138,134564569.909102,838.720744930212,91054637.0254884,0.25836088432224,0.0312203990636111,838.720744930212,91054637.0254884,0.597698795702031,0.0797805100304883,0.749964707845125,0.187517644831772,0.707799124732094,0.206819523760767,50
"60","610",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,15263.7068410781,98709251.3018165,5017.45184371971,100226616.513026,0.19909113487152,0.0478903191756887,5017.45184371971,100226616.513026,0.461902765482975,0.112049935562685,0.577153330871881,0.244047363535335,0.934413692163663,0.061284744060817,138
"61","701",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,18273.2454583508,121213095.974361,1356.86717425931,92134737.2759744,0.292138583972401,0.0408506890371131,1356.86717425931,92134737.2759744,0.59759677408979,0.095228111677426,0.711116426478503,0.205429854471108,0.892888320198988,0.0956387678510746,122
"62","702",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,24284.4852487031,138149745.12751,-356.3238644718,80626418.5643433,0.297122407060042,0.0290330368319126,-356.3238644718,80626418.5643433,0.627118843004176,0.0683630532149175,0.8017943240769,0.158920185954986,0.591238113838605,0.241675606583223,42
"63","703",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,22484.2499910303,144393275.879583,1543.08851017505,121977943.705196,0.24303209273432,0.0483296460986078,1543.08851017505,121977943.705196,0.548807308438531,0.117298035260101,0.723111881839383,0.200221088181989,0.794000861120413,0.163563493660327,118
