id,Trial Name,TrialNumber,id_2,Trial Name_2,Combocode,distance
107,AYT Trial,25111,107,AYT Trial,25111107,0.093113884
107,AYT Trial,25111,107,AYT Trial,25111107,0.101550135
107,AYT Trial,25111,107,AYT Trial,25111107,0.031582615
107,AYT Trial,25111,107,AYT Trial,25111107,0.101550135
107,AYT Trial,25111,107,AYT Trial,25111107,0.182284963
107,AYT Trial,25111,107,AYT Trial,25111107,0.161741607
107,AYT Trial,25111,107,AYT Trial,25111107,0.126255132
107,AYT Trial,25111,107,AYT Trial,25111107,0.120145698
107,AYT Trial,25111,107,AYT Trial,25111107,0.129947323
107,AYT Trial,25111,107,AYT Trial,25111107,0.129947323
107,AYT Trial,25111,107,AYT Trial,25111107,0.123265478
107,AYT Trial,25111,107,AYT Trial,25111107,0.499470565
107,AYT Trial,25111,107,AYT Trial,25111107,0.136151637
107,AYT Trial,25111,107,AYT Trial,25111107,0.006294347
107,AYT Trial,25111,107,AYT Trial,25111107,0.006294347
107,AYT Trial,25111,107,AYT Trial,25111107,0.057596267
107,AYT Trial,25111,107,AYT Trial,25111107,0.031952785
107,AYT Trial,25111,107,AYT Trial,25111107,0.459851171
107,AYT Trial,25111,107,AYT Trial,25111107,0.031952785
107,AYT Trial,25111,107,AYT Trial,25111107,0.339435144
107,AYT Trial,25111,107,AYT Trial,25111107,0.150323797
107,AYT Trial,25111,107,AYT Trial,25111107,0.079932916
107,AYT Trial,25111,107,AYT Trial,25111107,0.079932916
107,AYT Trial,25111,107,AYT Trial,25111107,0.024600389
107,AYT Trial,25111,107,AYT Trial,25111107,0.113966515
107,AYT Trial,25111,107,AYT Trial,25111107,0.024600389
107,AYT Trial,25111,107,AYT Trial,25111107,0.100313982
107,AYT Trial,25111,107,AYT Trial,25111107,0.100313982
107,AYT Trial,25111,107,AYT Trial,25111107,0.094217691
107,AYT Trial,25111,107,AYT Trial,25111107,0.093113884
107,AYT Trial,25111,107,AYT Trial,25111107,0.158678871
107,AYT Trial,25111,107,AYT Trial,25111107,0.120145698
107,AYT Trial,25111,107,AYT Trial,25111107,0.148391595
107,AYT Trial,25111,107,AYT Trial,25111107,0.136151637
107,AYT Trial,25111,107,AYT Trial,25111107,0.103311645
107,AYT Trial,25111,107,AYT Trial,25111107,0.103311645
107,AYT Trial,25111,107,AYT Trial,25111107,0.150323797
107,AYT Trial,25111,107,AYT Trial,25111107,0.134342651
107,AYT Trial,25111,107,AYT Trial,25111107,0.109812034
107,AYT Trial,25111,107,AYT Trial,25111107,0.126255132
107,AYT Trial,25111,107,AYT Trial,25111107,0.123265478
108,AYT Trial,25111,108,AYT Trial,25111108,0.35614931
108,AYT Trial,25111,108,AYT Trial,25111108,0.105735796
108,AYT Trial,25111,108,AYT Trial,25111108,0.014142135
