SiteYear,Trial,Trial_Full,Combocode,Yield,Yield_HAadj,HA,PeakStand
2025SVREC,2503,2025SVREC_2503,,2860.629105,2949.496234962955,0.969870404,0.472827864
2025SVREC,2503,2025SVREC_2503,,2081.250432,2171.529642263465,0.958425983,0.593669057
2025SVREC,2503,2025SVREC_2503,,1846.098425,1890.7965587948504,0.976360157,0.542230098
2025SVREC,2503,2025SVREC_2503,,2126.523718,2168.0552223249306,0.98084389,0.570258315
2025SVREC,2503,2025SVREC_2503,,2090.669579,2138.014756989535,0.977855542,0.582947047
2025SVREC,2503,2025SVREC_2503,,2588.251008,2680.337853190154,0.965643568,0.652152575
2025SVREC,2503,2025SVREC_2503,,2407.926061,2499.683479798296,0.963292385,0.651666712
2025SVREC,2503,2025SVREC_2503,,2512.578044,2548.580854331184,0.985873389,0.61555052
2025SVREC,2503,2025SVREC_2503,,1622.924525,1650.846842845694,0.983086064,0.489102529
2025SVREC,2503,2025SVREC_2503,,1943.548829,1994.3695922804725,0.974517881,0.682343302
2025SVREC,2503,2025SVREC_2503,,1471.427237,1515.2024525551644,0.971109329,0.440220205
2025SVREC,2503,2025SVREC_2503,,1975.011595,2012.6095545987607,0.981318801,0.614673394
2025SVREC,2503,2025SVREC_2503,,1516.158777,1558.7494227268187,0.9726764,0.52449497
2025SVREC,2503,2025SVREC_2503,,2506.410841,2548.0690252932036,0.983651077,0.612477504
2025SVREC,2503,2025SVREC_2503,,2526.588583,2624.5139242638625,0.962688199,0.658757031
2025SVREC,2503,2025SVREC_2503,,1796.001272,1829.6150213796984,0.981627966,0.553120144
2025SVREC,2503,2025SVREC_2503,,1547.661273,1603.4212656867608,0.965224365,0.614722154
2025SVREC,2503,2025SVREC_2503,,1782.63225,1833.9752679339392,0.97200452,0.649929124
2025SVREC,2503,2025SVREC_2503,,1169.226522,1186.8139174425817,0.985181,0.47686018
2025SVREC,2503,2025SVREC_2503,,2187.637795,2263.510342526531,0.966480141,0.554680259
2025SVREC,2503,2025SVREC_2503,,2822.233436,3029.8927337492787,0.931463152,0.407078679
2025SVREC,2503,2025SVREC_2503,,1974.638948,2034.4090769870675,0.970620398,0.507808234
2025SVREC,2503,2025SVREC_2503,,1974.550221,2034.9358348954274,0.970325544,0.55033722
2025SVREC,2503,2025SVREC_2503,,2413.439961,2455.969508520973,0.982683194,0.64997682
2025SVREC,2503,2025SVREC_2503,,2440.607548,2483.290231229604,0.982812044,0.621564885
2025SVREC,2503,2025SVREC_2503,,2040.14082,2087.27718064928,0.977417297,0.636954503
2025SVREC,2503,2025SVREC_2503,,2423.684151,2459.727397459564,0.98534665,0.547624249
2025SVREC,2503,2025SVREC_2503,,2533.365542,2581.2146038020264,0.981462579,0.708597334
2025SVREC,2503,2025SVREC_2503,,2560.320242,3425.1431328079293,0.747507518,0.504423812
2025SVREC,2503,2025SVREC_2503,,2419.80315,2477.9788781852976,0.976522912,0.654670562
2025SVREC,2503,2025SVREC_2503,,2295.650567,2356.2455034958534,0.974283267,0.615119993
2025SVREC,2503,2025SVREC_2503,,1785.826772,1824.4004166452087,0.97885681,0.579750915
2025SVREC,2503,2025SVREC_2503,,1879.459862,1943.1793698640404,0.967208633,0.550820655
2025SVREC,2503,2025SVREC_2503,,2347.988021,2400.047899190098,0.978308817,0.735666093
2025SVREC,2503,2025SVREC_2503,,2311.574563,2375.615376041484,0.973042432,0.598083119
2025SVREC,2503,2025SVREC_2503,,1579.20146,1637.185292977816,0.964583219,0.553374768
2025SVREC,2503,2025SVREC_2503,,1777.96884,1810.9113050189067,0.981808902,0.629846019
2025SVREC,2503,2025SVREC_2503,,2802.872935,2859.58192176012,0.980168784,0.711839878
2025SVREC,2503,2025SVREC_2503,,2006.437728,2114.4719395638126,0.948907238,0.526384685
2025SVREC,2503,2025SVREC_2503,,2057.606971,2086.241357558238,0.986274653,0.622306579
2025SVREC,2503,2025SVREC_2503,,2662.622863,2714.1744153339714,0.981006544,0.594911136
2025SVREC,2503,2025SVREC_2503,,2017.113117,2060.7960120249013,0.978802902,0.545506676
2025SVREC,2503,2025SVREC_2503,,2296.786993,2356.5765593954425,0.974628634,0.682096237
2025SVREC,2503,2025SVREC_2503,,1841.146966,1870.154557439376,0.984489201,0.776123887
2025SVREC,2503,2025SVREC_2503,,1788.197571,1820.617942821004,0.982192655,0.676731552
2025SVREC,2503,2025SVREC_2503,,2232.283465,2287.698600967198,0.975776907,0.703736072
2025SVREC,2503,2025SVREC_2503,,2028.256002,2080.670029634306,0.974809063,0.714827859
2025SVREC,2503,2025SVREC_2503,,1593.944426,1622.993001434613,0.982101848,0.652616081
2025SVREC,2504,2025SVREC_2504,,2171.529912,2285.6433462644723,0.950073823,0.707279171
2025SVREC,2504,2025SVREC_2504,,2077.05531,2113.107005374518,0.982939011,0.735725403
2025SVREC,2504,2025SVREC_2504,,1703.780848,1730.8184774899587,0.984378703,0.67012895
2025SVREC,2504,2025SVREC_2504,,1832.610908,1854.5476173649536,0.988171396,0.656417805
2025SVREC,2504,2025SVREC_2504,,1849.482187,1877.5424932743003,0.985054769,0.727302515
2025SVREC,2504,2025SVREC_2504,,1924.964711,1961.1404629829342,0.981553717,0.648689915
2025SVREC,2504,2025SVREC_2504,,1816.954892,1859.2112326766085,0.977271899,0.699735125
2025SVREC,2504,2025SVREC_2504,,2156.110764,2194.1821255757895,0.982648951,0.688996128
2025SVREC,2504,2025SVREC_2504,,1975.74227,2096.851931424265,0.942242149,0.642113888
2025SVREC,2504,2025SVREC_2504,,1860.425869,1900.4346555600996,0.97894756,0.638914644
2025SVREC,2504,2025SVREC_2504,,2343.570962,2449.569236407359,0.95672779,0.651238361
2025SVREC,2504,2025SVREC_2504,,2453.363885,2490.4033299742746,0.98512713,0.769950108
2025SVREC,2504,2025SVREC_2504,,2681.214711,2845.5845379052425,0.942236885,0.671545603
2025SVREC,2504,2025SVREC_2504,,2597.561264,2682.288793530485,0.968412227,0.795646355
2025SVREC,2504,2025SVREC_2504,,2969.209238,3266.1420685209105,0.909087595,0.684705111
2025SVREC,2504,2025SVREC_2504,,3676.189745,3864.0314539806827,0.951387117,0.828190705
2025SVREC,2504,2025SVREC_2504,,2654.526599,2795.2440716536835,0.949658252,0.763022824
2025SVREC,2504,2025SVREC_2504,,2944.436336,3005.6863108297366,0.979621967,0.816697163
2025SVREC,2504,2025SVREC_2504,,3371.186432,3539.781239021976,0.952371405,0.829087831
2025SVREC,2504,2025SVREC_2504,,3003.202516,3032.106033410317,0.990467511,0.813851868
2025SVREC,2504,2025SVREC_2504,,2833.118974,2944.9342520155546,0.962031316,0.784071667
2025SVREC,2504,2025SVREC_2504,,2771.520069,2859.451057033181,0.969248997,0.734479934
2025SVREC,2504,2025SVREC_2504,,2799.471481,2974.1369054687434,0.941271895,0.849511116
2025SVREC,2504,2025SVREC_2504,,2460.847513,2543.4583351889796,0.967520277,0.749303849
2025SVREC,2504,2025SVREC_2504,,2377.004753,2657.0170064162858,0.894614053,0.640202103
2025SVREC,2504,2025SVREC_2504,,2831.153255,2870.866525825043,0.9861668,0.756020971
2025SVREC,2504,2025SVREC_2504,,3064.2174,3265.7566098495276,0.938287131,0.758315583
2025SVREC,2504,2025SVREC_2504,,3155.686576,3247.377945198041,0.971764491,0.766567458
2025SVREC,2504,2025SVREC_2504,,2916.828188,3041.85095108587,0.958899116,0.79527516
2025SVREC,2504,2025SVREC_2504,,2421.871111,2469.76566879754,0.980607651,0.78520521
2025SVREC,2504,2025SVREC_2504,,2439.315561,2587.0542699933303,0.942893077,0.735482814
2025SVREC,2504,2025SVREC_2504,,2366.223305,2408.137930610693,0.982594591,0.795221191
2025SVREC,2504,2025SVREC_2504,,2075.57029,2216.0445826976447,0.936610349,0.648312029
2025SVREC,2504,2025SVREC_2504,,2673.669819,2762.641092544191,0.967794849,0.707241153
2025SVREC,2504,2025SVREC_2504,,2445.130377,2528.305914990283,0.967102265,0.725899831
2025SVREC,2504,2025SVREC_2504,,2494.952564,2529.4862151953225,0.986347563,0.849157587
2025SVREC,2504,2025SVREC_2504,,2230.323411,2313.47457801927,0.964057886,0.760804871
2025SVREC,2504,2025SVREC_2504,,2551.981947,2653.2042439420775,0.961849037,0.8071292
2025SVREC,2504,2025SVREC_2504,,2665.237565,2802.327649387253,0.951079923,0.767342146
2025SVREC,2504,2025SVREC_2504,,2786.006818,2941.65175381693,0.947089272,0.712471321
2025SVREC,2504,2025SVREC_2504,,2588.638972,2961.7065765912594,0.874036271,0.594526684
2025SVREC,2504,2025SVREC_2504,,2281.284809,2326.74765257514,0.980460776,0.721087692
2025SVREC,2504,2025SVREC_2504,,3249.565057,3520.602769774524,0.923013833,0.773220089
2025SVREC,2504,2025SVREC_2504,,2797.206405,2840.1766301111356,0.98487058,0.799885337
2025SVREC,2504,2025SVREC_2504,,2840.244575,3174.7960913523725,0.894622676,0.691778391
2025SVREC,2504,2025SVREC_2504,,1446.465239,1493.1420895760884,0.968739177,0.57186486
2025SVREC,2504,2025SVREC_2504,,2094.636067,2223.779957659899,0.941925958,0.606530523
2025SVREC,2504,2025SVREC_2504,,2548.941041,2762.485723422085,0.922698358,0.767493309
2025SVREC,2504,2025SVREC_2504,,1714.339255,1769.9922888726549,0.968557471,0.581416944
2025SVREC,2504,2025SVREC_2504,,2465.969488,2493.3747029422248,0.989008786,0.697190597
2025SVREC,2504,2025SVREC_2504,,1975.74227,2072.8027729913438,0.95317427,0.623316429
2025SVREC,2504,2025SVREC_2504,,2808.961158,2853.7955184342663,0.984289568,0.72614595
2025SVREC,2504,2025SVREC_2504,,2509.230987,2576.7687795558863,0.973789735,0.81793597
2025SVREC,2504,2025SVREC_2504,,2787.275495,2846.2602365608304,0.979276406,0.800644404
2025SVREC,2504,2025SVREC_2504,,2278.111989,2328.748960781695,0.978255719,0.77880914
2025SVREC,2504,2025SVREC_2504,,3022.311792,3081.8569856829185,0.980678794,0.796794802
2025SVREC,2504,2025SVREC_2504,,2819.659977,2904.249248056104,0.970873963,0.693790618
2025SVREC,2504,2025SVREC_2504,,2242.113549,2271.4254701650343,0.987095363,0.58987245
2025SVREC,2504,2025SVREC_2504,,2500.280104,2650.8941489511476,0.943183682,0.657709323
2025SVREC,2504,2025SVREC_2504,,3067.684223,3150.7234294163254,0.9736444,0.683261873
2025SVREC,2504,2025SVREC_2504,,2449.08719,2494.971194779863,0.981609405,0.584662007
2025SVREC,2504,2025SVREC_2504,,2705.617582,2742.1002885407356,0.986695342,0.686025557
2025SVREC,2504,2025SVREC_2504,,2548.773646,2592.624326814873,0.983086373,0.587080569
2025SVREC,2504,2025SVREC_2504,,2112.091367,2135.5616443459926,0.989009787,0.650984354
2025SVREC,2504,2025SVREC_2504,,2530.738333,2570.0395865304295,0.984707919,0.641206991
2025SVREC,2504,2025SVREC_2504,,2252.236461,2281.6391345449883,0.987113355,0.483619984
2025SVREC,2504,2025SVREC_2504,,2107.104139,2153.9818953367644,0.978236699,0.553489515
2025SVREC,2504,2025SVREC_2504,,2628.643101,2689.525816215905,0.97736303,0.584279786
2025SVREC,2504,2025SVREC_2504,,2538.307579,2732.117891339043,0.929062244,0.710958829
2025SVREC,2504,2025SVREC_2504,,2014.717496,2047.3327161417737,0.984069409,0.653654939
2025SVREC,2504,2025SVREC_2504,,2778.118926,2834.6929193978604,0.980042285,0.644823067
2025SVREC,2504,2025SVREC_2504,,2242.301517,2281.8531956172274,0.982666861,0.66490059
2025SVREC,2504,2025SVREC_2504,,1805.60966,1832.193192885071,0.985490868,0.572224194
2025SVREC,2504,2025SVREC_2504,,2080.466295,2127.823666215563,0.977743752,0.529857665
2025SVREC,2504,2025SVREC_2504,,2621.771942,2766.232605856278,0.947777109,0.528864009
2025SVREC,2504,2025SVREC_2504,,2015.72753,2039.931876577057,0.988134728,0.607095065
2025SVREC,2504,2025SVREC_2504,,2305.864701,2360.1557701270244,0.976996828,0.551251295
2025SVREC,2504,2025SVREC_2504,,2352.769541,2382.9571978428967,0.987331851,0.637719562
2025SVREC,2504,2025SVREC_2504,,2582.044171,2649.9520298638863,0.974373929,0.740756922
2025SVREC,2504,2025SVREC_2504,,2527.132754,2555.9698137596524,0.988717762,0.634647949
2025SVREC,2504,2025SVREC_2504,,2545.9058,2602.2095318054644,0.978363106,0.685485633
2025SVREC,2504,2025SVREC_2504,,1495.452996,1517.5527417424682,0.985437247,0.598427132
2025SVREC,2504,2025SVREC_2504,,2527.132754,2577.972364376107,0.980279226,0.6908202
2025SVREC,2504,2025SVREC_2504,,2014.717496,2050.5250605389697,0.982537368,0.626037571
2025SVREC,2504,2025SVREC_2504,,1842.915978,1867.596217187828,0.986785024,0.645131342
2025SVREC,2504,2025SVREC_2504,,2442.222969,2504.2507225926374,0.975231013,0.673237591
2025SVREC,2504,2025SVREC_2504,,1825.535553,1860.603525405346,0.981152367,0.57961279
2025SVREC,2504,2025SVREC_2504,,1982.975514,2006.0852408364965,0.988480187,0.612471674
2025SVREC,2504,2025SVREC_2504,,2028.194282,2069.7700193796104,0.979912871,0.66818641
2025SVREC,2504,2025SVREC_2504,,2382.223569,2422.4483184835226,0.983395002,0.646236207
2025SVREC,2504,2025SVREC_2504,,1828.342232,1859.836148690257,0.983066295,0.64522646
2025SVREC,2504,2025SVREC_2504,,2450.684127,2543.1085499091164,0.96365691,0.637823664
2025SVREC,2504,2025SVREC_2504,,2222.705012,2261.3238371741936,0.982922028,0.720250123
2025SVREC,2504,2025SVREC_2504,,1920.817169,1975.6266654550805,0.972257159,0.750907751
2025SVREC,2504,2025SVREC_2504,,2385.965335,2453.5339978034567,0.972460678,0.748054076
2025SVREC,2504,2025SVREC_2504,,1532.231131,1560.038699128955,0.982175078,0.752102217
2025SVREC,2506,2025SVREC_2506,,3083.872383,3265.539245885156,0.944368495,0.838536119
2025SVREC,2506,2025SVREC_2506,,1858.888482,1932.4000645666172,0.961958404,0.803440942
2025SVREC,2506,2025SVREC_2506,,1516.471826,1556.792656159809,0.974100064,0.648263264
2025SVREC,2506,2025SVREC_2506,,2000.455109,2048.3543284636035,0.976615755,0.708383332
2025SVREC,2506,2025SVREC_2506,,2065.406664,2136.5537279430996,0.966700082,0.814513931
2025SVREC,2506,2025SVREC_2506,,2559.557999,2617.331846252149,0.977926434,0.824346829
2025SVREC,2506,2025SVREC_2506,,2468.52439,2534.0142499563462,0.974155686,0.767040035
2025SVREC,2506,2025SVREC_2506,,2587.67126,2634.9756685953857,0.982047497,0.763684512
2025SVREC,2506,2025SVREC_2506,,3208.747119,3351.766748053399,0.957330077,0.940866527
2025SVREC,2506,2025SVREC_2506,,3309.714135,3416.5032121800828,0.968743165,0.910272869
2025SVREC,2506,2025SVREC_2506,,2155.708037,2235.7875551073244,0.964182859,0.830775103
2025SVREC,2506,2025SVREC_2506,,2858.829772,2941.3867383677675,0.971932638,0.916000981
2025SVREC,2506,2025SVREC_2506,,2359.908777,2465.0472217267334,0.957348304,0.912105321
2025SVREC,2506,2025SVREC_2506,,2314.205349,2475.1390139169707,0.934979949,0.789669106
2025SVREC,2506,2025SVREC_2506,,3217.620127,3460.040538999111,0.929937118,0.828655673
2025SVREC,2506,2025SVREC_2506,,2411.816017,2517.4456762097157,0.958040938,0.810751044
2025SVREC,2506,2025SVREC_2506,,2687.560399,2825.468516650128,0.951191062,0.847611765
2025SVREC,2506,2025SVREC_2506,,3597.813876,3773.9898116262707,0.953318386,0.910830808
2025SVREC,2506,2025SVREC_2506,,3491.979787,3619.167172826156,0.964857278,0.91817488
2025SVREC,2506,2025SVREC_2506,,2609.705349,2692.4456413238545,0.969269466,0.915067296
2025SVREC,2506,2025SVREC_2506,,2148.996135,2275.0198181419146,0.944605457,0.82107649
2025SVREC,2506,2025SVREC_2506,,2163.303198,2234.245859527318,0.968247603,0.741508301
2025SVREC,2506,2025SVREC_2506,,2311.761043,2403.455172352582,0.961849037,0.834251281
2025SVREC,2506,2025SVREC_2506,,2976.774774,3175.4733775072077,0.937427092,0.895616551
2025SVREC,2506,2025SVREC_2506,,3127.152751,3265.0462321327586,0.95776676,0.757715628
2025SVREC,2506,2025SVREC_2506,,3104.716727,3175.5060510145126,0.977707703,0.839765604
2025SVREC,2506,2025SVREC_2506,,1986.800125,2050.3298940654527,0.969014855,0.879438435
2025SVREC,2506,2025SVREC_2506,,1905.607836,1947.2015109387778,0.978639255,0.778135751
2025SVREC,2506,2025SVREC_2506,,2665.83647,2929.542257141451,0.909983962,0.827198252
2025SVREC,2506,2025SVREC_2506,,4015.897254,4163.886515085092,0.964458863,0.911866721
2025SVREC,2506,2025SVREC_2506,,3208.934703,3433.0889197452607,0.934707716,0.798205667
2025SVREC,2506,2025SVREC_2506,,2526.461662,2657.8882420304185,0.950552255,0.82625915
2025SVREC,2506,2025SVREC_2506,,3303.858172,3560.7967939554565,0.92784238,0.862479519
2025SVREC,2506,2025SVREC_2506,,3834.644997,4066.0012702812537,0.943099803,0.919875471
2025SVREC,2506,2025SVREC_2506,,3965.188784,4276.240527222046,0.927260466,0.899511209
2025SVREC,2506,2025SVREC_2506,,3591.986076,3831.9826553807325,0.937370129,0.909910156
2025SVREC,2506,2025SVREC_2506,,3868.392308,4185.519919006155,0.924232206,0.928157938
2025SVREC,2506,2025SVREC_2506,,3157.524246,3296.9425570450317,0.957712848,0.836123781
2025SVREC,2506,2025SVREC_2506,,2519.984156,2685.118294754357,0.938500237,0.934285246
2025SVREC,2506,2025SVREC_2506,,3553.962814,3733.0421506180433,0.952028579,0.8833984
2025SVREC,2506,2025SVREC_2506,,3042.251248,3350.7694922645755,0.907926151,0.914477636
2025SVREC,2506,2025SVREC_2506,,2977.321682,3164.673293622643,0.940799067,0.735223424
2025SVREC,2506,2025SVREC_2506,,2577.854427,2835.4796611294746,0.909142274,0.85437715
2025SVREC,2506,2025SVREC_2506,,3069.309463,3211.92372309847,0.955598491,0.891006389
2025SVREC,2506,2025SVREC_2506,,2265.085894,2463.057012731699,0.919623818,0.78655889
2025SVREC,2506,2025SVREC_2506,,3423.42174,3586.802960625634,0.954449346,0.872115568
2025SVREC,2506,2025SVREC_2506,,3108.543091,3377.3148563543928,0.920418505,0.917877431
2025SVREC,2506,2025SVREC_2506,,2674.867774,2817.915696870351,0.949236266,0.746054284
2025SVREC,2506,2025SVREC_2506,,3027.797076,3163.4819651498315,0.957109005,0.772675149
2025SVREC,2506,2025SVREC_2506,,1961.451748,2002.814256572705,0.979347806,0.774852523
2025SVREC,2506,2025SVREC_2506,,3759.274246,3993.987728647072,0.941233299,0.902788018
2025SVREC,2506,2025SVREC_2506,,2509.003553,2561.6226873956584,0.979458671,0.72181704
2025SVREC,2506,2025SVREC_2506,,3421.552814,3533.62506150029,0.968284058,0.92174103
2025SVREC,2506,2025SVREC_2506,,3221.344224,3341.885003484531,0.963930303,0.940297692
2025SVREC,2506,2025SVREC_2506,,2810.862901,2963.0043318347903,0.948652984,0.865216086
2025SVREC,2506,2025SVREC_2506,,3264.386643,3339.8750499585462,0.977397835,0.91486457
2025SVREC,2506,2025SVREC_2506,,1751.229019,1840.52472452543,0.951483561,0.744505419
2025SVREC,2506,2025SVREC_2506,,2582.5314,2692.2467860017655,0.959247649,0.730504587
2025SVREC,2506,2025SVREC_2506,,1831.47004,1930.85841057344,0.948526329,0.567810012
2025SVREC,2506,2025SVREC_2506,,1557.752737,1628.6703247159976,0.956456757,0.587637018
2025SVREC,2506,2025SVREC_2506,,2323.216343,2442.1969960212737,0.951281304,0.740451555
2025SVREC,2506,2025SVREC_2506,,3372.058887,3505.464072170257,0.961943645,0.803358229
2025SVREC,2506,2025SVREC_2506,,2674.32754,2829.778115396939,0.945066161,0.575724469
2025SVREC,2506,2025SVREC_2506,,1937.622047,1993.3605645413534,0.972037915,0.560238829
2025SVREC,2506,2025SVREC_2506,,3115.357788,3193.6448104359547,0.975486622,0.566897567
2025SVREC,2506,2025SVREC_2506,,2098.135659,2164.741887780289,0.96923133,0.686523544
2025SVREC,2506,2025SVREC_2506,,2744.184175,2935.6264415142095,0.934786571,0.757878953
2025SVREC,2506,2025SVREC_2506,,2369.761955,2512.545733058331,0.94317167,0.70659107
2025SVREC,2506,2025SVREC_2506,,3213.617054,3440.491595334532,0.934057522,0.725750956
2025SVREC,2506,2025SVREC_2506,,2718.812908,2762.6216841536125,0.984142318,0.684283841
2025SVREC,2506,2025SVREC_2506,,3409.280656,3526.5184645967233,0.966755368,0.869483286
2025SVREC,2506,2025SVREC_2506,,1732.469752,1788.035231941612,0.968923722,0.627525287
2025SVREC,2506,2025SVREC_2506,,2588.577684,2670.193144112617,0.969434623,0.670011726
2025SVREC,2506,2025SVREC_2506,,2444.191233,2529.4338833457086,0.966299712,0.601272737
2025SVREC,2506,2025SVREC_2506,,2022.518341,2117.1839931186837,0.955286998,0.68251584
2025SVREC,2506,2025SVREC_2506,,2422.879393,2506.5766207798683,0.966608949,0.689254123
2025SVREC,2506,2025SVREC_2506,,1781.039706,1926.4894682001657,0.9245001,0.733497201
2025SVREC,2506,2025SVREC_2506,,1674.728659,1743.2671507756165,0.960683885,0.687315715
2025SVREC,2506,2025SVREC_2506,,2666.653548,2735.5061165923603,0.974830044,0.794205985
2025SVREC,2506,2025SVREC_2506,,2280.140786,2358.8612118767733,0.966627784,0.657510308
2025SVREC,2506,2025SVREC_2506,,2807.184847,2877.8982282900806,0.975428811,0.816743932
2025SVREC,2506,2025SVREC_2506,,2314.348497,2404.0444533334294,0.96268956,0.755534955
2025SVREC,2506,2025SVREC_2506,,2334.149126,2420.3458515881835,0.964386608,0.658814548
2025SVREC,2506,2025SVREC_2506,,3424.735935,3524.241044769482,0.971765521,0.78202327
2025SVREC,2506,2025SVREC_2506,,3260.967496,3367.080582638906,0.968485136,0.85195401
2025SVREC,2506,2025SVREC_2506,,2230.636643,2299.496647566066,0.970054314,0.715795222
2025SVREC,2506,2025SVREC_2506,,2051.004417,2097.8041150260974,0.977691102,0.719960685
2025SVREC,2506,2025SVREC_2506,,2832.596025,2924.221122065728,0.968666837,0.81378143
2025SVREC,2506,2025SVREC_2506,,2634.826772,2710.3573519453125,0.972132612,0.786902259
2025SVREC,2506,2025SVREC_2506,,3296.814625,3402.561275307335,0.968921456,0.930681446
2025SVREC,2506,2025SVREC_2506,,2844.006952,2931.0923767380427,0.970289089,0.733373392
2025SVREC,2506,2025SVREC_2506,,3290.930286,3360.634699054256,0.979258557,0.915711009
2025SVREC,2506,2025SVREC_2506,,2638.833244,2746.6735501815883,0.960737851,0.754573753
2025SVREC,2506,2025SVREC_2506,,2781.860764,2896.7002332896514,0.960355073,0.889796253
2025SVREC,2506,2025SVREC_2506,,3153.260851,3364.316248283715,0.937266481,0.822957623
2025SVREC,2506,2025SVREC_2506,,1773.086422,1888.6139817804267,0.938829448,0.878894431
2025SVREC,2506,2025SVREC_2506,,3083.872383,3233.145244000126,0.95383045,0.838536119
2025SVREC,2506,2025SVREC_2506,,1858.888482,1903.7169264335523,0.976452148,0.803440942
2025SVREC,2506,2025SVREC_2506,,1516.471826,1550.3539384761284,0.978145563,0.648263264
2025SVREC,2506,2025SVREC_2506,,2000.455109,2056.5699612770595,0.972714348,0.708383332
2025SVREC,2506,2025SVREC_2506,,2065.406664,2138.1259393440496,0.965989246,0.814513931
2025SVREC,2506,2025SVREC_2506,,2559.557999,2660.9684098277967,0.96188966,0.824346829
2025SVREC,2506,2025SVREC_2506,,2468.52439,2521.2808504747723,0.979075532,0.767040035
2025SVREC,2506,2025SVREC_2506,,2587.67126,2695.769329491767,0.959900846,0.763684512
2025SVREC,2506,2025SVREC_2506,,3208.747119,3308.549344550911,0.96983505,0.940866527
2025SVREC,2506,2025SVREC_2506,,3309.714135,3415.416818156754,0.969051308,0.910272869
2025SVREC,2506,2025SVREC_2506,,2155.708037,2220.3800886375475,0.970873432,0.830775103
2025SVREC,2506,2025SVREC_2506,,2858.829772,2990.4042892235434,0.956001094,0.916000981
2025SVREC,2506,2025SVREC_2506,,2359.908777,2469.049213676141,0.955796573,0.912105321
2025SVREC,2506,2025SVREC_2506,,2314.205349,2452.6991423751665,0.943534129,0.789669106
2025SVREC,2506,2025SVREC_2506,,3217.620127,3300.575149010532,0.974866495,0.828655673
2025SVREC,2506,2025SVREC_2506,,2411.816017,2586.442490631533,0.932483914,0.810751044
2025SVREC,2506,2025SVREC_2506,,2687.560399,2821.5295685936985,0.952518956,0.847611765
2025SVREC,2506,2025SVREC_2506,,3597.813876,3888.8427119271537,0.925163125,0.910830808
2025SVREC,2506,2025SVREC_2506,,3491.979787,3592.9014090653786,0.971910829,0.91817488
2025SVREC,2506,2025SVREC_2506,,2609.705349,2711.0991842752787,0.96260047,0.915067296
2025SVREC,2506,2025SVREC_2506,,2148.996135,2414.594981457664,0.890002734,0.82107649
2025SVREC,2506,2025SVREC_2506,,2163.303198,2288.531918613578,0.945279889,0.741508301
2025SVREC,2506,2025SVREC_2506,,2311.761043,2390.543844177412,0.967043984,0.834251281
2025SVREC,2506,2025SVREC_2506,,2976.774774,3207.223441646533,0.928146987,0.895616551
2025SVREC,2506,2025SVREC_2506,,3127.152751,3257.972855473148,0.959846165,0.757715628
2025SVREC,2506,2025SVREC_2506,,3104.716727,3282.1393676166467,0.94594299,0.839765604
2025SVREC,2506,2025SVREC_2506,,1986.800125,2231.7993488857237,0.890223454,0.879438435
2025SVREC,2506,2025SVREC_2506,,1905.607836,2087.512817841252,0.912860424,0.778135751
2025SVREC,2506,2025SVREC_2506,,2665.83647,2833.54559549879,0.940812978,0.827198252
2025SVREC,2506,2025SVREC_2506,,4015.897254,4212.772277436489,0.95326711,0.911866721
2025SVREC,2506,2025SVREC_2506,,3208.934703,3383.1289045847334,0.948510918,0.798205667
2025SVREC,2506,2025SVREC_2506,,2526.461662,2939.938198058714,0.859358766,0.82625915
2025SVREC,2506,2025SVREC_2506,,3303.858172,3417.926096150918,0.966626568,0.862479519
2025SVREC,2506,2025SVREC_2506,,3834.644997,4035.7483384354123,0.950169504,0.919875471
2025SVREC,2506,2025SVREC_2506,,3965.188784,4089.517881317969,0.969598104,0.899511209
2025SVREC,2506,2025SVREC_2506,,3591.986076,3834.9608301486483,0.936642181,0.909910156
2025SVREC,2506,2025SVREC_2506,,3868.392308,4001.80023851352,0.966663021,0.928157938
2025SVREC,2506,2025SVREC_2506,,3157.524246,3279.834298247461,0.962708466,0.836123781
2025SVREC,2506,2025SVREC_2506,,2519.984156,2733.965290128729,0.921732315,0.934285246
2025SVREC,2506,2025SVREC_2506,,3553.962814,3772.9178977457314,0.941966645,0.8833984
2025SVREC,2506,2025SVREC_2506,,3042.251248,3183.1778695081134,0.955727695,0.914477636
2025SVREC,2506,2025SVREC_2506,,2977.321682,3131.601544661284,0.950734517,0.735223424
2025SVREC,2506,2025SVREC_2506,,2577.854427,2672.598040913369,0.964549995,0.85437715
2025SVREC,2506,2025SVREC_2506,,3069.309463,3186.510994358212,0.96321948,0.891006389
2025SVREC,2506,2025SVREC_2506,,2265.085894,2370.823607437564,0.95540043,0.78655889
2025SVREC,2506,2025SVREC_2506,,3423.42174,3561.7686970156005,0.961157793,0.872115568
2025SVREC,2506,2025SVREC_2506,,3108.543091,3289.296739217784,0.945047935,0.917877431
2025SVREC,2506,2025SVREC_2506,,2674.867774,2808.1556078312183,0.952535453,0.746054284
2025SVREC,2506,2025SVREC_2506,,3027.797076,3105.165873305147,0.975083844,0.772675149
2025SVREC,2506,2025SVREC_2506,,1961.451748,2004.4565863305668,0.978545388,0.774852523
2025SVREC,2506,2025SVREC_2506,,3759.274246,3876.351916121988,0.969796945,0.902788018
2025SVREC,2506,2025SVREC_2506,,2509.003553,2997.070219290802,0.837152075,0.72181704
2025SVREC,2506,2025SVREC_2506,,3421.552814,3562.107654707626,0.960541664,0.92174103
