SiteYear,Trial,Trial_Full,Combocode,Yield,Yield_HAadj,HA,PeakStand
2025SVREC,2501,2025SVREC_2501,,2036.761331,2069.5782504453355,0.984143185,0.737628359
2025SVREC,2501,2025SVREC_2501,,2436.39879,2534.9525563427223,0.961122047,0.59459091
2025SVREC,2501,2025SVREC_2501,,2241.155464,2311.6458303046443,0.969506416,0.651805192
2025SVREC,2501,2025SVREC_2501,,2431.991166,2518.4742051933194,0.965660542,0.667765937
2025SVREC,2501,2025SVREC_2501,,3479.095448,3672.043897940059,0.947454754,0.640976622
2025SVREC,2501,2025SVREC_2501,,2230.347849,2258.006484288957,0.987750861,0.729253707
2025SVREC,2501,2025SVREC_2501,,2971.280728,3152.159280985694,0.942617572,0.626632494
2025SVREC,2501,2025SVREC_2501,,2109.880689,2224.809511635196,0.948342174,0.609476812
2025SVREC,2501,2025SVREC_2501,,2095.245679,2128.0596480002414,0.984580334,0.667775627
2025SVREC,2501,2025SVREC_2501,,2686.431967,2877.9602442805526,0.933449992,0.701878254
2025SVREC,2501,2025SVREC_2501,,2575.649558,2635.8466953475095,0.977162125,0.67187244
2025SVREC,2501,2025SVREC_2501,,2133.657528,2252.860171514228,0.947088308,0.521012755
2025SVREC,2501,2025SVREC_2501,,2539.600682,2574.2258421285246,0.986549292,0.720690031
2025SVREC,2501,2025SVREC_2501,,2787.440153,2850.034316683595,0.9780374,0.756841645
2025SVREC,2501,2025SVREC_2501,,3309.006338,3489.568133214326,0.948256693,0.718267944
2025SVREC,2501,2025SVREC_2501,,2657.545132,2730.2462043770456,0.973371972,0.631885087
2025SVREC,2501,2025SVREC_2501,,2516.709046,2846.252147029911,0.884218585,0.576469947
2025SVREC,2501,2025SVREC_2501,,2397.371807,2445.5100135611624,0.980315678,0.774175044
2025SVREC,2501,2025SVREC_2501,,2774.460222,2808.189617770591,0.987988918,0.711157228
2025SVREC,2501,2025SVREC_2501,,2521.395525,2590.469034768196,0.97333552,0.665137239
2025SVREC,2501,2025SVREC_2501,,2855.379345,2909.7377237663113,0.981318461,0.672263172
2025SVREC,2501,2025SVREC_2501,,2493.1884,2533.9694866292566,0.983906244,0.653834603
2025SVREC,2501,2025SVREC_2501,,3092.515748,3140.771015576659,0.984635853,0.900305911
2025SVREC,2501,2025SVREC_2501,,2922.590023,2973.0981712687017,0.983011611,0.871549865
2025SVREC,2501,2025SVREC_2501,,2516.370991,2637.3679300826916,0.954122086,0.744414705
2025SVREC,2501,2025SVREC_2501,,2454.329004,2510.9444820223425,0.977452517,0.758743072
2025SVREC,2501,2025SVREC_2501,,3346.199611,3407.059929331773,0.982136998,0.691377239
2025SVREC,2501,2025SVREC_2501,,3497.646534,3530.5958444323355,0.990667493,0.701039081
2025SVREC,2501,2025SVREC_2501,,4040.77475,4126.436649193676,0.979240709,0.731895139
2025SVREC,2501,2025SVREC_2501,,2681.214567,2806.056623886784,0.955509787,0.740818497
2025SVREC,2501,2025SVREC_2501,,2398.328572,2439.2788983099167,0.983212118,0.670428832
2025SVREC,2501,2025SVREC_2501,,2980.355747,3079.066807734045,0.967941241,0.773698555
2025SVREC,2501,2025SVREC_2501,,2414.168235,2463.425977052398,0.980004375,0.736477077
2025SVREC,2501,2025SVREC_2501,,2240.757874,2269.2548772063133,0.987442132,0.699738191
2025SVREC,2501,2025SVREC_2501,,2636.690297,2764.5768549694553,0.953741001,0.623180108
2025SVREC,2501,2025SVREC_2501,,2877.6244,2987.347238338205,0.963270812,0.766157879
2025SVREC,2501,2025SVREC_2501,,2914.114053,2968.381716642245,0.981718098,0.70392082
2025SVREC,2501,2025SVREC_2501,,2709.284329,2793.9240019421686,0.969705807,0.720222817
2025SVREC,2501,2025SVREC_2501,,2927.747335,3005.028253613896,0.974282798,0.734436435
2025SVREC,2501,2025SVREC_2501,,3110.537402,3248.6795571461216,0.957477445,0.78084287
2025SVREC,2501,2025SVREC_2501,,3121.350394,3182.6705056152045,0.980733126,0.717004314
2025SVREC,2501,2025SVREC_2501,,3045.905944,3130.237078919062,0.973059186,0.753782293
2025SVREC,2501,2025SVREC_2501,,3802.077012,3891.5217919142992,0.977015475,0.757858801
2025SVREC,2501,2025SVREC_2501,,2743.861629,2802.453602611992,0.979092616,0.766445482
2025SVREC,2501,2025SVREC_2501,,2909.808719,3006.300068389041,0.96790362,0.808361323
2025SVREC,2501,2025SVREC_2501,,1766.879585,1801.3530418864586,0.980862465,0.686775891
2025SVREC,2501,2025SVREC_2501,,2921.782696,3092.465221758472,0.94480697,0.759011469
2025SVREC,2501,2025SVREC_2501,,2411.347945,2454.8375774906913,0.98228411,0.666175186
2025SVREC,2501,2025SVREC_2501,,3537.513347,3601.448662216476,0.982247334,0.701207189
2025SVREC,2501,2025SVREC_2501,,3130.767957,3172.2810292825875,0.98691381,0.639290102
2025SVREC,2501,2025SVREC_2501,,1906.704916,1935.204260821012,0.985273211,0.595708131
2025SVREC,2501,2025SVREC_2501,,3020.713583,3076.733722999308,0.981792334,0.545174482
2025SVREC,2501,2025SVREC_2501,,3217.70314,3284.3881851854226,0.979696357,0.619777045
2025SVREC,2501,2025SVREC_2501,,2341.175341,2396.7407972350843,0.976816243,0.63293245
2025SVREC,2501,2025SVREC_2501,,3459.584646,3528.5924031369395,0.980443262,0.791831609
2025SVREC,2501,2025SVREC_2501,,2882.803534,2959.3978098902135,0.97411829,0.731222386
2025SVREC,2501,2025SVREC_2501,,2390.812344,2452.7284822045044,0.97475622,0.783667896
2025SVREC,2501,2025SVREC_2501,,2888.931582,3005.104489016247,0.961341475,0.756888877
2025SVREC,2501,2025SVREC_2501,,2796.343384,2893.0017669062895,0.966588896,0.583601374
2025SVREC,2501,2025SVREC_2501,,2305.023238,2360.0430152154386,0.97668696,0.680338613
2025SVREC,2501,2025SVREC_2501,,2102.902295,2164.2836251352383,0.971638962,0.536623986
2025SVREC,2501,2025SVREC_2501,,2278.344728,2331.6418258780154,0.977141816,0.623572383
2025SVREC,2501,2025SVREC_2501,,2822.477434,2894.8662361976585,0.974994077,0.716946098
2025SVREC,2501,2025SVREC_2501,,1698.426037,1728.7078082191592,0.982483002,0.617502726
2025SVREC,2501,2025SVREC_2501,,2321.030344,2408.301646958792,0.963762304,0.71322445
2025SVREC,2501,2025SVREC_2501,,2457.192865,2515.6046670290148,0.976780214,0.668323185
2025SVREC,2501,2025SVREC_2501,,1785.500096,1823.3183496194868,0.979258557,0.593711585
2025SVREC,2501,2025SVREC_2501,,2151.989197,2204.051507614953,0.976378814,0.530960427
2025SVREC,2501,2025SVREC_2501,,2715.146798,2780.4749352333884,0.976504684,0.742606701
2025SVREC,2501,2025SVREC_2501,,2537.28961,2598.6733567121414,0.976378814,0.710549307
2025SVREC,2501,2025SVREC_2501,,2268.439601,2353.1961833957052,0.963982356,0.724123801
2025SVREC,2501,2025SVREC_2501,,2277.895717,2337.06128636439,0.974683775,0.689686246
2025SVREC,2501,2025SVREC_2501,,2925.180118,2980.0432020773287,0.981589836,0.831822154
2025SVREC,2501,2025SVREC_2501,,3280.815945,3318.5577563463858,0.988627044,0.774500969
2025SVREC,2501,2025SVREC_2501,,2457.192865,2507.465573873287,0.979950788,0.725976509
2025SVREC,2501,2025SVREC_2501,,2527.72465,2576.4711098092807,0.981080145,0.779158021
2025SVREC,2501,2025SVREC_2501,,2702.955012,2779.866718691663,0.972332592,0.772959393
2025SVREC,2502,2025SVREC_2502,,2554.977854,2613.1299621351836,0.977746186,0.745666002
2025SVREC,2502,2025SVREC_2502,,1877.931703,1945.7429480890296,0.965148919,0.75946469
2025SVREC,2502,2025SVREC_2502,,2321.849746,2367.1520269012,0.980862116,0.774707874
2025SVREC,2502,2025SVREC_2502,,2150.501488,2224.159073004484,0.966882951,0.685048385
2025SVREC,2502,2025SVREC_2502,,2507.106803,2656.332434909633,0.943822682,0.726848313
2025SVREC,2502,2025SVREC_2502,,2025.010323,2061.2651468154368,0.982411373,0.625085208
2025SVREC,2502,2025SVREC_2502,,2500.475898,2542.2238609825517,0.983578172,0.614269332
2025SVREC,2502,2025SVREC_2502,,2288.403514,2359.1784377623962,0.970000182,0.661186816
2025SVREC,2502,2025SVREC_2502,,2479.224289,2522.672668867496,0.982776846,0.738075085
2025SVREC,2502,2025SVREC_2502,,2620.922652,2635.7187255883046,0.994386323,0.658157694
2025SVREC,2502,2025SVREC_2502,,2161.963655,2234.5463943241593,0.967517909,0.629346997
2025SVREC,2502,2025SVREC_2502,,2058.128505,2103.09125209447,0.978620639,0.61662213
2025SVREC,2502,2025SVREC_2502,,3049.955048,3088.4017522525323,0.987551262,0.586814924
2025SVREC,2502,2025SVREC_2502,,3044.601522,3209.3168565813526,0.948675889,0.609413753
2025SVREC,2502,2025SVREC_2502,,2636.191281,2691.0792327109734,0.97960374,0.662641407
2025SVREC,2502,2025SVREC_2502,,2750.242702,2898.4732927886407,0.94885908,0.807033831
2025SVREC,2502,2025SVREC_2502,,2518.499016,2637.1845797213896,0.954995352,0.710716041
2025SVREC,2502,2025SVREC_2502,,2341.22729,2381.556602854531,0.983065986,0.74784318
2025SVREC,2502,2025SVREC_2502,,2577.556064,2692.2820389110134,0.957387089,0.760083012
2025SVREC,2502,2025SVREC_2502,,2662.406376,2712.0836695285107,0.981682979,0.686563089
2025SVREC,2502,2025SVREC_2502,,3166.35798,3322.595738200868,0.952977199,0.849707826
2025SVREC,2502,2025SVREC_2502,,3082.456789,3235.609522017231,0.952666497,0.740819614
2025SVREC,2502,2025SVREC_2502,,3617.744959,3841.888996206825,0.941657857,0.760474136
2025SVREC,2502,2025SVREC_2502,,3289.174621,3539.1364112347273,0.929372095,0.769119454
2025SVREC,2502,2025SVREC_2502,,2868.164538,2988.6587158358934,0.959682858,0.771899156
2025SVREC,2502,2025SVREC_2502,,2574.870799,2692.0508993442777,0.956471811,0.893206269
2025SVREC,2502,2025SVREC_2502,,3402.653351,3535.1305366638603,0.962525518,0.8033154
2025SVREC,2502,2025SVREC_2502,,2618.14855,2693.664039497665,0.971965513,0.70657309
2025SVREC,2502,2025SVREC_2502,,3141.613573,3353.2587331057493,0.936883737,0.730095868
2025SVREC,2502,2025SVREC_2502,,3070.166843,3183.6037973712832,0.964368382,0.822724666
2025SVREC,2502,2025SVREC_2502,,3037.683071,3278.8354332401473,0.926451825,0.835982738
2025SVREC,2502,2025SVREC_2502,,2794.248512,2905.397838815197,0.961743853,0.748586413
2025SVREC,2502,2025SVREC_2502,,2151.989197,2217.1299675758464,0.970619327,0.740436786
2025SVREC,2502,2025SVREC_2502,,2839.627905,2972.3537081017294,0.955346565,0.791217194
2025SVREC,2502,2025SVREC_2502,,2488.357548,2569.6136710769283,0.968378078,0.77667968
2025SVREC,2502,2025SVREC_2502,,2907.809271,3071.8550420250363,0.946597164,0.72898523
2025SVREC,2502,2025SVREC_2502,,2942.167227,3066.247986555148,0.959533358,0.768667923
2025SVREC,2502,2025SVREC_2502,,3039.973905,3157.081899065119,0.962906254,0.752137219
2025SVREC,2502,2025SVREC_2502,,2747.34204,2909.1687249843762,0.944373565,0.818633608
2025SVREC,2502,2025SVREC_2502,,2638.154167,2774.4386555382293,0.950878536,0.88144527
2025SVREC,2502,2025SVREC_2502,,2882.803534,3057.795861410327,0.942771743,0.800589713
2025SVREC,2502,2025SVREC_2502,,2286.277127,2508.77316702179,0.911312811,0.845231593
2025SVREC,2502,2025SVREC_2502,,2860.10217,2963.267209641741,0.965185374,0.82636542
2025SVREC,2502,2025SVREC_2502,,3183.998464,3388.9395291143524,0.939526491,0.718214091
2025SVREC,2502,2025SVREC_2502,,2322.31136,2431.7389488327403,0.955000273,0.851292692
2025SVREC,2502,2025SVREC_2502,,2759.814312,2805.5785616051617,0.983688124,0.768579466
2025SVREC,2502,2025SVREC_2502,,2102.902295,2287.563442830634,0.919276054,0.750873649
2025SVREC,2502,2025SVREC_2502,,2684.307087,2793.636815253239,0.960864731,0.747309478
2025SVREC,2502,2025SVREC_2502,,2482.077252,2670.8007955829057,0.929338218,0.70499099
2025SVREC,2502,2025SVREC_2502,,3037.416075,3180.666353718846,0.95496218,0.80130569
2025SVREC,2502,2025SVREC_2502,,2217.787354,2346.0343219669803,0.945334573,0.595284819
2025SVREC,2502,2025SVREC_2502,,2364.796668,2538.3338357090347,0.931633434,0.661922678
2025SVREC,2502,2025SVREC_2502,,2287.635827,2339.360072429446,0.977889575,0.565838628
2025SVREC,2502,2025SVREC_2502,,2065.247503,2159.7181988130274,0.95625786,0.564856527
2025SVREC,2502,2025SVREC_2502,,2160.080181,2261.7023983342224,0.955068263,0.638401746
2025SVREC,2502,2025SVREC_2502,,2195.954628,2312.993508124127,0.949399391,0.673112113
2025SVREC,2502,2025SVREC_2502,,2302.355387,2468.264973392078,0.932782911,0.69105358
2025SVREC,2502,2025SVREC_2502,,2409.050173,2480.8075742591755,0.971074983,0.624750772
2025SVREC,2502,2025SVREC_2502,,2174.879873,2333.9230146507366,0.931855875,0.637407286
2025SVREC,2502,2025SVREC_2502,,1834.723209,1935.7407784204056,0.947814516,0.655098029
2025SVREC,2502,2025SVREC_2502,,2712.684367,2802.9130300433417,0.967808968,0.736977176
2025SVREC,2502,2025SVREC_2502,,2567.927621,2647.0521170020775,0.970108448,0.802053467
2025SVREC,2502,2025SVREC_2502,,2658.314529,2717.608343241625,0.978181619,0.719352373
2025SVREC,2502,2025SVREC_2502,,2656.377905,2715.9827927542315,0.978054026,0.684848485
2025SVREC,2502,2025SVREC_2502,,1810.279936,1853.210542266399,0.976834469,0.630476347
2025SVREC,2502,2025SVREC_2502,,2766.289226,2837.6626533759536,0.974847811,0.780616981
2025SVREC,2502,2025SVREC_2502,,3129.327996,3205.094546483271,0.976360588,0.820470119
2025SVREC,2502,2025SVREC_2502,,3075.197835,3140.2756322508603,0.979276406,0.875430163
2025SVREC,2502,2025SVREC_2502,,3267.907864,3454.215509431961,0.946063688,0.762220766
2025SVREC,2502,2025SVREC_2502,,2534.530752,2593.044645487115,0.97743429,0.79442366
2025SVREC,2502,2025SVREC_2502,,2625.369599,2753.4388577904456,0.953487524,0.745219624
2025SVREC,2502,2025SVREC_2502,,2697.040738,2802.4645209402142,0.96238176,0.774634812
2025SVREC,2502,2025SVREC_2502,,2715.410841,2791.265705606081,0.972824205,0.588193612
2025SVREC,2502,2025SVREC_2502,,2822.477434,2910.429537772558,0.96978037,0.717000164
2025SVREC,2502,2025SVREC_2502,,2325.164322,2383.550824817293,0.975504402,0.692049821
2025SVREC,2502,2025SVREC_2502,,3311.702708,3392.016010408999,0.976322841,0.828174939
2025SVREC,2502,2025SVREC_2502,,3135.767717,3177.1718259427294,0.98696825,0.780857455
2025SVREC,2502,2025SVREC_2502,,3569.848521,3634.435685039788,0.982229108,0.806216371
2025SVREC,2502,2025SVREC_2502,,2825.338679,2884.8111906866643,0.979384262,0.745338393
2025SVREC,2502,2025SVREC_2502,,2450.660131,2503.6417035123122,0.978838197,0.771091574
2025SVREC,2502,2025SVREC_2502,,2234.91449,2320.5701380726546,0.963088533,0.767844465
2025SVREC,2502,2025SVREC_2502,,3328.807039,3384.0096025562725,0.983687232,0.790146384
2025SVREC,2502,2025SVREC_2502,,2672.588055,2725.9006974681483,0.980442192,0.757653549
2025SVREC,2502,2025SVREC_2502,,2740.671092,2813.6496659586064,0.974062665,0.722945851
2025SVREC,2502,2025SVREC_2502,,2879.309302,2932.8209070494245,0.98175422,0.617653485
2025SVREC,2502,2025SVREC_2502,,2624.895717,2707.0963986575357,0.969635111,0.688982935
2025SVREC,2502,2025SVREC_2502,,2916.560015,2991.7602882957426,0.974864205,0.742423415
2025SVREC,2502,2025SVREC_2502,,2207.507922,2273.3523468392173,0.971036419,0.614399257
2025SVREC,2502,2025SVREC_2502,,2833.619743,2901.30974218805,0.976669158,0.647636989
2025SVREC,2502,2025SVREC_2502,,3233.094248,3351.863220788114,0.964566283,0.651632631
2025SVREC,2502,2025SVREC_2502,,2164.457269,2216.1593060122873,0.976670433,0.497614829
2025SVREC,2502,2025SVREC_2502,,2264.774198,2338.8627678767416,0.968322823,0.52993759
2025SVREC,2502,2025SVREC_2502,,2731.535121,2784.4169657062985,0.981007929,0.505764042
2025SVREC,2502,2025SVREC_2502,,2747.317697,2846.998446479236,0.964987424,0.517749863
2025SVREC,2502,2025SVREC_2502,,2732.322835,2791.650366041073,0.978748223,0.474257992
2025SVREC,2502,2025SVREC_2502,,2602.410505,2638.9178433396723,0.986165792,0.518664154
2025SVREC,2502,2025SVREC_2502,,1753.231299,1783.2985797374838,0.983139514,0.68559882
2025SVREC,2502,2025SVREC_2502,,2539.829652,2674.3617567187225,0.949695622,0.642411189
2025SVREC,2502,2025SVREC_2502,,2583.322379,2636.12659120656,0.979969015,0.609560992
2025SVREC,2502,2025SVREC_2502,,2254.162906,2306.374130765574,0.977362205,0.668623222
2025SVREC,2502,2025SVREC_2502,,2196.867198,2257.0970449167344,0.973315349,0.748819177
2025SVREC,2502,2025SVREC_2502,,2897.049213,2971.301975074564,0.975010025,0.683493502
2025SVREC,2502,2025SVREC_2502,,2843.550653,2871.8155237470173,0.990157839,0.690703072
2025SVREC,2502,2025SVREC_2502,,3586.208301,3791.5353289019404,0.945845941,0.621290305
2025SVREC,2502,2025SVREC_2502,,2132.91269,2178.375758037367,0.979129832,0.716602949
2025SVREC,2502,2025SVREC_2502,,2756.823987,2816.998264403695,0.978638866,0.6554257
2025SVREC,2502,2025SVREC_2502,,2942.167227,3049.144011423886,0.964915798,0.73883002
2025SVREC,2502,2025SVREC_2502,,2750.486461,2799.7836373965415,0.982392505,0.674412889
2025SVREC,2502,2025SVREC_2502,,2612.472705,2653.5843018183477,0.984507145,0.627680205
2025SVREC,2502,2025SVREC_2502,,2326.739245,2388.829745978756,0.974007984,0.659167235
2025SVREC,2502,2025SVREC_2502,,1703.286729,1752.0177573716549,0.972185768,0.559814613
2025SVREC,2502,2025SVREC_2502,,2039.248272,2083.3717353105603,0.978821128,0.665392283
2025SVREC,2502,2025SVREC_2502,,2637.361244,2686.1260137244703,0.981845688,0.624231998
2025SVREC,2502,2025SVREC_2502,,2181.979547,2238.989823132522,0.974537501,0.743870475
2025SVREC,2502,2025SVREC_2502,,2268.598905,2305.065881682059,0.984179638,0.733868545
2025SVREC,2502,2025SVREC_2502,,2314.439793,2431.95487294884,0.951678758,0.742935925
2025SVREC,2502,2025SVREC_2502,,2484.930214,2544.4286735609594,0.976616181,0.72843686
2025SVREC,2502,2025SVREC_2502,,2700.096505,2905.9750249457197,0.929153376,0.764355733
2025SVREC,2502,2025SVREC_2502,,2512.662402,2558.8381877539623,0.981954394,0.838843539
2025SVREC,2502,2025SVREC_2502,,2377.737469,2417.615389343919,0.983505267,0.825640465
2025SVREC,2502,2025SVREC_2502,,2223.362301,2267.9221380710196,0.980352131,0.759140431
2025SVREC,2502,2025SVREC_2502,,2375.15748,2406.6063524030624,0.986932274,0.754799421
2025SVREC,2502,2025SVREC_2502,,1943.175533,2031.833309567144,0.956365625,0.63800905
2025SVREC,2502,2025SVREC_2502,,2526.588583,2621.827859061877,0.963674474,0.748043733
2025SVREC,2502,2025SVREC_2502,,2314.37308,2471.650074039884,0.936367613,0.730309154
2025SVREC,2502,2025SVREC_2502,,2637.306799,2820.7430086602685,0.934968833,0.737056253
2025SVREC,2502,2025SVREC_2502,,2585.710774,2697.4724048194485,0.958568017,0.832172607
2025SVREC,2502,2025SVREC_2502,,2712.330229,2847.362912887297,0.95257623,0.90321964
2025SVREC,2502,2025SVREC_2502,,2750.177165,2976.045250157931,0.92410462,0.81580313
2025SVREC,2502,2025SVREC_2502,,2518.629537,2640.645433905054,0.953793154,0.785647971
2025SVREC,2502,2025SVREC_2502,,2363.334838,2502.791939055639,0.944279387,0.701195872
2025SVREC,2502,2025SVREC_2502,,1964.409449,2160.5235365041517,0.909228442,0.658987432
2025SVREC,2502,2025SVREC_2502,,2249.42006,2319.6021347149117,0.969743917,0.584470897
2025SVREC,2502,2025SVREC_2502,,2571.594488,2678.4147156727695,0.960118115,0.779834548
2025SVREC,2502,2025SVREC_2502,,2256.92875,2331.108893941157,0.968178173,0.705750886
2025SVREC,2502,2025SVREC_2502,,2596.246639,2658.9609531982355,0.976413977,0.732865491
2025SVREC,2502,2025SVREC_2502,,2261.30603,2351.3536773467968,0.961703912,0.622001744
2025SVREC,2502,2025SVREC_2502,,1904.733772,1961.806052999263,0.970908296,0.653379502
2025SVREC,2502,2025SVREC_2502,,2521.108292,2591.0485643575485,0.973006962,0.506952017
2025SVREC,2502,2025SVREC_2502,,2202.613357,2253.250506927652,0.977527066,0.683734119
2025SVREC,2502,2025SVREC_2502,,2291.441425,2350.700624919191,0.974790835,0.664736885
2025SVREC,2502,2025SVREC_2502,,2067.668619,2112.840623316348,0.97862025,0.711605168
2025SVREC,2502,2025SVREC_2502,,2245.037642,2287.7768341504784,0.981318461,0.67900729
2025SVREC,2502,2025SVREC_2502,,2225.35109,2276.088479933011,0.977708516,0.738521104
2025SVREC,2503,2025SVREC_2503,,1815.405848,1864.8980663447462,0.973461167,0.705576005
2025SVREC,2503,2025SVREC_2503,,1633.919675,1665.274663700639,0.981171281,0.694553484
2025SVREC,2503,2025SVREC_2503,,2416.988525,2453.3432944754527,0.98518154,0.796504165
2025SVREC,2503,2025SVREC_2503,,1961.247599,2024.7600766836865,0.968632097,0.646249046
2025SVREC,2503,2025SVREC_2503,,2370.328356,2413.392443252117,0.982156202,0.738447673
2025SVREC,2503,2025SVREC_2503,,2470.349842,2549.627811080823,0.968906062,0.78740308
2025SVREC,2503,2025SVREC_2503,,2584.33479,2690.250150973592,0.960629921,0.757169389
2025SVREC,2503,2025SVREC_2503,,2266.602218,2308.5093241762456,0.981846681,0.713639214
2025SVREC,2503,2025SVREC_2503,,1701.199995,1756.3541503392553,0.968597361,0.628201627
2025SVREC,2503,2025SVREC_2503,,2564.073003,2671.432786942009,0.959811909,0.653180294
2025SVREC,2503,2025SVREC_2503,,1429.586998,1454.9656939764116,0.982557186,0.532319184
2025SVREC,2503,2025SVREC_2503,,2520.403543,2625.9887279331833,0.959792217,0.57485733
2025SVREC,2503,2025SVREC_2503,,2578.283441,2681.7158872777927,0.961430498,0.634303942
2025SVREC,2503,2025SVREC_2503,,2978.95506,3102.2206076963203,0.960265383,0.694360235
2025SVREC,2503,2025SVREC_2503,,2152.272662,2190.1172752840716,0.98272028,0.599542085
2025SVREC,2503,2025SVREC_2503,,2179.634242,2262.6526089065765,0.963309274,0.604133719
2025SVREC,2503,2025SVREC_2503,,3100.046812,3229.4361813136356,0.959934378,0.705903233
2025SVREC,2503,2025SVREC_2503,,2871.260995,2934.041253711798,0.978602803,0.698236322
2025SVREC,2503,2025SVREC_2503,,2340.840695,2446.666850957849,0.956746806,0.617760934
2025SVREC,2503,2025SVREC_2503,,2215.326051,2268.072894024789,0.976743762,0.841344841
2025SVREC,2503,2025SVREC_2503,,2443.410841,2532.4064985702475,0.964857278,0.712510221
2025SVREC,2503,2025SVREC_2503,,3426.900615,3606.340141833736,0.950243316,0.725472523
2025SVREC,2503,2025SVREC_2503,,3418.603034,3479.360723472545,0.982537686,0.872396189
2025SVREC,2503,2025SVREC_2503,,2421.344776,2547.056574373663,0.950644285,0.769585883
2025SVREC,2503,2025SVREC_2503,,2918.691425,2990.474588625467,0.975996063,0.837310254
2025SVREC,2503,2025SVREC_2503,,3513.022206,3823.353452062788,0.918832708,0.775641726
2025SVREC,2503,2025SVREC_2503,,2962.759843,3071.423855068296,0.964620965,0.767336464
2025SVREC,2503,2025SVREC_2503,,2806.415882,2890.8264980594236,0.970800525,0.786535573
2025SVREC,2503,2025SVREC_2503,,2142.008114,2215.7117054868454,0.966735929,0.632903789
2025SVREC,2503,2025SVREC_2503,,2308.167275,2393.452986615471,0.964367083,0.669443155
2025SVREC,2503,2025SVREC_2503,,2743.31304,2861.3291114377694,0.958754807,0.689778335
2025SVREC,2503,2025SVREC_2503,,1879.913338,1986.5052422480624,0.946341997,0.622884243
2025SVREC,2503,2025SVREC_2503,,2989.774942,3426.2170146480576,0.872616921,0.516121987
2025SVREC,2503,2025SVREC_2503,,2478.087862,2866.417232896441,0.864524478,0.622253122
2025SVREC,2503,2025SVREC_2503,,2530.647206,2570.2822694387023,0.98457949,0.797317966
2025SVREC,2503,2025SVREC_2503,,2925.105051,3032.210054124426,0.964677578,0.872385166
2025SVREC,2503,2025SVREC_2503,,2915.769085,3063.1598553497925,0.951882769,0.657905499
2025SVREC,2503,2025SVREC_2503,,2788.666507,2922.8174381313074,0.954102186,0.591810028
2025SVREC,2503,2025SVREC_2503,,2404.685039,2563.4431217714373,0.93806842,0.677389455
2025SVREC,2503,2025SVREC_2503,,2745.255377,2870.669949246184,0.956311741,0.661460751
2025SVREC,2503,2025SVREC_2503,,2201.932303,2251.5462619120954,0.977964495,0.641038947
2025SVREC,2503,2025SVREC_2503,,3015.055646,3221.818090091561,0.935824296,0.691196511
2025SVREC,2503,2025SVREC_2503,,2185.659929,2269.9783756422808,0.962854956,0.604601712
2025SVREC,2503,2025SVREC_2503,,2563.698819,2778.306748321852,0.922755855,0.724832765
2025SVREC,2503,2025SVREC_2503,,1689.182351,1768.2721290622007,0.955272847,0.628437491
2025SVREC,2503,2025SVREC_2503,,2354.093864,2383.988775712887,0.987460129,0.691734251
2025SVREC,2503,2025SVREC_2503,,2940.770573,3067.001656725187,0.958842186,0.813203321
2025SVREC,2503,2025SVREC_2503,,2753.53104,2859.9313273781286,0.962796209,0.728603019
2025SVREC,2503,2025SVREC_2503,,2536.193754,2676.749187315383,0.947490249,0.738331285
2025SVREC,2503,2025SVREC_2503,,2639.97465,2710.8766278889602,0.973845369,0.710631211
2025SVREC,2503,2025SVREC_2503,,2480.200787,2515.271369131352,0.986056939,0.743689904
2025SVREC,2503,2025SVREC_2503,,2484.912618,2658.432997969614,0.934728323,0.614785886
2025SVREC,2503,2025SVREC_2503,,2290.812848,2342.9961520175816,0.97772796,0.643791919
2025SVREC,2503,2025SVREC_2503,,2234.0773,2400.0408263543663,0.930849707,0.681520315
2025SVREC,2503,2025SVREC_2503,,2788.285385,2907.637207718921,0.958952299,0.638222926
2025SVREC,2503,2025SVREC_2503,,1883.738429,1940.2534105072396,0.970872371,0.640131992
2025SVREC,2503,2025SVREC_2503,,2332.899558,2427.732514614096,0.960937642,0.632018106
2025SVREC,2503,2025SVREC_2503,,1784.777415,1881.6263330333686,0.948529144,0.579149737
2025SVREC,2503,2025SVREC_2503,,1842.915978,1958.9953336006831,0.940745466,0.508793456
2025SVREC,2503,2025SVREC_2503,,2606.871519,2679.0458803484053,0.973059677,0.663653741
2025SVREC,2503,2025SVREC_2503,,2327.237181,3245.1907991034886,0.717134161,0.482676714
2025SVREC,2503,2025SVREC_2503,,2151.929134,2220.8682651105305,0.968958478,0.633053527
2025SVREC,2503,2025SVREC_2503,,1398.171692,1425.7718025138686,0.980641986,0.58946192
2025SVREC,2503,2025SVREC_2503,,1857.259843,1926.4361081358302,0.964091067,0.659594222
2025SVREC,2503,2025SVREC_2503,,2709.560568,2754.2931700726353,0.983758954,0.737396909
2025SVREC,2503,2025SVREC_2503,,3141.778087,3197.3785886237715,0.982610598,0.691717414
2025SVREC,2503,2025SVREC_2503,,2802.916555,2894.662375314334,0.968305174,0.820797729
2025SVREC,2503,2025SVREC_2503,,2437.509026,2517.0648293426093,0.968393423,0.63312529
2025SVREC,2503,2025SVREC_2503,,2305.640676,2341.2748963107742,0.984779993,0.635114878
2025SVREC,2503,2025SVREC_2503,,2851.242702,2908.0671868956265,0.980459707,0.762262399
2025SVREC,2503,2025SVREC_2503,,2198.225994,2246.2066412817253,0.978639255,0.567262799
2025SVREC,2503,2025SVREC_2503,,2159.802045,2244.3108799362485,0.962345308,0.535376394
