Site,Trial,Block,Entry,Yield,HA_Mean,sum_distances_div2,variance_distance
SVREC_2025,2503,2,26,1883.738429,0.970872371,3.8020912525,0.0018546772618951797
SVREC_2025,2503,2,28,2332.899558,0.960937642,3.928421444,0.0014104156600585455
SVREC_2025,2503,2,33,1784.777415,0.948529144,3.8138144395,0.0012067464171974793
SVREC_2025,2503,2,23,1842.915978,0.940745466,3.7780466,0.0027961832065865663
SVREC_2025,2503,2,14,2606.871519,0.973059677,4.226424292,0.0012781402465902297
SVREC_2025,2503,2,32,2327.237181,0.717134161,2.548517972,0.015278500178915022
SVREC_2025,2503,2,30,2151.929134,0.968958478,4.3927678855,0.0014824727809041394
SVREC_2025,2503,2,7,1398.171692,0.980641986,4.154040698,0.0017480117974052773
SVREC_2025,2503,2,36,1857.259843,0.964091067,4.289247093,0.0018464096115226346
SVREC_2025,2503,2,22,2709.560568,0.983758954,4.4697888905,0.0011063235602784512
SVREC_2025,2503,2,18,3141.778087,0.982610598,4.5637020045,0.0018592594213695576
SVREC_2025,2503,2,12,2802.916555,0.968305174,4.203489012,0.001338564507089803
SVREC_2025,2503,2,2,2437.509026,0.968393423,3.745345132,0.0020353378583279676
SVREC_2025,2503,2,34,2305.640676,0.984779993,4.3726162685,0.0017715246561974768
SVREC_2025,2503,2,21,2851.242702,0.980459707,4.1304465855,0.002066061345121772
SVREC_2025,2503,2,9,2198.225994,0.978639255,4.225233813,0.0014588581961301652
SVREC_2025,2503,2,16,2159.802045,0.962345308,4.0053777045,0.003263137077984052
SVREC_2025,2503,2,13,2860.629105,0.969870404,3.903285254,0.002239192724159581
SVREC_2025,2503,2,39,2081.250432,0.958425983,4.021045642,0.0030078579877358337
SVREC_2025,2503,2,6,1846.098425,0.976360157,3.8651306355,0.0019152509247182712
SVREC_2025,2503,2,25,2126.523718,0.98084389,4.3703259875,0.0022207473603525403
SVREC_2025,2503,2,20,2090.669579,0.977855542,4.424462097,0.001008058320859186
SVREC_2025,2503,2,17,2588.251008,0.965643568,3.651830898,0.0011182425977107127
SVREC_2025,2503,2,31,2407.926061,0.963292385,4.176509366,0.0022776998720059876
SVREC_2025,2503,2,15,2512.578044,0.985873389,4.474619011,0.0014988070946825142
SVREC_2025,2503,3,2,1622.924525,0.983086064,4.0901720775,0.0019474475475110293
SVREC_2025,2503,3,36,1943.548829,0.974517881,4.3569566065,0.0017448458318704565
SVREC_2025,2503,3,38,1471.427237,0.971109329,4.1782015235,0.0020403553955274474
SVREC_2025,2503,3,28,1975.011595,0.981318801,4.283273014,0.001023409603770385
SVREC_2025,2503,3,31,1516.158777,0.9726764,4.2813050385,0.0023710933529708608
SVREC_2025,2503,3,17,2506.410841,0.983651077,4.324420921,0.0018438406244765508
SVREC_2025,2503,3,9,2526.588583,0.962688199,3.9571027085,0.0014276010676375168
SVREC_2025,2503,3,4,1796.001272,0.981627966,4.2741281075,0.0016485855624581765
SVREC_2025,2503,3,7,1547.661273,0.965224365,3.857967969,0.0018450918221695597
SVREC_2025,2503,3,26,1782.63225,0.97200452,4.265866081,0.0016901255594375074
SVREC_2025,2503,3,37,1169.226522,0.985181,4.237464212,0.0017063987409223847
SVREC_2025,2503,3,18,2187.637795,0.966480141,4.2646330445,0.002302684024138298
SVREC_2025,2503,3,13,2822.233436,0.931463152,3.399677975,0.0032980266645529902
SVREC_2025,2503,3,11,1974.638948,0.970620398,4.034909344,0.0017565805579985668
SVREC_2025,2503,3,20,1974.550221,0.970325544,4.105925882,0.002033369350326359
SVREC_2025,2503,3,33,2413.439961,0.982683194,4.4892707225,0.002066854572616334
SVREC_2025,2503,3,19,2440.607548,0.982812044,4.365913007,0.0016880056941040932
SVREC_2025,2503,3,1,2040.14082,0.977417297,4.273731449,0.001968915243315012
SVREC_2025,2503,3,15,2423.684151,0.98534665,4.450758443,0.0009584632186170712
SVREC_2025,2503,3,22,2533.365542,0.981462579,4.4906137675,0.001198195223029096
SVREC_2025,2503,3,32,2560.320242,0.747507518,2.7625458574999997,0.011848050247479086
SVREC_2025,2503,3,39,2419.80315,0.976522912,4.0822869275,0.0016197582062689928
SVREC_2025,2503,3,40,2295.650567,0.974283267,4.292417373,0.002924648147981257
SVREC_2025,2503,3,34,1785.826772,0.97885681,4.419900471,0.0013806986883175098
SVREC_2025,2503,3,27,1879.459862,0.967208633,3.9704214235,0.0014887736595518052
SVREC_2025,2503,3,29,2347.988021,0.978308817,4.4839483895,0.0015082632243663195
SVREC_2025,2503,3,23,2311.574563,0.973042432,4.0562902585,0.00297398550456329
SVREC_2025,2503,3,6,1579.20146,0.964583219,3.684363148,0.0031030188625070097
SVREC_2025,2503,3,3,1777.96884,0.981808902,4.2927695185,0.0014328563066824149
SVREC_2025,2503,3,30,2802.872935,0.980168784,4.3428102535,0.0010356439815464205
SVREC_2025,2503,3,16,2006.437728,0.948907238,3.4592494575,0.003968643730013444
SVREC_2025,2503,3,24,2057.606971,0.986274653,4.387137214,0.0018411366598021842
SVREC_2025,2503,3,14,2662.622863,0.981006544,4.343654115,0.0012631731311821914
SVREC_2025,2503,3,8,2017.113117,0.978802902,3.901955047,0.0014073679537723338
SVREC_2025,2503,3,21,2296.786993,0.974628634,3.9946338515,0.00264820777802897
SVREC_2025,2503,3,35,1841.146966,0.984489201,4.2842200645,0.0020886550034160765
SVREC_2025,2503,3,5,1788.197571,0.982192655,4.3493744125000005,0.001990994351566034
SVREC_2025,2503,3,10,2232.283465,0.975776907,4.3044405235,0.0027961666052301625
SVREC_2025,2503,3,12,2028.256002,0.974809063,3.755523392,0.0014993071284961177
SVREC_2025,2503,3,25,1593.944426,0.982101848,3.951416166,0.0016052344202859387
SVREC_2025,2504,1,20,2171.529912,0.950073823,3.7407753795,0.0036671804154324856
SVREC_2025,2504,1,3,2077.05531,0.982939011,4.3650584245,0.001221824487531967
SVREC_2025,2504,1,7,1703.780848,0.984378703,4.330938515,0.001659488612568265
SVREC_2025,2504,1,16,1832.610908,0.988171396,4.3771560055,0.0012845098309464792
SVREC_2025,2504,1,15,1849.482187,0.985054769,4.3630844865,0.0007070424892761368
SVREC_2025,2504,1,14,1924.964711,0.981553717,4.2531666615,0.0008237041625231823
SVREC_2025,2504,1,32,1816.954892,0.977271899,3.953050234,0.001314297630194249
SVREC_2025,2504,1,5,2156.110764,0.982648951,4.631406978,0.0011261998658833384
SVREC_2025,2504,1,25,1975.74227,0.942242149,4.218943922,0.0015903318785246423
SVREC_2025,2504,1,13,1860.425869,0.97894756,4.54438599,0.001138171479028521
SVREC_2025,2504,1,23,2343.570962,0.95672779,4.262856382,0.0012488656132251372
SVREC_2025,2504,1,1,2453.363885,0.98512713,4.470255875,0.0020657024785209724
SVREC_2025,2504,1,29,2681.214711,0.942236885,3.74084054,0.0023268548916913186
SVREC_2025,2504,1,18,2597.561264,0.968412227,4.323538036,0.0021405023862839344
SVREC_2025,2504,1,9,2969.209238,0.909087595,4.14892839,0.0016707507478502675
SVREC_2025,2504,1,28,3676.189745,0.951387117,4.2738544605,0.0036476718878508726
SVREC_2025,2504,1,30,2654.526599,0.949658252,4.1281888525,0.0011655422957818939
SVREC_2025,2504,1,11,2944.436336,0.979621967,3.966885724,0.0016595203725917993
SVREC_2025,2504,1,21,3371.186432,0.952371405,3.9996961845,0.0027790921656321342
SVREC_2025,2504,1,22,3003.202516,0.990467511,4.4634714495,0.0008489376731867265
SVREC_2025,2504,1,17,2833.118974,0.962031316,4.3458344275,0.0015633976315048961
SVREC_2025,2504,1,19,2771.520069,0.969248997,4.191102172,0.0012044298358310677
SVREC_2025,2504,1,8,2799.471481,0.941271895,4.035575116,0.0012802306752278505
SVREC_2025,2504,1,10,2460.847513,0.967520277,3.762836639,0.0014326994239949474
SVREC_2025,2504,1,31,2377.004753,0.894614053,3.4354665175,0.0019121076488312829
SVREC_2025,2504,1,27,2831.153255,0.9861668,4.280406165,0.0015384318197670846
SVREC_2025,2504,1,2,3064.2174,0.938287131,4.13377359,0.0013807141974601948
SVREC_2025,2504,1,12,3155.686576,0.971764491,4.0629035505,0.001182289408674021
SVREC_2025,2504,1,4,2916.828188,0.958899116,4.053393095,0.0018877250811265064
SVREC_2025,2504,1,6,2421.871111,0.980607651,4.1631795615,0.000899128968729078
SVREC_2025,2504,1,24,2439.315561,0.942893077,4.1272416665,0.001449800839633976
SVREC_2025,2504,1,26,2366.223305,0.982594591,4.4236786095,0.0010951836552967784
SVREC_2025,2504,2,25,2075.57029,0.936610349,4.049394709,0.0011405043057590367
SVREC_2025,2504,2,19,2673.669819,0.967794849,4.0595792625,0.0017765411330757839
SVREC_2025,2504,2,16,2445.130377,0.967102265,4.1039154825,0.001110525102050395
SVREC_2025,2504,2,5,2494.952564,0.986347563,4.6852959625,0.0017015524245855315
SVREC_2025,2504,2,24,2230.323411,0.964057886,4.4045133105,0.0022674328294425886
SVREC_2025,2504,2,7,2551.981947,0.961849037,4.055241774,0.0013658839064586096
SVREC_2025,2504,2,17,2665.237565,0.951079923,4.056070484,0.0010298336575116642
SVREC_2025,2504,2,29,2786.006818,0.947089272,3.8438911735,0.0029038092668340195
SVREC_2025,2504,2,20,2588.638972,0.874036271,3.1509953455,0.0029818940569457638
SVREC_2025,2504,2,22,2281.284809,0.980460776,4.260348927,0.0015805120187636016
SVREC_2025,2504,2,4,3249.565057,0.923013833,4.2651920599999995,0.0015447875572601607
SVREC_2025,2504,2,14,2797.206405,0.98487058,4.18083743,0.001257995919265604
SVREC_2025,2504,2,9,2840.244575,0.894622676,3.7963757399999998,0.0011311693083066062
SVREC_2025,2504,2,26,1446.465239,0.968739177,4.1107609845,0.0012943606837828806
SVREC_2025,2504,2,23,2094.636067,0.941925958,3.935792608,0.001280786064007173
SVREC_2025,2504,2,31,2548.941041,0.922698358,3.8341777905,0.003657007445796064
SVREC_2025,2504,2,13,1714.339255,0.968557471,4.192109035,0.0009233823427486608
SVREC_2025,2504,2,3,2465.969488,0.989008786,4.2618874605,0.001359665672352349
SVREC_2025,2504,2,30,1975.74227,0.95317427,3.980210839,0.0016749890774619654
SVREC_2025,2504,2,2,2808.961158,0.984289568,4.028460979,0.0013203429977471334
SVREC_2025,2504,2,18,2509.230987,0.973789735,4.459762838,0.002257531180780586
SVREC_2025,2504,2,1,2787.275495,0.979276406,4.314899412,0.0017321181399321225
SVREC_2025,2504,2,15,2278.111989,0.978255719,4.141856469,0.0014116608848525837
SVREC_2025,2504,2,21,3022.311792,0.980678794,4.1364017495,0.0014741130350908072
SVREC_2025,2504,2,27,2819.659977,0.970873963,4.078070947,0.0011228102911851553
SVREC_2025,2504,2,10,2242.113549,0.987095363,4.2224731525,0.0014378638685920355
SVREC_2025,2504,2,11,2500.280104,0.943183682,3.9880217545,0.002132549920526373
SVREC_2025,2504,2,28,3067.684223,0.9736444,4.222444778,0.0021963913045244107
SVREC_2025,2504,2,12,2449.08719,0.981609405,4.152080995,0.0019373096137706885
SVREC_2025,2504,2,8,2705.617582,0.986695342,4.8113933325,0.001809821379558881
SVREC_2025,2504,2,32,2548.773646,0.983086373,4.5000262765,0.002241408332737265
SVREC_2025,2504,2,6,2112.091367,0.989009787,4.843417503,0.0011072814552514892
SVREC_2025,2504,3,4,2530.738333,0.984707919,4.466353999,0.0025017007266284713
SVREC_2025,2504,3,2,2252.236461,0.987113355,4.827763666,0.002005033857108954
SVREC_2025,2504,3,17,2107.104139,0.978236699,4.5310567695,0.002402474781220849
SVREC_2025,2504,3,28,2628.643101,0.97736303,4.0437544835,0.0023259220922741864
SVREC_2025,2504,3,9,2538.307579,0.929062244,4.2106389315,0.0013163261208213265
SVREC_2025,2504,3,22,2014.717496,0.984069409,4.322558915,0.0016751385890604266
SVREC_2025,2504,3,12,2778.118926,0.980042285,4.161147409,0.0012691162220252235
SVREC_2025,2504,3,1,2242.301517,0.982666861,4.3172318845,0.0024074756314864942
SVREC_2025,2504,3,24,1805.60966,0.985490868,4.4886487445,0.00105326198704882
SVREC_2025,2504,3,10,2080.466295,0.977743752,3.9759983604999998,0.0008298405242508456
SVREC_2025,2504,3,20,2621.771942,0.947777109,3.6536828165,0.0024656858358469208
SVREC_2025,2504,3,15,2015.72753,0.988134728,4.559564175,0.0009161724511854242
SVREC_2025,2504,3,18,2305.864701,0.976996828,4.4967605555,0.0022028585955423015
SVREC_2025,2504,3,19,2352.769541,0.987331851,4.574736004,0.001519870734377304
SVREC_2025,2504,3,31,2582.044171,0.974373929,4.001307746,0.0022414893112045107
SVREC_2025,2504,3,6,2527.132754,0.988717762,4.50399153,0.0014087805627861214
SVREC_2025,2504,3,5,2545.9058,0.978363106,4.3691509925,0.0012761888722456038
SVREC_2025,2504,3,26,1495.452996,0.985437247,4.355911408,0.001503969048086621
SVREC_2025,2504,3,3,2527.132754,0.980279226,4.5336264355,0.0012651956563818484
SVREC_2025,2504,3,8,2014.717496,0.982537368,4.184105113,0.0012950712197433141
SVREC_2025,2504,3,7,1842.915978,0.986785024,4.518947615,0.0013951184864587863
SVREC_2025,2504,3,21,2442.222969,0.975231013,4.2112839685,0.0016674729487852525
SVREC_2025,2504,3,14,1825.535553,0.981152367,4.352214154,0.0010427536058251615
SVREC_2025,2504,3,23,1982.975514,0.988480187,3.9805214295,0.0007518276203972871
SVREC_2025,2504,3,30,2028.194282,0.979912871,4.3230842995,0.001678040442475542
SVREC_2025,2504,3,27,2382.223569,0.983395002,4.385892086,0.0018950660854617607
SVREC_2025,2504,3,25,1828.342232,0.983066295,4.9766638155,0.0018553789962761818
SVREC_2025,2504,3,29,2450.684127,0.96365691,3.9360607325,0.0020245136456628105
SVREC_2025,2504,3,16,2222.705012,0.982922028,4.4827849045,0.001033325758750799
SVREC_2025,2504,3,32,1920.817169,0.972257159,4.150277083,0.0010099342709631773
SVREC_2025,2504,3,11,2385.965335,0.972460678,4.000684328,0.0010491253858107502
SVREC_2025,2504,3,13,1532.231131,0.982175078,4.4163847445,0.0015000832112988336
SVREC_2025,2506,1,13,3083.872383,0.944368495,7.781037993,0.0022987592043770553
SVREC_2025,2506,1,32,1858.888482,0.961958404,9.176138503,0.002245444318413061
SVREC_2025,2506,1,2,1516.471826,0.974100064,8.4136541375,0.0012592344856583093
SVREC_2025,2506,1,10,2000.455109,0.976615755,8.968735434,0.002339584711229429
SVREC_2025,2506,1,4,2065.406664,0.966700082,8.2408343385,0.002118860561931425
SVREC_2025,2506,1,19,2559.557999,0.977926434,8.6976645485,0.001783610069493215
SVREC_2025,2506,1,18,2468.52439,0.974155686,8.9018852345,0.0022155335328119014
SVREC_2025,2506,1,14,2587.67126,0.982047497,8.5750137625,0.0014949604185529185
SVREC_2025,2506,1,21,3208.747119,0.957330077,8.844350011,0.0034700261463076567
SVREC_2025,2506,1,12,3309.714135,0.968743165,9.004423325,0.0025765116735579348
SVREC_2025,2506,1,5,2155.708037,0.964182859,8.9905718145,0.0024703092627872364
SVREC_2025,2506,1,17,2858.829772,0.971932638,8.8171434645,0.002975572207226527
SVREC_2025,2506,1,15,2359.908777,0.957348304,7.972815001,0.0019507882300705524
SVREC_2025,2506,1,29,2314.205349,0.934979949,8.426365227,0.0024511054792779583
SVREC_2025,2506,1,25,3217.620127,0.929937118,8.392206137,0.0019046862404961745
SVREC_2025,2506,1,27,2411.816017,0.958040938,8.948185528,0.0027209705640915266
SVREC_2025,2506,1,31,2687.560399,0.951191062,8.395227622,0.0022429584536834825
SVREC_2025,2506,1,20,3597.813876,0.953318386,8.453764965,0.0024841872717747586
SVREC_2025,2506,1,30,3491.979787,0.964857278,9.1634533085,0.0018653724352739683
SVREC_2025,2506,1,9,2609.705349,0.969269466,8.6727133665,0.002422830231481179
SVREC_2025,2506,1,8,2148.996135,0.944605457,7.7930754475,0.002549153424598591
SVREC_2025,2506,1,3,2163.303198,0.968247603,8.3068315315,0.0026772478932279922
SVREC_2025,2506,1,11,2311.761043,0.961849037,8.52598181,0.0024471760896156384
SVREC_2025,2506,1,26,2976.774774,0.937427092,8.4815082745,0.002222601056867712
SVREC_2025,2506,1,24,3127.152751,0.95776676,8.4832363555,0.0019197756601114547
SVREC_2025,2506,1,22,3104.716727,0.977707703,8.6114813785,0.002148756523758668
SVREC_2025,2506,1,16,1986.800125,0.969014855,8.2469058725,0.00348988922176232
SVREC_2025,2506,1,1,1905.607836,0.978639255,8.48615401,0.0017212087568186769
SVREC_2025,2506,1,6,2665.83647,0.909983962,8.0782698675,0.003225195927738958
SVREC_2025,2506,1,23,4015.897254,0.964458863,8.025912828000001,0.0028777838626004955
SVREC_2025,2506,1,28,3208.934703,0.934707716,8.410748812,0.0030063874459488483
SVREC_2025,2506,1,7,2526.461662,0.950552255,7.6079136355,0.004094405040701426
SVREC_2025,2506,2,18,3303.858172,0.92784238,8.739635969,0.0036836953547365603
SVREC_2025,2506,2,20,3834.644997,0.943099803,8.65715073,0.0038002151167393847
SVREC_2025,2506,2,25,3965.188784,0.927260466,8.759913925,0.001568438379959804
SVREC_2025,2506,2,26,3591.986076,0.937370129,8.0252643495,0.0043443497574840945
SVREC_2025,2506,2,22,3868.392308,0.924232206,8.4094850995,0.0025795670503091705
SVREC_2025,2506,2,10,3157.524246,0.957712848,8.965017163,0.0020387599659745844
SVREC_2025,2506,2,28,2519.984156,0.938500237,8.2377131875,0.002713621797806737
SVREC_2025,2506,2,12,3553.962814,0.952028579,8.529272055,0.0025006989126284455
SVREC_2025,2506,2,9,3042.251248,0.907926151,8.405951192,0.003417971219399982
SVREC_2025,2506,2,29,2977.321682,0.940799067,8.6824032095,0.0034144267456127017
SVREC_2025,2506,2,11,2577.854427,0.909142274,8.2204710815,0.0024114933295638122
SVREC_2025,2506,2,4,3069.309463,0.955598491,8.8464153835,0.003413137856974053
SVREC_2025,2506,2,32,2265.085894,0.919623818,8.69002502,0.0023488460600656724
SVREC_2025,2506,2,14,3423.42174,0.954449346,8.142510577,0.00314099841429497
SVREC_2025,2506,2,31,3108.543091,0.920418505,7.8430759265,0.0020377392186016934
SVREC_2025,2506,2,6,2674.867774,0.949236266,8.2350378125,0.002285990963451344
SVREC_2025,2506,2,19,3027.797076,0.957109005,8.399420291,0.002390012777069972
SVREC_2025,2506,2,2,1961.451748,0.979347806,8.496731543,0.0016879936272118448
SVREC_2025,2506,2,30,3759.274246,0.941233299,8.600911243,0.0023786849543013023
SVREC_2025,2506,2,7,2509.003553,0.979458671,7.851759954,0.007883815627231866
SVREC_2025,2506,2,13,3421.552814,0.968284058,8.485549547,0.002513927445040572
SVREC_2025,2506,2,24,3221.344224,0.963930303,8.9646277115,0.0027806799347277486
SVREC_2025,2506,2,17,2810.862901,0.948652984,8.635517382,0.002461901397264476
SVREC_2025,2506,2,23,3264.386643,0.977397835,8.9377068515,0.0029407401115175763
SVREC_2025,2506,2,15,1751.229019,0.951483561,8.3922234575,0.0026438298411604628
SVREC_2025,2506,2,3,2582.5314,0.959247649,8.1988779095,0.0038995487494487024
SVREC_2025,2506,2,16,1831.47004,0.948526329,7.904030867,0.0027173566314357654
SVREC_2025,2506,2,5,1557.752737,0.956456757,8.218116207,0.001627524642386716
SVREC_2025,2506,2,8,2323.216343,0.951281304,8.6797045495,0.0037467296278910277
SVREC_2025,2506,2,21,3372.058887,0.961943645,8.8553272335,0.0037006043441147824
SVREC_2025,2506,2,27,2674.32754,0.945066161,8.687356335,0.004571118146246286
SVREC_2025,2506,2,1,1937.622047,0.972037915,8.4395716845,0.0024080240972376584
SVREC_2025,2506,3,26,3115.357788,0.975486622,8.62320923,0.0019457011693453114
SVREC_2025,2506,3,15,2098.135659,0.96923133,8.912098784,0.003420122719830589
SVREC_2025,2506,3,31,2744.184175,0.934786571,9.0993566635,0.004449760446063956
SVREC_2025,2506,3,12,2369.761955,0.94317167,8.7561892615,0.004751582810491407
SVREC_2025,2506,3,13,3213.617054,0.934057522,8.6099641965,0.002851696189778066
SVREC_2025,2506,3,18,2718.812908,0.984142318,8.9493562275,0.0026941122198170823
SVREC_2025,2506,3,21,3409.280656,0.966755368,8.853164716,0.0023881038511534736
SVREC_2025,2506,3,6,1732.469752,0.968923722,8.7121142225,0.003065734636394474
SVREC_2025,2506,3,4,2588.577684,0.969434623,9.2785916655,0.002906897458682297
SVREC_2025,2506,3,27,2444.191233,0.966299712,8.786747266,0.006235007791296758
SVREC_2025,2506,3,10,2022.518341,0.955286998,8.6425700805,0.0028592724343567957
SVREC_2025,2506,3,30,2422.879393,0.966608949,8.8200981675,0.002490358731897786
SVREC_2025,2506,3,1,1781.039706,0.9245001,8.4709626015,0.003338634744187967
SVREC_2025,2506,3,32,1674.728659,0.960683885,8.834916141,0.003541462267054342
SVREC_2025,2506,3,17,2666.653548,0.974830044,8.5533908185,0.002450397099760324
SVREC_2025,2506,3,11,2280.140786,0.966627784,8.478060512499999,0.003025173143594959
SVREC_2025,2506,3,22,2807.184847,0.975428811,9.148167539,0.0019790422475209593
SVREC_2025,2506,3,5,2314.348497,0.96268956,8.7636868745,0.0029300206163718045
SVREC_2025,2506,3,7,2334.149126,0.964386608,7.8486638805,0.005348310287460851
SVREC_2025,2506,3,25,3424.735935,0.971765521,8.618455772,0.0026722017331116802
SVREC_2025,2506,3,9,3260.967496,0.968485136,9.154514199,0.002333276217100236
SVREC_2025,2506,3,2,2230.636643,0.970054314,8.506763028,0.0023554751456471247
SVREC_2025,2506,3,16,2051.004417,0.977691102,8.347159597000001,0.002504605661620749
SVREC_2025,2506,3,28,2832.596025,0.968666837,8.7646266835,0.0023221092164447863
SVREC_2025,2506,3,3,2634.826772,0.972132612,8.887550885,0.002386172655598041
SVREC_2025,2506,3,20,3296.814625,0.968921456,8.7282792415,0.002733802276341401
SVREC_2025,2506,3,14,2844.006952,0.970289089,8.1576620545,0.002799258457099546
SVREC_2025,2506,3,23,3290.930286,0.979258557,9.000797329,0.0024554863084851825
SVREC_2025,2506,3,19,2638.833244,0.960737851,7.657419071,0.0032672148000784493
SVREC_2025,2506,3,29,2781.860764,0.960355073,9.0096644785,0.002269899240651092
SVREC_2025,2506,3,24,3153.260851,0.937266481,7.85512073,0.0023032104630071413
SVREC_2025,2506,3,8,1773.086422,0.938829448,8.050702521,0.002969698746431596
SVREC_2025,2506,1,13,3083.872383,0.95383045,7.781037993,0.0022987592043770553
SVREC_2025,2506,1,32,1858.888482,0.976452148,9.176138503,0.002245444318413061
SVREC_2025,2506,1,2,1516.471826,0.978145563,8.4136541375,0.0012592344856583093
SVREC_2025,2506,1,10,2000.455109,0.972714348,8.968735434,0.002339584711229429
SVREC_2025,2506,1,4,2065.406664,0.965989246,8.2408343385,0.002118860561931425
SVREC_2025,2506,1,19,2559.557999,0.96188966,8.6976645485,0.001783610069493215
SVREC_2025,2506,1,18,2468.52439,0.979075532,8.9018852345,0.0022155335328119014
SVREC_2025,2506,1,14,2587.67126,0.959900846,8.5750137625,0.0014949604185529185
SVREC_2025,2506,1,21,3208.747119,0.96983505,8.844350011,0.0034700261463076567
SVREC_2025,2506,1,12,3309.714135,0.969051308,9.004423325,0.0025765116735579348
SVREC_2025,2506,1,5,2155.708037,0.970873432,8.9905718145,0.0024703092627872364
SVREC_2025,2506,1,17,2858.829772,0.956001094,8.8171434645,0.002975572207226527
SVREC_2025,2506,1,15,2359.908777,0.955796573,7.972815001,0.0019507882300705524
SVREC_2025,2506,1,29,2314.205349,0.943534129,8.426365227,0.0024511054792779583
SVREC_2025,2506,1,25,3217.620127,0.974866495,8.392206137,0.0019046862404961745
SVREC_2025,2506,1,27,2411.816017,0.932483914,8.948185528,0.0027209705640915266
SVREC_2025,2506,1,31,2687.560399,0.952518956,8.395227622,0.0022429584536834825
SVREC_2025,2506,1,20,3597.813876,0.925163125,8.453764965,0.0024841872717747586
SVREC_2025,2506,1,30,3491.979787,0.971910829,9.1634533085,0.0018653724352739683
SVREC_2025,2506,1,9,2609.705349,0.96260047,8.6727133665,0.002422830231481179
SVREC_2025,2506,1,8,2148.996135,0.890002734,7.7930754475,0.002549153424598591
SVREC_2025,2506,1,3,2163.303198,0.945279889,8.3068315315,0.0026772478932279922
SVREC_2025,2506,1,11,2311.761043,0.967043984,8.52598181,0.0024471760896156384
SVREC_2025,2506,1,26,2976.774774,0.928146987,8.4815082745,0.002222601056867712
SVREC_2025,2506,1,24,3127.152751,0.959846165,8.4832363555,0.0019197756601114547
SVREC_2025,2506,1,22,3104.716727,0.94594299,8.6114813785,0.002148756523758668
SVREC_2025,2506,1,16,1986.800125,0.890223454,8.2469058725,0.00348988922176232
SVREC_2025,2506,1,1,1905.607836,0.912860424,8.48615401,0.0017212087568186769
SVREC_2025,2506,1,6,2665.83647,0.940812978,8.0782698675,0.003225195927738958
SVREC_2025,2506,1,23,4015.897254,0.95326711,8.025912828000001,0.0028777838626004955
SVREC_2025,2506,1,28,3208.934703,0.948510918,8.410748812,0.0030063874459488483
SVREC_2025,2506,1,7,2526.461662,0.859358766,7.6079136355,0.004094405040701426
SVREC_2025,2506,2,18,3303.858172,0.966626568,8.739635969,0.0036836953547365603
SVREC_2025,2506,2,20,3834.644997,0.950169504,8.65715073,0.0038002151167393847
SVREC_2025,2506,2,25,3965.188784,0.969598104,8.759913925,0.001568438379959804
SVREC_2025,2506,2,26,3591.986076,0.936642181,8.0252643495,0.0043443497574840945
SVREC_2025,2506,2,22,3868.392308,0.966663021,8.4094850995,0.0025795670503091705
SVREC_2025,2506,2,10,3157.524246,0.962708466,8.965017163,0.0020387599659745844
SVREC_2025,2506,2,28,2519.984156,0.921732315,8.2377131875,0.002713621797806737
SVREC_2025,2506,2,12,3553.962814,0.941966645,8.529272055,0.0025006989126284455
SVREC_2025,2506,2,9,3042.251248,0.955727695,8.405951192,0.003417971219399982
SVREC_2025,2506,2,29,2977.321682,0.950734517,8.6824032095,0.0034144267456127017
SVREC_2025,2506,2,11,2577.854427,0.964549995,8.2204710815,0.0024114933295638122
SVREC_2025,2506,2,4,3069.309463,0.96321948,8.8464153835,0.003413137856974053
SVREC_2025,2506,2,32,2265.085894,0.95540043,8.69002502,0.0023488460600656724
SVREC_2025,2506,2,14,3423.42174,0.961157793,8.142510577,0.00314099841429497
SVREC_2025,2506,2,31,3108.543091,0.945047935,7.8430759265,0.0020377392186016934
SVREC_2025,2506,2,6,2674.867774,0.952535453,8.2350378125,0.002285990963451344
SVREC_2025,2506,2,19,3027.797076,0.975083844,8.399420291,0.002390012777069972
SVREC_2025,2506,2,2,1961.451748,0.978545388,8.496731543,0.0016879936272118448
SVREC_2025,2506,2,30,3759.274246,0.969796945,8.600911243,0.0023786849543013023
SVREC_2025,2506,2,7,2509.003553,0.837152075,7.851759954,0.007883815627231866
SVREC_2025,2506,2,13,3421.552814,0.960541664,8.485549547,0.002513927445040572
SVREC_2025,2506,2,24,3221.344224,0.977051093,8.9646277115,0.0027806799347277486
SVREC_2025,2506,2,17,2810.862901,0.951263077,8.635517382,0.002461901397264476
SVREC_2025,2506,2,23,3264.386643,0.977051511,8.9377068515,0.0029407401115175763
SVREC_2025,2506,2,15,1751.229019,0.958171579,8.3922234575,0.0026438298411604628
SVREC_2025,2506,2,3,2582.5314,0.918866205,8.1988779095,0.0038995487494487024
SVREC_2025,2506,2,16,1831.47004,0.935052862,7.904030867,0.0027173566314357654
SVREC_2025,2506,2,5,1557.752737,0.973043906,8.218116207,0.001627524642386716
SVREC_2025,2506,2,8,2323.216343,0.948435193,8.6797045495,0.0037467296278910277
SVREC_2025,2506,2,21,3372.058887,0.96403966,8.8553272335,0.0037006043441147824
SVREC_2025,2506,2,27,2674.32754,0.938357787,8.687356335,0.004571118146246286
SVREC_2025,2506,2,1,1937.622047,0.957896655,8.4395716845,0.0024080240972376584
SVREC_2025,2506,3,26,3115.357788,0.951298642,8.62320923,0.0019457011693453114
SVREC_2025,2506,3,15,2098.135659,0.972202982,8.912098784,0.003420122719830589
